상병코드,24년 국문 질환명,24년 영문 질환명,신규여부,산정특례 종류,"산정특례
특정기호"
Q20.3,심실대혈관연결불일치,Discordant ventriculoarterial connection,,희귀,V144
Q20.4,단일심실,Single ventricle,,희귀,V225
Q20.5,방실연결불일치,Discordant atrioventricular connection,,희귀,V144
Q20.5,수정혈관전위,Corrected transposition,,희귀,V144
Q20.5,심실내번,Ventricular inversion,,희귀,V144
Q20.5,좌측전위,Laevotransposition,,희귀,V144
Q20.6 ,무비증 또는 다비증을 동반한 심방 부속물의 이성질현상,Isomerism of atrial appendages with asplenia or polysplenia,,극희귀,V900
Q20.6 ,심방부속물의 이성질현상,Isomerism of atrial appendages,,극희귀,V900
Q21.2,방실중격결손,Atrioventricular septal defect,,희귀,V269
Q21.2,심내막융기결손,Endocardial cushion defect,,희귀,V269
Q21.2,제1공심방중격결손(Ⅰ형),Ostium primum atrial septal defect (type Ⅰ),,희귀,V269
Q21.2,총방실관,Common atrioventricular canal,,희귀,V269
Q21.3,팔로네징후,Tetralogy of Fallot,,희귀,V269
Q21.3,"폐동맥 협착 또는 폐쇄, 대동맥의 우측위치 및 우심실비대를 동반한 심실중격결손","Ventricular septal defect with pulmonary stenosis or atresia, dextroposition of aorta and hypertrophy of right ventricle",,희귀,V269
Q21.4,대동맥중격결손,Aortic septal defect,,희귀,V269
Q21.4,대동맥폐동맥중격결손,Aortopulmonary septal defect,,희귀,V269
Q21.4,대동맥폐동맥창,Aortopulmonary window,,희귀,V269
Q21.8,아이젠멘거결손,Eisenmenger’s defect,,희귀,V226
Q22.0,폐동맥판폐쇄,Pulmonary valve atresia,,희귀,V145
Q22.4,삼첨판폐쇄,Tricuspid atresia,,희귀,V146
Q22.5,에브스타인이상,Ebstein anomaly,,희귀,V146
Q22.6,형성저하성 우심증후군,Hypoplastic right heart syndrome,,희귀,V146
Q23.0,대동맥판의 선천협착,Congenital stenosis of aortic valve,,희귀,V147
Q23.0,선천성 대동맥판폐쇄,Congenital aortic atresia,,희귀,V147
Q23.0,선천성 대동맥판협착,Congenital aortic stenosis,,희귀,V147
Q23.1,대동맥판의 선천성 기능부전,Congenital insufficiency of aortic valve,,희귀,V147
Q23.1,선천성 대동맥판기능부전,Congenital aortic insufficiency,,희귀,V147
Q23.1,선천성 대동맥판역류,Congenital aortic regurgitation,,희귀,V147
Q23.1,이첨대동맥판막,Bicuspid aortic valve,,희귀,V147
Q23.2,선천성 승모판폐쇄,Congenital mitral atresia,,희귀,V147
Q23.2,선천성 승모판협착,Congenital mitral stenosis,,희귀,V147
Q23.3,선천성 승모판기능부전,Congenital mitral insufficiency,,희귀,V147
Q23.4,(승모판 협착 또는 폐쇄와 함께) 상행대동맥의 형성저하와 좌심실의 결손발육을 동반하는 대동맥구멍 및 판막의 폐쇄 또는 현저한 발육부전,"Atresia, or marked hypoplasia of aortic orifice or valve, with hypoplasia of ascending aorta and defective development of left ventricle (with mitral valve stenosis or atresia)",,희귀,V147
Q23.4,형성저하성 좌심증후군,Hypoplastic left heart syndrome,,희귀,V147
Q23.8,대동맥판 및 승모판의 기타 선천기형,Other congenital malformations of aortic and mitral valves,,희귀,V147
Q23.9,대동맥판 및 승모판의 상세불명의 선천기형,"Congenital malformation of aortic and mitral valves, unspecified",,희귀,V147
Q24.4,선천성 대동맥판하협착,Congenital subaortic stenosis,,희귀,V270
Q24.5,관상동맥혈관의 기형,Malformation of coronary vessels,,희귀,V148
Q24.5,선천성 관상동맥류,Congenital coronary(artery) aneurysm,,희귀,V148
Q24.6,선천성 심장차단,Congenital heart block,,희귀,V271
Q25.1,대동맥의 축착,Coarctation of aorta,,희귀,V272
Q25.1,"대동맥의 축착(관전, 관후)","Coarctation of aorta (preductal, postductal)",,희귀,V272
Q25.2,대동맥의 폐쇄,Atresia of aorta,,희귀,V272
Q25.3,대동맥의 협착,Stenosis of aorta,,희귀,V272
Q25.3,판막상부 대동맥협착,Supravalvular aortic stenosis,,희귀,V272
Q25.5,폐동맥의 폐쇄,Atresia of pulmonary artery,,희귀,V149
Q26.0,(하)(상)대정맥의 선천성 협착,Congenital stenosis of vena cava (inferior)(superior),,희귀,V150
Q26.0,대정맥의 선천성 협착,Congenital stenosis of vena cava,,희귀,V150
Q26.1,좌상대정맥존속,Persistent left superior vena cava,,희귀,V150
Q26.2,전폐정맥결합이상,Total anomalous pulmonary venous connection,,희귀,V150
Q26.3,부분폐정맥결합이상,Partial anomalous pulmonary venous connection,,희귀,V150
Q26.4,상세불명의 폐정맥결합이상,"Anomalous pulmonary venous connection, unspecified",,희귀,V150
Q26.5,문맥결합이상,Anomalous portal venous connection,,희귀,V150
Q26.6,문맥-간동맥루,Portal vein-hepatic artery fistula,,희귀,V150
Q28.2,와이번메이슨증후군,Wyburn Mason syndrome,,극희귀,V900
Q38.3,무설증(無舌症),Aglossia,,희귀,V241
Q43.8,선천성단장증후군,Congenital Short Bowel Syndrome,,극희귀,V900
Q44.2,담관의 폐쇄,Atresia of bile ducts,,희귀,V181
Q44.6,선천성 간 섬유증,Congenital liver Fibrosis[fibrotic],,극희귀,V900
Q44.7,알라질증후군,Alagille’s syndrome,,극희귀,V900
Q61.1,"다낭성 신장, 보통염색체열성","Polycystic kidney, autosomal recessive",,희귀,V264
Q61.1,"다낭성 신장, 영아형","Polycystic kidney, infantile type",,희귀,V264
Q61.2,"다낭성 신장, 보통염색체우성","Polycystic kidney, autosomal dominant",,희귀,V264
Q61.9,메켈증후군,Meckel syndrome,,극희귀,V900
Q64.1,방광외반,Exstrophy of urinary bladder,,희귀,V227
Q64.1,방광외번,Extroversion of bladder,,희귀,V227
Q64.1,방광이소증,Ectopia vesicae,,희귀,V227
Q74.0,쇄골두개골이골증,Cleidocranial dysostosis,,극희귀,V900
Q74.3,선천성 다발관절만곡증,Arthrogryposis multiplex congenita,,희귀,V292
Q74.8,라르센 증후군,Larsen's syndrome,,극희귀,V900
Q75.0,두개골유합,Craniosynostosis,,희귀,V265
Q75.0,두개골의 불완전유합,Imperfect fusion of skull,,희귀,V265
Q75.0,뾰족머리증(Acrocephaly),Acrocephaly,,희귀,V265
Q75.0,뾰족머리증(Oxycephaly),Oxycephaly,,희귀,V265
Q75.0,삼각머리증,Trigonocephaly,,희귀,V265
Q75.1,두개안면골이골증,Craniofacial dysostosis,,희귀,V151
Q75.1,크루존병,Crouzon’s disease,,희귀,V151
Q75.4,트레처-콜린스 증후군,Treacher Collins syndrome,,희귀,V182
Q75.4,프란체스쉐티 증후군,Franceschetti syndrome,,희귀,V182
Q75.4,하악안면골이골증,Mandibulofacial dysostosis,,희귀,V182
Q76.1,클리펠-파일증후군,Klippel-Feil syndrome,,극희귀,V900
Q77.0,연골무발생증,Achondrogenesis,,희귀,V228
Q77.0,연골발생저하증,Hypochondrogenesis,,희귀,V228
Q77.1,치사성 단신,Thanatophoric short stature,,희귀,V228
Q77.2,질식성 흉부형성이상[쥐느],Asphyxiating thoracic dysplasia[Jeune],,희귀,V228
Q77.2,짧은늑골증후군,Short rib syndrome,,희귀,V228
Q77.3,X-연관 우성 연골형성이상,X-linked dominant chondrodysplasia,,희귀,V228
Q77.3,다발성 골단 형성이상,Multiple epiphyseal dysplasia,,극희귀,V900
Q77.3,어깨고관절 점상 연골형성이상(1형-3형),Rhizomelic chondrodysplasia punctata(type 1-3),,희귀,V228
Q77.3,점상 연골형성이상,Chondrodysplasia punctata,,희귀,V228
Q77.4,선천성 골경화증,Osteosclerosis congenita,,희귀,V228
Q77.4,연골무형성증,Achondroplasia,,희귀,V228
Q77.4,연골형성저하증,Hypochondroplasia,,희귀,V228
Q77.5,디스트로피성 형성이상,Dystrophic dysplasia,,희귀,V228
Q77.6,엘리스-반크레벨트증후군,Ellis-van Creveld syndrome,,희귀,V228
Q77.6,연골외배엽형성이상,Chondroectodermal dysplasia,,희귀,V228
Q77.7,만발성 척추골단형성이상,Spondyloepiphyseal dysplasia tarda,,희귀,V228
Q77.7,척추골단형성이상,Spondyloepiphyseal dysplasia,,희귀,V228
Q77.8,관상골 및 척추의 성장결손을 동반한 기타 골연골형성이상,Other osteochondrodysplasia with defects of growth of tubular bones and spine,,희귀,V228
Q77.8,레리-웨일 증후군,Leri-Weill syndrome,,극희귀,V900
Q77.8,말단왜소 형성이상,Acromicric dysplasia,,희귀,V228
Q77.9,관상골 및 척추의 성장결손을 동반한 상세불명의 골연골형성이상,"Osteochondrodysplasia with defects of growth of tubular bones and spine, unspecified",,희귀,V228
Q78.0,골취약증(Fragilitas ossium),Fragilitas ossium,,희귀,V183
Q78.0,골취약증(Osteopsathyrosis),Osteopsathyrosis,,희귀,V183
Q78.0,불완전골형성,Osteogenesis imperfecta,,희귀,V183
Q78.1,다골성 섬유성 형성이상,Polyostotic fibrous dysplasia,,희귀,V154
Q78.1,얼브라이트(-맥쿤)(-스턴버그)증후군,Albright(-McCune)(-Sternberg) syndrome,,희귀,V154
Q78.2,골화석증,Osteopetrosis,,희귀,V229
Q78.2,알베르스-쇤베르그증후군,Albers-Schönberg syndrome,,희귀,V229
Q78.3,카무라티-엥겔만증후군,Camurati-Engelmann syndrome,,희귀,V266
Q78.4,내연골종증,Enchondromatosis,,희귀,V230
Q78.4,마푸치증후군,Maffucci’s syndrome,,희귀,V230
Q78.4,올리에르병,Ollier’s disease,,희귀,V230
Q78.5,"골간단연골형성이상, 슈미드형","Metaphyseal chondrodysplasia, Schmid type",,극희귀,V900
Q78.5,필레증후군,Pyle’s syndrome,,희귀,V215
Q78.6,골간병적조직연결,Diaphyseal aclasis,,희귀,V242
Q78.6,다발선천외골증,Multiple congenital exostoses,,희귀,V242
Q78.6,유전성 다발외골증,Hereditary multiple exostoses,,희귀,V242
Q78.9,가성 연골무형성 형성이상,Pseudoachondroplastic dysplasia,,극희귀,V900
Q79.0,선천성 횡격막탈장,Congenital diaphragmatic hernia,,희귀,V155
Q79.1,횡격막 탈출,Eventration of diaphragm,,희귀,V155
Q79.1,횡격막결여,Absence of diaphragm,,희귀,V155
Q79.1,횡격막의 기타 선천기형,Other congenital malformations of diaphragm,,희귀,V155
Q79.1,횡격막의 선천기형 NOS,Congenital malformation of diaphragm NOS,,희귀,V155
Q79.2,배꼽내장탈장,Exomphalos,,희귀,V155
Q79.2,선천복벽탈장,Omphalocele,,희귀,V155
Q79.3,복벽파열증,Gastroschisis,,희귀,V155
Q79.4,말린자두배증후군,Prune belly syndrome,,희귀,V155
Q79.5,복벽의 기타 선천기형,Other congenital malformations of abdominal wall,,희귀,V155
Q79.6,엘러스-단로스증후군,Ehlers-Danlos syndrome,,희귀,V155
Q79.8,근골격계통의 기타 선천기형,Other congenital malformations of musculoskeletal system,,희귀,V155
Q79.8,근육의 결여,Absence of muscle,,희귀,V155
Q79.8,부근,Accessory muscle,,희귀,V155
Q79.8,선천성 근위축,Amyotrophia congenita,,희귀,V155
Q79.8,선천성 짧은힘줄,Congenital shortening of tendon,,희귀,V155
Q79.8,선천성 협착띠,Congenital constricting bands,,희귀,V155
Q79.8,폴란드증후군,Poland’s syndrome,,희귀,V155
Q79.8,힘줄의 결여,Absence of tendon,,희귀,V155
Q79.9,근골격계통의 상세불명의 선천기형,"Congenital malformation of musculoskeletal system, unspecified",,희귀,V155
Q79.9,근골격계통의 선천변형 NOS,Congenital deformity of musculoskeletal system NOS,,희귀,V155
Q79.9,근골격계통의 선천이상 NOS,Congenital anomaly of musculoskeletal system NOS,,희귀,V155
Q80.1,X-연관비늘증,X-linked ichthyosis,,희귀,V300
Q80.1,X-연관비늘증; 스테로이드설파타제결핍,X-linked ichthyosis; steroid sulfatase deficiency,,희귀,V300
Q80.2,층판비늘증,Lamellar ichthyosis,,극희귀,V900
Q80.3,선천성 수포성 비늘모양홍색피부증,Congenital bullous ichthyosiform erythroderma,,극희귀,V900
Q80.4,할리퀸태아,Harlequin fetus,,희귀,V300
Q81.0,단순 수포성 표피박리증,Epidermolysis bullosa simplex,,극희귀,V900
Q81.1,치사성 수포성 표피박리증,Epidermolysis bullosa letalis,,희귀,V184
Q81.1,헤를리츠증후군,Herlitz’ syndrome,,희귀,V184
Q81.2,디스트로피성 수포성 표피박리증,Epidermolysis bullosa dystrophica,,희귀,V184
Q82.0,유전성 림프부종,Hereditary lymphoedema,,극희귀,V900
Q82.3,색소실조증,Incontinentia Pigmenti,,극희귀,V900
Q82.4,(무한성) 외배엽형성이상,Ectodermal dysplasia (anhidrotic),,극희귀,V900
Q82.4,헤이-웰스증후군 (안검유착-외배엽 결손),Hay-Wells syndrome (Ankyloblepharon-ectodermal defects),,극희귀,V900
Q82.8,로트문드(-톰슨) 증후군,Rothmund(-Thomson) syndrome,,극희귀,V900
Q82.8,블륨 증후군,Bloom syndrome,,극희귀,V900
Q82.8,탄력섬유성 거짓황색종,Pseudoxanthoma elasticum,신규,희귀,V314
Q85.0,신경섬유종증(비악성),Neurofibromatosis (nonmalignant),,희귀,V156
Q85.0,"신경섬유종증(비악성) 1형, 2형","Neurofibromatosis(nonmalignant) type 1, type 2",,희귀,V156
Q85.0,폰렉클링하우젠병,Von Recklinghausen’s disease,,희귀,V156
Q85.1,결절성 경화증,Tuberous sclerosis,,희귀,V204
Q85.1,부르느뷰병,Bourneville’s disease,,희귀,V204
Q85.1,에필로이아,Epiloia,,희귀,V204
Q85.8,스터지-베버(-디미트리) 증후군,Sturge-Weber(-Dimitri) syndrome,,희귀,V216
Q85.8,포이츠-제거스 증후군,Peutz-Jeghers syndrome,,희귀,V216
Q85.8,폰 히펠-린다우 증후군,Von Hippel-Lindau syndrome,,희귀,V216
Q86.0,(이상형태성) 태아알코올증후군,Fetal alcohol syndrome (dysmorphic),,희귀,V157
Q87.0,가부키 증후군,Kabuki syndrome,,극희귀,V900
Q87.0,고린-샤우드리-모스 증후군,Gorlin-Chaudhry-Moss syndrome,,희귀,V185
Q87.0,골덴하 증후군,Goldenhar syndrome,,희귀,V185
Q87.0,단안증,Cyclopia,,희귀,V185
Q87.0,로빈 증후군,Robin syndrome,,희귀,V185
Q87.0,마르케사니-바일 증후군 [바일-마르케사니 증후군],Marchesani-weill syndrome [Weill-Marchesani syndrome],,극희귀,V900
Q87.0,뫼비우스 증후군,Moebius syndrome,,희귀,V185
Q87.0,안치지의 형성이상,Oculodentodigital dysplasia,신규,희귀,V185
Q87.0,야콥센 증후군(11장완 말단부 결손 증후군),Jacobsen syndrome(11q distal deletion syndrome),,극희귀,V900
Q87.0,입-얼굴-손발 증후군,Oro-facial-digital syndrome,,희귀,V185
Q87.0,잠복안구증후군,Cryptophthalmos syndrome,,희귀,V185
Q87.0,주로 얼굴형태에 영향을 주는 선천기형증후군,Congenital malformation syndromes predominantly affecting facial appearance,,희귀,V185
Q87.0,첨두다지유합증,Acrocephalopolysyndactyly,,희귀,V185
Q87.0,첨두유합지증,Acrocephalosyndactyly(Apert),,희귀,V185
Q87.0,카펜터 증후군,Carpenter´s syndrome,,희귀,V185
Q87.0,프레이저 증후군,Fraser´s syndrome,,극희귀,V900
Q87.0,휘파람부는 얼굴,Whistling face,,희귀,V185
Q87.1,굴지 형성이상,Campomelic dysplasia,,극희귀,V900
Q87.1,누난 증후군,Noonan syndrome,,희귀,V158
Q87.1,두보위츠 증후군,Dubowitz syndrome,,희귀,V158
Q87.1,드 랑즈 증후군,De Lange syndrome,,희귀,V158
Q87.1,러셀-실버 증후군,Russel-Silver syndrome,,희귀,V158
Q87.1,로비노-실버만-스미스 증후군,Robinow-Silverman-Smith syndrome,,희귀,V158
Q87.1,쉐그렌-라손 증후군,Sjogren-Larsson syndrome,,희귀,V158
Q87.1,스미스-렘리-오피츠 증후군,Smith-Lemli-Opitz syndrome,,희귀,V158
Q87.1,시클 증후군,Seckel syndrome,,희귀,V158
Q87.1,아르스코그 증후군,Aarskog syndrome,,희귀,V158
Q87.1,주로 단신과 관련된 선천기형증후군,Congenital malformation syndromes predominantly associated with short stature,,희귀,V158
Q87.1,코케인 증후군,Cockayne syndrome,,희귀,V158
Q87.1,프라더-윌리 증후군,Prader-Willi syndrome,,희귀,V158
Q87.2,루빈스타인-테이비 증후군,Rubinstein-Taybi syndrome,,희귀,V243
Q87.2,바테르 증후군,VATER syndrome,,희귀,V243
Q87.2,손발톱무릎뼈 증후군,Nail patella syndrome,,희귀,V243
Q87.2,클리펠-트레노우네이-베버 증후군,Klippel-Trénaunay-Weber syndrome,,희귀,V243
Q87.2,홀트-오람 증후군,Holt-Oram syndrome,,희귀,V243
Q87.3,베크위트-비데만 증후군,Beckwith-Wiedemann syndrome,,극희귀,V900
Q87.3,소토스 증후군,Sotos syndrome,,희귀,V244
Q87.3,위버 증후군,Weaver syndrome,,희귀,V244
Q87.4,마르팡증후군,Marfan’s syndrome,,희귀,V186
Q87.5,코핀-로우리 증후군,Coffin-Lowry syndrome,,극희귀,V900
Q87.8,ADNP 증후군(헬스무르텔-반데르아 증후군),ADNP syndrome(Helsmoortel-VanDerAa Syndrome),,극희귀,V900
Q87.8,로렌스-문(-바르데)-비들 증후군,Laurence-Moon(-Bardet)-Biedl syndrome,,희귀,V267
Q87.8,아가미-귀-신장 증후군,Branchiootorenal syndrome,,극희귀,V900
Q87.8,알스트롬 증후군,Alstrom syndrome,,극희귀,V900
Q87.8,알포트 증후군,Alport syndrome,,희귀,V267
Q87.8,젤웨거 증후군,Zellweger syndrome,,희귀,V267
Q87.8,촤지 증후군,CHARGE syndrome,,희귀,V267
Q87.8,펠란-맥더미드 증후군(22장완 13.3 결손 증후군),Phelan-McDermid syndrome(22q13.3 deletion syndrome),,극희귀,V900
Q90.0,"21삼염색체증, 감수분열비분리","Trisomy 21, meiotic nondisjunction",,희귀,V159
Q90.1,"21삼염색체증, 섞임증형(유사분열비분리)","Trisomy 21, mosaicism (mitotic nondisjunction)",,희귀,V159
Q90.2,"21삼염색체증, 전위","Trisomy 21, translocation",,희귀,V159
Q90.9,21삼염색체증 NOS,Trisomy 21 NOS,,희귀,V159
Q91.0,"18삼염색체증, 감수분열비분리","Trisomy 18, meiotic nondisjunction",,희귀,V160
Q91.1,"18삼염색체증, 섞임증형(유사분열비분리)","Trisomy 18, mosaicism (mitotic nondisjunction)",,희귀,V160
Q91.2,"18삼염색체증, 전위","Trisomy 18, translocation",,희귀,V160
Q91.4,"13삼염색체증, 감수분열비분리","Trisomy 13, meiotic nondisjunction",,희귀,V160
Q91.5,"13삼염색체증, 섞임증형(유사분열비분리)","Trisomy 13, mosaicism (mitotic nondisjunction)",,희귀,V160
Q91.6,"13삼염색체증, 전위","Trisomy 13, translocation",,희귀,V160
Q91.7,13삼염색체증후군,Trisomy 13 Syndrome,,희귀,V160
Q92.2,10단완삼염색체증,Trisomy 10p,,극희귀,V900
Q92.3,15장완11-13 미세중복 증후군,15q11q13 microduplication syndrome,,극희귀,V900
Q92.3,7장완11.23 미세중복 증후군,7q11.23 microduplication syndrome,,극희귀,V900
Q92.3,포토키-룹스키 증후군,Potocki-Lupski syndrome,,극희귀,V900
Q92.8,20번 염색체 단완의 삼염색체증,Trisomy 20p,,극희귀,V900
Q93.2,15장완 사염색체(증)(쌍중심절 15번 염색체 증후군),Tetrasomy 15q (isodicentric 15 chromosome syndrome),,극희귀,V900
Q93.3,4 단완 염색체 부분 결손,Partial deletion of the short arm of chromosome 4,,극희귀,V900
Q93.3,월프-허쉬호른증후군,Wolff-Hirschorn syndrome,,극희귀,V900
Q93.4,5번 염색체 단완의 결손,Deletion of short arm of chromosome 5,,희귀,V205
Q93.4,고양이울음증후군,Cri-du-chat syndrome,,희귀,V205
Q93.5,15 장완13.3 미세결손 증후군,15q13.3 microdeletion syndrome,,극희귀,V900
Q93.5,18 단완 염색체 결손,18 short arm chromosome Deletion,,극희귀,V900
Q93.5,18장완 말단부 결손 증후군,18q distal deletion syndrome,,극희귀,V900
Q93.5,18장완단일염색체증,18q monosomy,,극희귀,V900
Q93.5,1단완36 미세결손증후군,1p36 microdeletion syndrome,,극희귀,V900
Q93.5,2장완37 미세결손 증후군,2q37 microdeletion syndrome,,극희귀,V900
Q93.5,3 장완29 미세결손 증후군,3q29 microdeletion syndrome,,극희귀,V900
Q93.5,스미스-마제니스 증후군,Smith-Magenis syndrome,,희귀,V217
Q93.5,엔젤만증후군,Angelman syndrome,,희귀,V217
Q93.5,윌리엄스 증후군,William's Syndrome,,희귀,V217
Q93.5,캐취22증후군,CATCH22 syndrome,,희귀,V217
Q96.0,"핵형45, X","Karyotype 45, X",,희귀,V021
Q96.1,"핵형46, X동인자(Xq)","Karyotype 46, X iso(Xq)",,희귀,V021
Q96.2,"동인자(Xq)를 제외한 이상 성염색체를 가진 핵형46, X","Karyotype 46, X with abnormal sex chromosome, except iso(Xq)",,희귀,V021
Q96.3,"섞임증, 45, X/46, XX 또는 XY","Mosaicism, 45, X/46, XX or XY",,희귀,V021
Q96.4,"섞임증, 이상성염색체를 가진 45, X/기타 세포열","Mosaicism, 45, X/other cell line(s) with abnormal sex chromosome",,희귀,V021
Q98.0,"클라인펠터증후군, 핵형 47, XXY","Klinefelter’s syndrome karyotype 47, XXY",,희귀,V218
Q98.1,"클라인펠터증후군, 두 개 이상의 X염색체를 가진 남성","Klinefelter’s syndrome, male with more than two X chromosomes",,희귀,V218
Q98.2,"클라인펠터증후군, 핵형 46, XX를 가진 남성","Klinefelter’s syndrome, male with 46,XX karyotype",,희귀,V218
Q99.2,취약X증후군,Fragile X syndrome,,희귀,V245
Q99.8,팰리스터-킬리언 증후군,Pallister-Killian syndrome,,극희귀,V900
코드없음,가브리엘레 드 브리스 증후군,Gabriele-de Vries syndrome,신규,극희귀,V900
코드없음,가족성 칸디다증,Familial candidiasis,,극희귀,V900
코드없음,가족성 흉부 대동맥동맥류 및 박리,Familial thoracic aortic aneurysm and dissection,,극희귀,V900
코드없음,갈로웨이-모왓 증후군,Galloway Mowat syndrome,,극희귀,V900
코드없음,거대뇌증-모세혈관 기형-다발미세이랑 증후군,Megalencephaly-capillary malformation-polymicrogyria syndrome,,극희귀,V900
코드없음,거대방광-미세결장-장연동저하 증후군(MMIHS),Megacystis-microcolon-intestinal hypoperistalsis syndrome (MMIHS),,극희귀,V900
코드없음,고린증후군,Gorlin syndrome,,극희귀,V900
코드없음,고함-스타우트 병,Gorham-Stout disease (GSD),,극희귀,V900
코드없음,골드베르그-쉬프린첸 증후군,Goldberg-Shprintzen syndrome,,극희귀,V900
코드없음,골츠 증후군,Goltz syndrome,,극희귀,V900
코드없음,구축-발달지연-피에르 로빈 증후군(5장완23 미세결손 증후군),Contractures-developmental delay-Pierre Robin syndrome (5q23 microdeletion syndrome),,극희귀,V900
코드없음,귓바퀴-관절돌기 증후군 2,Auriculo-condylar syndrome 2,신규,극희귀,V900
코드없음,근긴장이상을 동반한 고망간혈증,Hypermanganesemia with dystonia,,극희귀,V900
코드없음,글라스증후군,Glass syndrome,,극희귀,V900
코드없음,난청-뇌병증-유사 리이를 동반한 3-메틸클루타코닉 산뇨 (MEGDEL) 증후군,3-methylglutaconic aciduria with deafness-encephalopathy-Leigh-like(MEGDEL) syndrome,,극희귀,V900
코드없음,노리에병,Norrie disease,,극희귀,V900
코드없음,뇌-폐-갑상선 증후군,Brain-lung-thyroid syndrome,,극희귀,V900
코드없음,니콜라이데스-바라이서 증후군,Nicolaides-baraitser syndrome,,극희귀,V900
코드없음,다논 병,Danon disease,,극희귀,V900
코드없음,다발선천이상-근긴장저하-발작 증후군,Multiple congenital anomalies-hypotonia-seizures syndrome,,극희귀,V900
코드없음,다중심성 골용해-결정증-관절병증 [MONA],Multicentric osteolysis- nodulosis-arthropathy [MONA],,극희귀,V900
코드없음,다케노우치-코사키 증후군,Takenouchi-Kosaki syndrome,신규,극희귀,V900
코드없음,"단신, 시신경 위축 및 펠거-휴엣 이상 증후군","Short stature, optic atrophy and Pelger-Huët anomaly syndrome",,극희귀,V900
코드없음,단일유전자성 홍반성루푸스,Monogenic lupus erythematosus,,극희귀,V900
코드없음,대결절성 부신증식증,Macronodular adrenal hyperplasia,,극희귀,V900
코드없음,대뇌 크레아틴 결핍 증후군,Cerebral creatine deficiency syndrome,,극희귀,V900
코드없음,대뇌-안구-치아-귀-골격 이상 증후군 [CODAS 증후군],Cerebral-ocular-dental-auricular-skeletal anomaly syndrome [CODAS syndrome],,극희귀,V900
코드없음,데니스-드래쉬 증후군,Denys-Drash syndrome,,극희귀,V900
코드없음,동형접합 가족성 고콜레스테롤혈증,Familial hypercholesterolemia homozygote,,극희귀,V900
코드없음,두개골간단형성부전증,Craniometaphyseal dysplasia,,극희귀,V900
코드없음,드라벳 증후군,Dravet syndrome,,극희귀,V900
코드없음,드뷔쿠아 형성이상,Desbuquois dysplasia,,극희귀,V900
코드없음,라만 증후군[태튼-브라운-라만 증후군],Rahman syndrome [Tatton-Brown-Rahman syndrome],,극희귀,V900
코드없음,랑거 기드온 증후군,Langer-Giedion syndrome,,극희귀,V900
코드없음,램 셰이퍼 증후군,Lamb-Shaffer Syndrome,신규,극희귀,V900
코드없음,레베르 유전성 시신경병증,Leber hereditary optic neuropathy ,,극희귀,V900
코드없음,레지우스 증후군,Legius syndrome,,극희귀,V900
코드없음,로이-디에츠 증후군,Loeys-Dietz syndrome,,극희귀,V900
코드없음,로하드 증후군,ROHHAD syndrorme,,극희귀,V900
코드없음,루스칸-루미쉬 증후군,Luscan-lumish syndrome,,극희귀,V900
코드없음,마이어 로키탄스키 쿠스터 하우저 증후군,Mayer-Rokitansky-Kuster Hauser (MRKH) syndrome,,극희귀,V900
코드없음,마이어 증후군,Myhre syndrome,,극희귀,V900
코드없음,말단이골증,Acrodysostosis,,극희귀,V900
코드없음,말란 증후군,Malan syndrome,신규,극희귀,V900
코드없음,"망막 디스트로피, 시신경 부종, 비장비대, 무한증, 두통 증후군 [ROSAH 증후군]","Retinal dystrophy, Optic nerve edema, Splenomegaly, Anhidrosis, Headache syndrome [ROSAH syndrome]",신규,극희귀,V900
코드없음,메발론산 키나아제 결핍 [고면역글로불린D증후군],Mevalonate kinase deficiency [Hyperimmunoglobulin D syndrome],신규,극희귀,V900
코드없음,메이어-고린 증후군,Meier-Gorlin syndrome,,극희귀,V900
코드없음,"면역결핍, 발달지연, 저호모시스테인혈증","Immunodeficiency, developmental delay, and hypohomocysteinemia",신규,극희귀,V900
코드없음,면역글로블린 G4 관련 질환,Immunoglobulin G4-related disease,,극희귀,V900
코드없음,모낭성비늘증-탈모증-눈부심 증후군,Ichthyosis follicularis-alopecia-photophobia syndrome,,극희귀,V900
코드없음,모노아민 산화효소결핍 ,Monoamine oxidase deficiency,신규,극희귀,V900
코드없음,모왓-윌슨 증후군,Mowat-Wilson syndrome,,극희귀,V900
코드없음,모자이크성 다양한 이수성 증후군1,Mosaic variegated aneuploidy syndrome 1,,극희귀,V900
코드없음,"무루증, 이완불능증, 지적발달장애 증후군","Alacrima, achalasia, and impaired intellectual development syndrome",신규,극희귀,V900
코드없음,무한증을 동반한 선천성 통증 무감각증,Congenital insensitivity to pain with anhidrosis (CIPA),,극희귀,V900
코드없음,무홍채증-소뇌성운동실조-정신박약,Aniridia-cerebellar ataxia-mental deficiency,,극희귀,V900
코드없음,미만성 폐림프관종증,Diffuse pulmonary lymphangiomatosis,,극희귀,V900
코드없음,미세증후군 [와버그 미세증후군],Micro syndrome [Warburg micro syndrome],,극희귀,V900
코드없음,바라이서-윈터증후군,Baraitser-Winter syndrome,,극희귀,V900
코드없음,바이스-크루슈카 증후군,Weiss-Kruszka syndrome,,극희귀,V900
코드없음,"발달지연을 동반한 TRAF7 관련 심장, 안면, 말단 기형","TRAF7 related cardiac, facial, and digital anomalies with developmental delay",,극희귀,V900
