"시·군·구별","성별","자격별","연령별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"강릉시","여자","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","18384","18982","19371","19746","20846","21576","22530","23762","24967","26189",
"강릉시","여자","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","391","397","392","359","339","333","358","335","339","325",
"강릉시","여자","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","155","161","157","138","123","117","121","109","98","97",
"강릉시","여자","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","236","236","235","221","216","216","237","226","241","228",
"강릉시","여자","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","3862","3778","4161","4160","4003","4068","4050","4047","3822","3776",
"강릉시","여자","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","2238","2142","2391","2369","2200","2195","2127","2074","1937","1859",
"강릉시","여자","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1624","1636","1770","1791","1803","1873","1923","1973","1885","1917",
"동해시","계","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","94887","94385","93810","93216","92833","91275","90951","91138","90655","90318",
"동해시","계","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","81032","80088","79082","78276","77112","74920","73784","73028","71674","70296",
"동해시","계","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","13855","14297","14728","14940","15721","16355","17167","18110","18981","20022",
"동해시","계","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","91301","90889","90150","89691","89428","87930","87593","87774","87306","86993",
"동해시","계","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","78702","77835","76769","76033","74999","72869","71780","71066","69773","68490",
"동해시","계","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","12599","13054","13381","13658","14429","15061","15813","16708","17533","18503",
"동해시","계","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","335","309","283","251","227","227","243","230","209","202",
"동해시","계","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","184","159","140","117","99","98","103","102","84","75",
"동해시","계","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","151","150","143","134","128","129","140","128","125","127",
"동해시","계","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","3251","3187","3377","3274","3178","3118","3115","3134","3140","3123",
"동해시","계","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","2146","2094","2173","2126","2014","1953","1901","1860","1817","1731",
"동해시","계","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1105","1093","1204","1148","1164","1165","1214","1274","1323","1392",
"동해시","남자","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","47956","47757","47427","47129","47059","46207","46194","46432","46114","45903",
"동해시","남자","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","42172","41741","41198","40805","40334","39151","38776","38546","37807","37120",
"동해시","남자","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","5784","6016","6229","6324","6725","7056","7418","7886","8307","8783",
"동해시","남자","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","46363","46202","45802","45526","45494","44645","44634","44882","44562","44365",
"동해시","남자","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","40972","40587","40024","39634","39220","38059","37721","37531","36816","36173",
"동해시","남자","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","5391","5615","5778","5892","6274","6586","6913","7351","7746","8192",
"동해시","남자","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","159","146","119","106","88","87","89","83","74","72",
"동해시","남자","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","102","87","69","60","43","42","44","44","37","33",
"동해시","남자","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","57","59","50","46","45","45","45","39","37","39",
"동해시","남자","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1434","1409","1506","1497","1477","1475","1471","1467","1478","1466",
"동해시","남자","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1098","1067","1105","1111","1071","1050","1011","971","954","914",
"동해시","남자","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","336","342","401","386","406","425","460","496","524","552",
"동해시","여자","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","46931","46628","46383","46087","45774","45068","44757","44706","44541","44415",
"동해시","여자","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","38860","38347","37884","37471","36778","35769","35008","34482","33867","33176",
"동해시","여자","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","8071","8281","8499","8616","8996","9299","9749","10224","10674","11239",
"동해시","여자","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","44938","44687","44348","44165","43934","43285","42959","42892","42744","42628",
"동해시","여자","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","37730","37248","36745","36399","35779","34810","34059","33535","32957","32317",
"동해시","여자","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","7208","7439","7603","7766","8155","8475","8900","9357","9787","10311",
"동해시","여자","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","176","163","164","145","139","140","154","147","135","130",
"동해시","여자","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","82","72","71","57","56","56","59","58","47","42",
"동해시","여자","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","94","91","93","88","83","84","95","89","88","88",
"동해시","여자","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1817","1778","1871","1777","1701","1643","1644","1667","1662","1657",
"동해시","여자","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1048","1027","1068","1015","943","903","890","889","863","817",
"동해시","여자","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","769","751","803","762","758","740","754","778","799","840",
"태백시","계","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","48021","47516","46791","46313","45209","44152","43242","42143","40922","39769",
"태백시","계","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","40021","39189","38205","37495","36027","34671","33388","31865","30281","28763",
"태백시","계","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","8000","8327","8586","8818","9182","9481","9854","10278","10641","11006",
"태백시","계","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","46230","45723","44884","44542","43450","42369","41404","40170","39002","37950",
"태백시","계","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","38938","38096","37047","36424","34966","33585","32288","30702","29166","27752",
"태백시","계","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","7292","7627","7837","8118","8484","8784","9116","9468","9836","10198",
"태백시","계","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","152","147","150","124","112","110","111","113","111","94",
"태백시","계","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","65","62","66","53","46","43","42","43","43","37",
"태백시","계","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","87","85","84","71","66","67","69","70","68","57",
"태백시","계","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1639","1646","1757","1647","1647","1673","1727","1860","1809","1725",
"태백시","계","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1018","1031","1092","1018","1015","1043","1058","1120","1072","974",
"태백시","계","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","621","615","665","629","632","630","669","740","737","751",
"태백시","남자","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","24360","24070","23716","23476","22839","22238","21833","21328","20658","20033",
"태백시","남자","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","21007","20557","20090","19757","18955","18221","17641","16932","16090","15255",
"태백시","남자","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","3353","3513","3626","3719","3884","4017","4192","4396","4568","4778",
"태백시","남자","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","23578","23267","22851","22659","22022","21408","20979","20413","19754","19192",
"태백시","남자","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","20435","19970","19468","19154","18357","17608","17020","16278","15447","14683",
"태백시","남자","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","3143","3297","3383","3505","3665","3800","3959","4135","4307","4509",
"태백시","남자","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","60","58","59","44","34","33","34","36","36","27",
"태백시","남자","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","38","37","41","34","28","26","27","28","28","22",
"태백시","남자","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","22","21","18","10","6","7","7","8","8","5",
"태백시","남자","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","722","745","806","773","783","797","820","879","868","814",
"태백시","남자","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","534","550","581","569","570","587","594","626","615","550",
"태백시","남자","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","188","195","225","204","213","210","226","253","253","264",
"태백시","여자","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","23661","23446","23075","22837","22370","21914","21409","20815","20264","19736",
"태백시","여자","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","19014","18632","18115","17738","17072","16450","15747","14933","14191","13508",
"태백시","여자","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","4647","4814","4960","5099","5298","5464","5662","5882","6073","6228",
"태백시","여자","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","22652","22456","22033","21883","21428","20961","20425","19757","19248","18758",
"태백시","여자","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","18503","18126","17579","17270","16609","15977","15268","14424","13719","13069",
"태백시","여자","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","4149","4330","4454","4613","4819","4984","5157","5333","5529","5689",
"태백시","여자","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","92","89","91","80","78","77","77","77","75","67",
"태백시","여자","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","27","25","25","19","18","17","15","15","15","15",
"태백시","여자","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","65","64","66","61","60","60","62","62","60","52",
"태백시","여자","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","917","901","951","874","864","876","907","981","941","911",
"태백시","여자","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","484","481","511","449","445","456","464","494","457","424",
"태백시","여자","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","433","420","440","425","419","420","443","487","484","487",
"속초시","계","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","82986","82397","82026","81925","82713","82116","82564","83568","84005","84350",
"속초시","계","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","71176","70225","69631","69275","69344","68258","67832","67796","67302","66681",
"속초시","계","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","11810","12172","12395","12650","13369","13858","14732","15772","16703","17669",
"속초시","계","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","78546","78018","77499","77489","78450","78093","78710","79716","80288","80668",
"속초시","계","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","68302","67418","66779","66490","66734","65866","65601","65622","65285","64761",
"속초시","계","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","10244","10600","10720","10999","11716","12227","13109","14094","15003","15907",
"속초시","계","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","266","266","243","224","192","182","189","191","194","178",
"속초시","계","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","146","152","129","117","85","85","79","83","82","66",
"속초시","계","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","120","114","114","107","107","97","110","108","112","112",
"속초시","계","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","4174","4113","4284","4212","4071","3841","3665","3661","3523","3504",
"속초시","계","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","2728","2655","2723","2668","2525","2307","2152","2091","1935","1854",
"속초시","계","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1446","1458","1561","1544","1546","1534","1513","1570","1588","1650",
"속초시","남자","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","40784","40502","40342","40318","40766","40487","40912","41604","41805","41992",
"속초시","남자","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","36115","35606","35340","35246","35334","34813","34804","34938","34662","34330",
"속초시","남자","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","4669","4896","5002","5072","5432","5674","6108","6666","7143","7662",
"속초시","남자","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","38838","38551","38322","38354","38883","38711","39205","39881","40139","40335",
"속초시","남자","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","34641","34147","33868","33820","33999","33569","33651","33801","33620","33331",
"속초시","남자","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","4197","4404","4454","4534","4884","5142","5554","6080","6519","7004",
"속초시","남자","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","122","124","107","100","68","62","66","70","70","62",
"속초시","남자","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","79","80","63","57","28","28","26","31","30","22",
"속초시","남자","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","43","44","44","43","40","34","40","39","40","40",
"속초시","남자","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1824","1827","1913","1864","1815","1714","1641","1653","1596","1595",
"속초시","남자","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1395","1379","1409","1369","1307","1216","1127","1106","1012","977",
"속초시","남자","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","429","448","504","495","508","498","514","547","584","618",
"속초시","여자","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","42202","41895","41684","41607","41947","41629","41652","41964","42200","42358",
"속초시","여자","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","35061","34619","34291","34029","34010","33445","33028","32858","32640","32351",
"속초시","여자","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","7141","7276","7393","7578","7937","8184","8624","9106","9560","10007",
"속초시","여자","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","39708","39467","39177","39135","39567","39382","39505","39835","40149","40333",
"속초시","여자","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","33661","33271","32911","32670","32735","32297","31950","31821","31665","31430",
"속초시","여자","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","6047","6196","6266","6465","6832","7085","7555","8014","8484","8903",
"속초시","여자","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","144","142","136","124","124","120","123","121","124","116",
"속초시","여자","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","67","72","66","60","57","57","53","52","52","44",
"속초시","여자","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","77","70","70","64","67","63","70","69","72","72",
"속초시","여자","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","2350","2286","2371","2348","2256","2127","2024","2008","1927","1909",
"속초시","여자","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1333","1276","1314","1299","1218","1091","1025","985","923","877",
"속초시","여자","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1017","1010","1057","1049","1038","1036","999","1023","1004","1032",
"삼척시","계","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","72995","72184","70733","69481","68610","68349","67653","65536","64057","64297",
"삼척시","계","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","59302","58162","56409","55082","53669","53025","51692","49133","47153","46755",
"삼척시","계","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","13693","14022","14324","14399","14941","15324","15961","16403","16904","17542",
"삼척시","계","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","69178","68510","67173","66127","65397","65253","63744","62564","61243","61555",
"삼척시","계","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","56737","55720","54049","52888","51603","51059","49426","47366","45517","45213",
"삼척시","계","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","12441","12790","13124","13239","13794","14194","14318","15198","15726","16342",
"삼척시","계","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","285","274","241","230","189","180","1161","262","153","147",
"삼척시","계","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","119","115","89","92","53","52","523","98","33","30",
"삼척시","계","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","166","159","152","138","136","128","638","164","120","117",
"삼척시","계","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","3532","3400","3319","3124","3024","2916","2748","2710","2661","2595",
"삼척시","계","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","2446","2327","2271","2102","2013","1914","1743","1669","1603","1512",
"삼척시","계","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1086","1073","1048","1022","1011","1002","1005","1041","1058","1083",
"삼척시","남자","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","37503","36942","35983","35226","34738","34649","34314","33257","32398","32632",
"삼척시","남자","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","32099","31352","30243","29441","28645","28358","27632","26333","25224","25129",
"삼척시","남자","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","5404","5590","5740","5785","6093","6291","6682","6924","7174","7503",
"삼척시","남자","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","35802","35289","34373","33695","33260","33206","32457","31817","31050","31307",
"삼척시","남자","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","30735","30035","28966","28246","27520","27269","26369","25322","24294","24242",
"삼척시","남자","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","5067","5254","5407","5449","5740","5937","6088","6495","6756","7065",
"삼척시","남자","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","133","124","102","99","63","57","508","101","40","40",
"삼척시","남자","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","74","68","51","53","21","19","267","47","14","14",
"삼척시","남자","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","59","56","51","46","42","38","241","54","26","26",
"삼척시","남자","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1568","1529","1508","1432","1415","1386","1349","1339","1308","1285",
"삼척시","남자","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1290","1249","1226","1142","1104","1070","996","964","916","873",
"삼척시","남자","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","278","280","282","290","311","316","353","375","392","412",
"삼척시","여자","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","35492","35242","34750","34255","33872","33700","33339","32279","31659","31665",
"삼척시","여자","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","27203","26810","26166","25641","25024","24667","24060","22800","21929","21626",
"삼척시","여자","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","8289","8432","8584","8614","8848","9033","9279","9479","9730","10039",
"삼척시","여자","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","33376","33221","32800","32432","32137","32047","31287","30747","30193","30248",
"삼척시","여자","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","26002","25685","25083","24642","24083","23790","23057","22044","21223","20971",
"삼척시","여자","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","7374","7536","7717","7790","8054","8257","8230","8703","8970","9277",
"삼척시","여자","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","152","150","139","131","126","123","653","161","113","107",
"삼척시","여자","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","45","47","38","39","32","33","256","51","19","16",
"삼척시","여자","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","107","103","101","92","94","90","397","110","94","91",
"삼척시","여자","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1964","1871","1811","1692","1609","1530","1399","1371","1353","1310",
"삼척시","여자","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1156","1078","1045","960","909","844","747","705","687","639",
"삼척시","여자","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","808","793","766","732","700","686","652","666","666","671",
"홍천군","계","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","70647","70567","70572","70195","70544","70222","69700","69795","69180","68984",
"홍천군","계","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","56586","56262","55923","55340","54726","53894","52583","51713","50035","48715",
"홍천군","계","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","14061","14305","14649","14855","15818","16328","17117","18082","19145","20269",
"홍천군","계","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","68211","68365","68217","67992","68453","68156","67621","67676","67141","66950",
"홍천군","계","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","55110","54908","54505","54022","53509","52668","51379","50526","48909","47623",
"홍천군","계","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","13101","13457","13712","13970","14944","15488","16242","17150","18232","19327",
"홍천군","계","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","396","253","251","206","193","201","188","163","154","134",
"홍천군","계","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","194","107","112","91","80","85","82","70","63","56",
"홍천군","계","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","202","146","139","115","113","116","106","93","91","78",
"홍천군","계","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","2040","1949","2104","1997","1898","1865","1891","1956","1885","1900",
"홍천군","계","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1282","1247","1306","1227","1137","1141","1122","1117","1063","1036",
"홍천군","계","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","758","702","798","770","761","724","769","839","822","864",
"홍천군","남자","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","36186","36058","36048","35830","35976","35862","35747","36045","35618","35531",
"홍천군","남자","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","30195","29938","29728","29406","29019","28622","28060","27830","26821","26083",
"홍천군","남자","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","5991","6120","6320","6424","6957","7240","7687","8215","8797","9448",
"홍천군","남자","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","35028","34985","34906","34764","34946","34814","34691","34967","34562","34455",
"홍천군","남자","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","29379","29169","28925","28660","28315","27898","27344","27128","26150","25434",
"홍천군","남자","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","5649","5816","5981","6104","6631","6916","7347","7839","8412","9021",
"홍천군","남자","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","172","102","100","83","76","78","76","67","63","55",
"홍천군","남자","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","90","48","51","43","38","40","41","35","32","27",
"홍천군","남자","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","82","54","49","40","38","38","35","32","31","28",
"홍천군","남자","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","986","971","1042","983","954","970","980","1011","993","1021",
"홍천군","남자","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","726","721","752","703","666","684","675","667","639","622",
"홍천군","남자","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","260","250","290","280","288","286","305","344","354","399",
"홍천군","여자","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","34461","34509","34524","34365","34568","34360","33953","33750","33562","33453",
"홍천군","여자","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","26391","26324","26195","25934","25707","25272","24523","23883","23214","22632",
"홍천군","여자","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","8070","8185","8329","8431","8861","9088","9430","9867","10348","10821",
"홍천군","여자","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","33183","33380","33311","33228","33507","33342","32930","32709","32579","32495",
"홍천군","여자","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","25731","25739","25580","25362","25194","24770","24035","23398","22759","22189",
"홍천군","여자","건강보험","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","7452","7641","7731","7866","8313","8572","8895","9311","9820","10306",
"홍천군","여자","의료급여","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","224","151","151","123","117","123","112","96","91","79",
"홍천군","여자","의료급여","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","104","59","61","48","42","45","41","35","31","29",
"홍천군","여자","의료급여","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","120","92","90","75","75","78","71","61","60","50",
"홍천군","여자","기초","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","1054","978","1062","1014","944","895","911","945","892","879",
"홍천군","여자","기초","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","556","526","554","524","471","457","447","450","424","414",
"홍천군","여자","기초","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","498","452","508","490","473","438","464","495","468","465",
"횡성군","계","합계","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","45083","45569","46034","46350","46663","47125","47087","47061","47232","47446",
"횡성군","계","합계","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","34517","34810","35004","35080","34689","34722","34140","33409","32747","32178",
"횡성군","계","합계","65세이상","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","10566","10759","11030","11270","11974","12403","12947","13652","14485","15268",
"횡성군","계","건강보험","계","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","43251","43932","44324","44747","45180","45573","45532","45499","45744","46004",
"횡성군","계","건강보험","65세미만","시·군·구별 자격별 의료보장 적용인구 현황[명]","명","33469","33888","34048","34181","33880","33877","33293","32558","31948","31437",
