"시·군·구별","전문인력별","급여종류별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"청원군","간호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","10","","","","","","","","","",
"청원군","간호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","","","","","","","","","",
"청원군","간호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","8","","","","","","","","","",
"청원군","간호조무사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","43","","","","","","","","","",
"청원군","간호조무사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","6","","","","","","","","","",
"청원군","간호조무사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","39","","","","","","","","","",
"청원군","치과위생사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","","","","","","","","","",
"청원군","치과위생사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","","","","","","","","","",
"청원군","치과위생사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","","","","","","","","","",
"청원군","물리(작업)치료사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","8","","","","","","","","","",
"청원군","물리(작업)치료사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","","","","","","","","","",
"청원군","물리(작업)치료사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","8","","","","","","","","","",
"청원군","요양보호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","814","","","","","","","","","",
"청원군","요양보호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","505","","","","","","","","","",
"청원군","요양보호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","315","","","","","","","","","",
"청원군","영양사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","7","","","","","","","","","",
"청원군","영양사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","","","","","","","","","",
"청원군","영양사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","7","","","","","","","","","",
"보은군","사회복지사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","10","15","18","15","15","22","26","36","44","56",
"보은군","사회복지사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","3","5","7","6","10","16","28","35","47",
"보은군","사회복지사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","7","12","13","8","9","12","11","8","9","9",
"보은군","의사(계약의사포함)","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","1","1","2","2","3","3","3","3","3","3",
"보은군","의사(계약의사포함)","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"보은군","의사(계약의사포함)","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","1","1","2","2","3","3","3","3","3","3",
"보은군","간호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","1","1","1","1","0","-","-","-","-","0",
"보은군","간호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"보은군","간호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","1","1","1","1","0","-","-","-","-","0",
"보은군","간호조무사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","12","11","13","13","13","12","15","14","14","16",
"보은군","간호조무사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","2","2","2","2","2","2","3","2","2","4",
"보은군","간호조무사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","12","11","13","12","12","11","12","12","12","12",
"보은군","치과위생사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"보은군","치과위생사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"보은군","치과위생사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"보은군","물리(작업)치료사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","3","3","4","4","3","3","3","3","3",
"보은군","물리(작업)치료사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"보은군","물리(작업)치료사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","3","3","4","4","3","3","3","3","3",
"보은군","요양보호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","233","253","265","286","314","378","456","558","752","946",
"보은군","요양보호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","124","139","155","187","215","284","365","466","666","860",
"보은군","요양보호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","110","114","114","104","103","100","100","102","96","94",
"보은군","영양사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","3","3","3","3","3","3","3","3","3",
"보은군","영양사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"보은군","영양사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","3","3","3","3","3","3","3","3","3",
"옥천군","사회복지사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","11","19","20","24","42","40","45","53","64","69",
"옥천군","사회복지사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","7","9","14","29","28","29","38","48","54",
"옥천군","사회복지사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","8","12","11","10","13","12","16","15","16","15",
"옥천군","의사(계약의사포함)","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","4","4","5","4","7","7","6","6","5","5",
"옥천군","의사(계약의사포함)","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"옥천군","의사(계약의사포함)","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","4","4","5","4","7","7","6","6","5","5",
"옥천군","간호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","4","6","4","4","5","6","5","5","8","7",
"옥천군","간호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","4","3","3","4","4","4","4","6","5",
"옥천군","간호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","1","2","2","1","1","2","2","2","3","3",
"옥천군","간호조무사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","26","26","22","23","22","21","20","22","25","28",
"옥천군","간호조무사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","1","2","3","4","5","5","4","4","5","8",
"옥천군","간호조무사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","25","24","21","21","20","18","18","20","22","22",
"옥천군","치과위생사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"옥천군","치과위생사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"옥천군","치과위생사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"옥천군","물리(작업)치료사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","2","2","2","2","2","3","3","3","3",
"옥천군","물리(작업)치료사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","1","0","0","-","-","-","-","0",
"옥천군","물리(작업)치료사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","2","2","2","2","2","3","3","3","3",
"옥천군","요양보호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","367","412","483","566","696","817","875","1012","1131","1337",
"옥천군","요양보호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","230","267","333","427","562","684","736","868","982","1192",
"옥천군","요양보호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","141","152","157","145","142","147","152","162","161","161",
"옥천군","영양사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","1","3","2","1","1","1","1","1","1","1",
"옥천군","영양사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"옥천군","영양사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","1","3","2","1","1","1","1","1","1","1",
"영동군","사회복지사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","15","25","33","39","46","51","57","69","75","76",
"영동군","사회복지사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","6","16","19","22","29","34","37","46","51","50",
"영동군","사회복지사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","9","9","14","17","17","17","20","23","24","26",
"영동군","의사(계약의사포함)","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","2","2","1","5","11","9","11","12","9","8",
"영동군","의사(계약의사포함)","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","1","-","-","-","-","0",
"영동군","의사(계약의사포함)","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","2","2","1","5","11","9","11","12","9","8",
"영동군","간호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","5","6","5","6","7","6","5","3","4",
"영동군","간호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","1","2","1","2","2","2","2","1","2",
"영동군","간호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","4","4","5","4","5","4","3","2","2",
"영동군","간호조무사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","18","20","20","19","24","23","28","27","28","29",
"영동군","간호조무사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","4","6","4","6","5","4","6","4","5",
"영동군","간호조무사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","16","17","17","17","22","21","26","24","25","24",
"영동군","치과위생사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"영동군","치과위생사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"영동군","치과위생사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"영동군","물리(작업)치료사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","2","3","2","3","3","3","3","3","3","2",
"영동군","물리(작업)치료사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","1","-","-","-","-","0",
"영동군","물리(작업)치료사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","2","3","2","3","3","3","3","3","3","2",
"영동군","요양보호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","425","450","505","538","577","634","709","757","837","861",
"영동군","요양보호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","323","338","386","401","433","476","542","584","668","701",
"영동군","요양보호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","117","124","136","149","159","172","187","187","186","178",
"영동군","영양사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","1","1","1","1","2","2","2","-","-","0",
"영동군","영양사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"영동군","영양사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","1","1","1","1","2","2","2","-","-","0",
"증평군","사회복지사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","5","7","7","19","21","28","36","38","43",
"증평군","사회복지사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","1","2","4","4","10","13","18","24","26","31",
"증평군","사회복지사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","3","3","4","9","8","10","12","12","12",
"증평군","의사(계약의사포함)","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","1","1","1","2","4","4","6","6","6","5",
"증평군","의사(계약의사포함)","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"증평군","의사(계약의사포함)","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","1","1","1","2","4","4","6","6","6","5",
"증평군","간호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","4","5","5","6","7","7","8","8","9","8",
"증평군","간호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","1","2","2","3","4","4","5","5","6","5",
"증평군","간호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","3","3","3","3","3","3","3","3","3",
"증평군","간호조무사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","10","9","11","10","11","11","13","12","13","12",
"증평군","간호조무사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","1","1","3","4","3","5","5","5","5",
"증평군","간호조무사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","9","9","11","9","9","9","9","8","8","7",
"증평군","치과위생사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"증평군","치과위생사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"증평군","치과위생사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"증평군","물리(작업)치료사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","1","1","1","1","1","1","1","1","2","2",
"증평군","물리(작업)치료사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"증평군","물리(작업)치료사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","1","1","1","1","1","1","1","1","2","2",
"증평군","요양보호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","157","179","199","218","257","261","309","322","381","422",
"증평군","요양보호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","80","95","104","119","156","157","207","220","276","316",
"증평군","요양보호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","82","86","97","100","101","104","103","102","105","106",
"증평군","영양사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","1","1","1","1","1","1","1","1","1","1",
"증평군","영양사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"증평군","영양사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","1","1","1","1","1","1","1","1","1","1",
"진천군","사회복지사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","10","18","22","30","30","44","50","57","66","79",
"진천군","사회복지사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","10","9","14","16","26","32","35","43","53",
"진천군","사회복지사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","7","8","13","16","14","18","18","22","23","26",
"진천군","의사(계약의사포함)","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","6","5","5","7","5","4","6","7","9","9",
"진천군","의사(계약의사포함)","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"진천군","의사(계약의사포함)","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","6","5","5","7","5","4","6","7","9","9",
"진천군","간호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","2","3","4","7","8","6","6","6","6","7",
"진천군","간호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","2","2","2","4","3","3","2","2","2","2",
"진천군","간호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","1","2","4","5","4","4","4","4","5",
"진천군","간호조무사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","16","20","22","25","25","26","34","30","36","38",
"진천군","간호조무사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","4","6","8","8","11","17","15","19","19",
"진천군","간호조무사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","13","16","17","18","17","15","17","15","17","19",
"진천군","치과위생사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"진천군","치과위생사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"진천군","치과위생사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"진천군","물리(작업)치료사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","2","3","4","3","3","4","3","4","3","5",
"진천군","물리(작업)치료사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","1","1","1","1","1","2","1","2","1","2",
"진천군","물리(작업)치료사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","1","2","3","2","2","2","2","2","2","3",
"진천군","요양보호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","227","240","272","305","324","362","396","481","584","618",
"진천군","요양보호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","159","140","154","176","191","223","251","331","429","446",
"진천군","요양보호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","74","105","121","134","136","141","146","150","156","174",
"진천군","영양사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","1","0","-","-","-","-","0",
"진천군","영양사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"진천군","영양사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","1","0","-","-","-","-","0",
"괴산군","사회복지사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","11","21","23","18","21","27","29","39","43","50",
"괴산군","사회복지사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","4","12","14","9","14","19","18","25","28","39",
"괴산군","사회복지사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","9","11","11","9","7","8","11","14","15","12",
"괴산군","의사(계약의사포함)","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","2","2","2","2","4","4","4","4","3","4",
"괴산군","의사(계약의사포함)","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"괴산군","의사(계약의사포함)","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","2","2","2","2","4","4","4","4","3","4",
"괴산군","간호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","1","0","2","3","2","2","1","3","2",
"괴산군","간호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","1","0","-","-","-","1","1",
"괴산군","간호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","1","0","1","3","2","2","1","3","2",
"괴산군","간호조무사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","20","22","22","16","17","16","16","17","17","16",
"괴산군","간호조무사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","2","3","2","3","4","5","4","6","6",
"괴산군","간호조무사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","18","21","20","16","16","14","14","15","13","12",
"괴산군","치과위생사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"괴산군","치과위생사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"괴산군","치과위생사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"괴산군","물리(작업)치료사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","3","2","3","2","2","2","2","2","1",
"괴산군","물리(작업)치료사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"괴산군","물리(작업)치료사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","3","2","3","2","2","2","2","2","1",
"괴산군","요양보호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","431","428","426","398","401","423","467","524","592","635",
"괴산군","요양보호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","307","293","296","286","292","318","362","421","494","536",
"괴산군","요양보호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","133","142","133","117","114","113","112","112","110","108",
"괴산군","영양사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","2","2","2","2","2","1","1","1","1",
"괴산군","영양사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"괴산군","영양사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","2","2","2","2","2","1","1","1","1",
"음성군","사회복지사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","33","36","39","35","40","47","58","73","75","76",
"음성군","사회복지사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","10","9","11","12","18","21","30","40","44","45",
"음성군","사회복지사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","23","27","28","23","22","26","28","33","31","31",
"음성군","의사(계약의사포함)","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","2","3","7","6","10","10","11","11","11","12",
"음성군","의사(계약의사포함)","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"음성군","의사(계약의사포함)","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","2","3","7","6","10","10","11","11","11","12",
"음성군","간호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","4","5","7","7","7","7","8","11","16","16",
"음성군","간호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","2","4","3","5","4","4","6","8","9",
"음성군","간호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","4","3","3","4","2","3","4","5","8","7",
"음성군","간호조무사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","40","45","48","45","40","43","43","47","48","50",
"음성군","간호조무사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","4","6","6","4","6","10","12","13","12",
"음성군","간호조무사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","39","43","44","41","38","40","37","38","38","40",
"음성군","치과위생사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"음성군","치과위생사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"음성군","치과위생사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"음성군","물리(작업)치료사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","8","8","8","8","7","8","10","9","9","10",
"음성군","물리(작업)치료사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","1","1","0","-","1","1","1","1",
"음성군","물리(작업)치료사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","8","8","8","8","7","8","9","8","8","9",
"음성군","요양보호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","608","653","726","753","826","882","1042","1035","1147","1208",
"음성군","요양보호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","355","386","432","474","543","602","763","755","866","914",
"음성군","요양보호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","276","290","322","300","303","314","304","300","301","316",
"음성군","영양사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","4","5","6","6","6","6","5","5","3",
"음성군","영양사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"음성군","영양사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","4","5","6","6","6","6","5","5","3",
"단양군","사회복지사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","8","14","19","14","15","16","19","21","22","24",
"단양군","사회복지사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","2","3","4","7","7","9","9","11","13",
"단양군","사회복지사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","8","12","16","10","8","9","10","12","11","11",
"단양군","의사(계약의사포함)","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","4","5","5","7","9","8","8","8","8",
"단양군","의사(계약의사포함)","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","1","1","1","1","1","1","1",
"단양군","의사(계약의사포함)","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","3","4","5","5","7","8","7","7","7","7",
"단양군","간호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","1","2","1","0","1","1","-","-","-","0",
"단양군","간호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"단양군","간호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","1","2","1","0","1","1","-","-","-","0",
"단양군","간호조무사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","12","12","15","11","11","11","13","14","14","11",
"단양군","간호조무사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","1","1","1","0","-","-","-","-","0",
"단양군","간호조무사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","12","12","15","11","11","11","13","14","14","11",
"단양군","치과위생사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"단양군","치과위생사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"단양군","치과위생사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"단양군","물리(작업)치료사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","2","2","1","1","1","1","1","1","1",
"단양군","물리(작업)치료사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","1","1","1","1","1","1","1","1","1",
"단양군","물리(작업)치료사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","2","2","1","1","1","1","1","1","1",
"단양군","요양보호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","250","268","290","268","269","303","317","338","361","387",
"단양군","요양보호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","184","191","203","196","194","227","241","257","279","317",
"단양군","요양보호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","70","80","92","79","79","80","80","81","82","72",
"단양군","영양사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","1","1","1","1","1","1","1","1","1","1",
"단양군","영양사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
"단양군","영양사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","1","1","1","1","1","1","1","1","1","1",
"충남","사회복지사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","375","554","720","760","960","1178","1367","1647","1809","1992",
"충남","사회복지사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","174","305","407","463","638","835","979","1211","1360","1483",
"충남","사회복지사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","205","257","320","298","323","348","393","443","455","521",
"충남","의사(계약의사포함)","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","91","104","108","124","140","140","143","147","156","151",
"충남","의사(계약의사포함)","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","9","11","9","7","8","6","7","7","6","5",
"충남","의사(계약의사포함)","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","86","99","103","123","139","139","141","146","155","151",
"충남","간호사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","76","85","91","96","98","122","137","140","157","152",
"충남","간호사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","28","30","38","43","41","70","72","83","101","93",
"충남","간호사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","49","56","57","56","58","54","67","61","56","60",
"충남","간호조무사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","440","452","492","488","550","617","672","772","823","879",
"충남","간호조무사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","90","102","128","128","170","211","249","311","330","363",
"충남","간호조무사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","376","385","414","406","432","461","479","524","558","584",
"충남","치과위생사","계","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","1","1",
"충남","치과위생사","재가","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","1","1",
"충남","치과위생사","시설","시·군·구별 장기요양기관 전문인력 현황[명]","명","0","0","0","0","0","-","-","-","-","0",
