"시·군·구별","연령별","등급별","성별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"세종","합계","계","여자","급여비용[천원]","천원","7557654","9333787","11648750","13362377","16322024","20687940","26878429","32251567","37890319","43643659",
"세종","합계","계","여자","공단부담금[천원]","천원","6647653","8182346","10130660","11601840","14181768","18092292","23767567","28535578","33769404","38969070",
"세종","합계","1등급","계","급여이용수급자[명]","명","162","165","164","181","197","193","176","152","206","275",
"세종","합계","1등급","계","급여제공기관[개]","개","119","121","124","140","151","160","157","168","199","254",
"세종","합계","1등급","계","급여제공일수[일]","일","32723","33206","32659","34339","39314","34669","31564","28044","36479","48198",
"세종","합계","1등급","계","급여비용[천원]","천원","1578083","1697618","1710172","1837358","2237070","2158280","2103172","1914040","2584121","3530036",
"세종","합계","1등급","계","공단부담금[천원]","천원","1382579","1498135","1497693","1600241","1937575","1867651","1847392","1672296","2274430","3138502",
"세종","합계","1등급","남자","급여이용수급자[명]","명","31","41","55","61","58","60","54","43","58","73",
"세종","합계","1등급","남자","급여제공기관[개]","개","40","42","55","62","61","67","62","58","74","90",
"세종","합계","1등급","남자","급여제공일수[일]","일","4416","5286","6337","7042","8500","8737","8466","5758","7662","11057",
"세종","합계","1등급","남자","급여비용[천원]","천원","198273","250338","291054","331156","435094","494596","486418","318244","455697","723053",
"세종","합계","1등급","남자","공단부담금[천원]","천원","166647","212443","251614","285808","375524","433574","432491","284066","399355","646462",
"세종","합계","1등급","여자","급여이용수급자[명]","명","131","124","109","120","139","133","122","109","148","202",
"세종","합계","1등급","여자","급여제공기관[개]","개","97","96","88","101","113","114","121","130","160","207",
"세종","합계","1등급","여자","급여제공일수[일]","일","28307","27920","26322","27297","30814","25932","23098","22286","28817","37141",
"세종","합계","1등급","여자","급여비용[천원]","천원","1379810","1447280","1419119","1506201","1801975","1663684","1616755","1595796","2128425","2806984",
"세종","합계","1등급","여자","공단부담금[천원]","천원","1215932","1285691","1246079","1314433","1562050","1434077","1414901","1388229","1875075","2492039",
"세종","합계","2등급","계","급여이용수급자[명]","명","292","266","305","345","365","418","472","428","483","555",
"세종","합계","2등급","계","급여제공기관[개]","개","183","198","234","253","301","314","363","362","370","450",
"세종","합계","2등급","계","급여제공일수[일]","일","52169","55272","64084","64330","70434","77904","94558","94235","93863","106677",
"세종","합계","2등급","계","급여비용[천원]","천원","2312684","2609513","3199463","3247637","3672394.46","4491888","5871015","6259941","6327963","7283183",
"세종","합계","2등급","계","공단부담금[천원]","천원","2017028","2256120","2742095","2789364","3161382.69","3882927","5145984","5445493","5541151","6415746",
"세종","합계","2등급","남자","급여이용수급자[명]","명","83","71","80","88","90","128","146","117","120","119",
"세종","합계","2등급","남자","급여제공기관[개]","개","79","71","82","85","102","121","143","133","134","155",
"세종","합계","2등급","남자","급여제공일수[일]","일","11970","11808","15085","14440","17150","17355","23544","21461","17774","18828",
"세종","합계","2등급","남자","급여비용[천원]","천원","504024","531528","704315","690941","843052.82","917694","1371843","1344379","1091966","1187073",
"세종","합계","2등급","남자","공단부담금[천원]","천원","434497","463463","606762","597562","721943.09","787792","1201229","1168229","951588","1032117",
"세종","합계","2등급","여자","급여이용수급자[명]","명","209","195","225","257","275","290","326","311","363","436",
"세종","합계","2등급","여자","급여제공기관[개]","개","140","160","192","212","246","254","280","280","302","378",
"세종","합계","2등급","여자","급여제공일수[일]","일","40199","43464","48999","49890","53284","60549","71014","72774","76089","87849",
"세종","합계","2등급","여자","급여비용[천원]","천원","1808660","2077985","2495148","2556696","2829341.64","3574194","4499172","4915563","5235997","6096110",
"세종","합계","2등급","여자","공단부담금[천원]","천원","1582531","1792656","2135333","2191802","2439439.6","3095135","3944755","4277264","4589564","5383629",
"세종","합계","3등급","계","급여이용수급자[명]","명","788","860","674","787","876","967","1020","1052","1209","1375",
"세종","합계","3등급","계","급여제공기관[개]","개","446","466","444","515","600","604","634","656","686","808",
"세종","합계","3등급","계","급여제공일수[일]","일","148497","150168","130160","144820","173735","187036","211813","231521","251793","286928",
"세종","합계","3등급","계","급여비용[천원]","천원","5601723","6000329","5488620","6264032","7830468.37","9513610","11641577","13168959","14721319","16898924",
"세종","합계","3등급","계","공단부담금[천원]","천원","4939449","5271046","4776665","5442681","6793883.35","8308183","10272797","11614373","13096847","15044274",
"세종","합계","3등급","남자","급여이용수급자[명]","명","199","216","149","180","218","261","280","313","328","373",
"세종","합계","3등급","남자","급여제공기관[개]","개","161","164","141","155","186","222","260","278","265","318",
"세종","합계","3등급","남자","급여제공일수[일]","일","34877","33311","25478","29700","39813","44599","53901","63050","64062","70844",
"세종","합계","3등급","남자","급여비용[천원]","천원","1232539","1256571","996807","1186867","1703291.62","2177960","2788447","3353558","3511163","3959070",
"세종","합계","3등급","남자","공단부담금[천원]","천원","1090260","1105514","866414","1028567","1477972.8","1897246","2452175","2953251","3127845","3541708",
"세종","합계","3등급","여자","급여이용수급자[명]","명","589","644","525","607","658","706","740","739","881","1002",
"세종","합계","3등급","여자","급여제공기관[개]","개","367","384","383","449","516","500","513","521","576","670",
"세종","합계","3등급","여자","급여제공일수[일]","일","113620","116857","104682","115120","133922","142437","157912","168471","187731","216084",
"세종","합계","3등급","여자","급여비용[천원]","천원","4369184","4743758","4491813","5077165","6127176.75","7335650","8853130","9815401","11210156","12939855",
"세종","합계","3등급","여자","공단부담금[천원]","천원","3849189","4165532","3910252","4414114","5315910.55","6410937","7820621","8661122","9969002","11502566",
"세종","합계","4등급","계","급여이용수급자[명]","명","","374","584","744","927","1130","1302","1555","1904","2162",
"세종","합계","4등급","계","급여제공기관[개]","개","","213","354","437","539","628","734","834","940","994",
"세종","합계","4등급","계","급여제공일수[일]","일","","32757","101622","129938","160215","200197","258944","324753","378002","433862",
"세종","합계","4등급","계","급여비용[천원]","천원","","1340667","4185146","5405568","6929250","9708911","13625077","17751634","21146110","24373717",
"세종","합계","4등급","계","공단부담금[천원]","천원","","1183208","3668635","4715448","6060953","8544715","12106111","15829008","18934733","21875609",
"세종","합계","4등급","남자","급여이용수급자[명]","명","","94","157","205","270","327","378","445","525","628",
"세종","합계","4등급","남자","급여제공기관[개]","개","","75","137","157","205","254","272","325","349","400",
"세종","합계","4등급","남자","급여제공일수[일]","일","","7014","25103","34091","44750","59551","73744","94281","104432","120637",
"세종","합계","4등급","남자","급여비용[천원]","천원","","287719","1028604","1380914","1842854","2798914","3700866","4883409","5584871","6421831",
"세종","합계","4등급","남자","공단부담금[천원]","천원","","255190","905251","1208236","1615461","2466980","3307450","4382175","5013729","5764481",
"세종","합계","4등급","여자","급여이용수급자[명]","명","","280","427","539","657","803","924","1110","1379","1534",
"세종","합계","4등급","여자","급여제공기관[개]","개","","178","290","354","429","488","588","681","786","820",
"세종","합계","4등급","여자","급여제공일수[일]","일","","25743","76519","95847","115465","140646","185200","230472","273570","313225",
"세종","합계","4등급","여자","급여비용[천원]","천원","","1052948","3156542","4024655","5086396","6909996","9924211","12868225","15561239","17951886",
"세종","합계","4등급","여자","공단부담금[천원]","천원","","928018","2763385","3507213","4445492","6077734","8798661","11446832","13921004","16111128",
"세종","합계","5등급","계","급여이용수급자[명]","명","","12","28","48","117","205","323","449","535","625",
"세종","합계","5등급","계","급여제공기관[개]","개","","8","24","48","89","136","219","260","271","302",
"세종","합계","5등급","계","급여제공일수[일]","일","","450","3065","5622","12863","27781","45261","72704","89412","96269",
"세종","합계","5등급","계","급여비용[천원]","천원","","21704","141789","243951","597863","1479964","2478222","3995816","5065386","5397569",
"세종","합계","5등급","계","공단부담금[천원]","천원","","19132","123334","214912","526815","1315878","2227622","3600203","4591785","4858794",
"세종","합계","5등급","남자","급여이용수급자[명]","명","","5","10","11","24","51","84","122","161","199",
"세종","합계","5등급","남자","급여제공기관[개]","개","","5","9","12","26","48","76","82","114","136",
"세종","합계","5등급","남자","급여제공일수[일]","일","","223","1149","1048","2479","5682","10905","19428","26160","30345",
"세종","합계","5등급","남자","급여비용[천원]","천원","","9889","55660","46290","120728","312923","561122","1043274","1443871","1651699",
"세종","합계","5등급","남자","공단부담금[천원]","천원","","8684","47722","40635","107940","274677","499108","930226","1296472","1470550",
"세종","합계","5등급","여자","급여이용수급자[명]","명","","7","18","37","93","154","239","327","374","426",
"세종","합계","5등급","여자","급여제공기관[개]","개","","6","19","39","74","114","182","223","219","237",
"세종","합계","5등급","여자","급여제공일수[일]","일","","227","1916","4574","10384","22099","34356","53276","63252","65924",
"세종","합계","5등급","여자","급여비용[천원]","천원","","11816","86129","197661","477134","1167040","1917100","2952542","3621515","3745869",
"세종","합계","5등급","여자","공단부담금[천원]","천원","","10448","75612","174277","418875","1041201","1728514","2669978","3295313","3388244",
"세종","합계","인지지원등급","계","급여이용수급자[명]","명","","","","","","28","40","68","64","48",
"세종","합계","인지지원등급","계","급여제공기관[개]","개","","","","","","15","31","35","36","35",
"세종","합계","인지지원등급","계","급여제공일수[일]","일","","","","","","975","1976","3058","3235","2648",
"세종","합계","인지지원등급","계","급여비용[천원]","천원","","","","","","51723","107576","158077","187291","152428",
"세종","합계","인지지원등급","계","공단부담금[천원]","천원","","","","","","45996","95409","140675","168201","135740",
"세종","합계","인지지원등급","남자","급여이용수급자[명]","명","","","","","","8","13","19","17","15",
"세종","합계","인지지원등급","남자","급여제공기관[개]","개","","","","","","7","12","16","12","12",
"세종","합계","인지지원등급","남자","급여제공일수[일]","일","","","","","","268","728","1086","992","927",
"세종","합계","인지지원등급","남자","급여비용[천원]","천원","","","","","","14348","39515","54036","54303","49473",
"세종","합계","인지지원등급","남자","공단부담금[천원]","천원","","","","","","12787","35294","48523","48755","44277",
"세종","합계","인지지원등급","여자","급여이용수급자[명]","명","","","","","","20","27","49","47","33",
"세종","합계","인지지원등급","여자","급여제공기관[개]","개","","","","","","13","26","29","33","27",
"세종","합계","인지지원등급","여자","급여제공일수[일]","일","","","","","","707","1248","1972","2243","1721",
"세종","합계","인지지원등급","여자","급여비용[천원]","천원","","","","","","37376","68061","104041","132988","102955",
"세종","합계","인지지원등급","여자","공단부담금[천원]","천원","","","","","","33208","60115","92153","119446","91464",
"세종","65세미만","계","계","급여이용수급자[명]","명","57","52","46","69","85","98","99","99","94","105",
"세종","65세미만","계","계","급여제공기관[개]","개","62","57","51","76","107","100","109","109","104","120",
"세종","65세미만","계","계","급여제공일수[일]","일","12701","11158","10990","15126","17520","17130","19389","19609","17107","22351",
"세종","65세미만","계","계","급여비용[천원]","천원","450866","426719","410746","578401","732958","804728","967931","1056608","978880","1339906",
"세종","65세미만","계","계","공단부담금[천원]","천원","400123","382642","364167","515764","647332","727627","882966","963193","910264","1249346",
"세종","65세미만","계","남자","급여이용수급자[명]","명","31","29","26","34","41","54","60","65","57","68",
"세종","65세미만","계","남자","급여제공기관[개]","개","34","29","34","40","54","65","73","85","77","90",
"세종","65세미만","계","남자","급여제공일수[일]","일","6597","5853","6228","8156","9110","8673","11443","13252","10456","14130",
"세종","65세미만","계","남자","급여비용[천원]","천원","209273","213740","224702","300955","354314","383372","549444","676810","573514","817210",
"세종","65세미만","계","남자","공단부담금[천원]","천원","189610","196258","201787","271658","315911","344436","503240","622003","538411","764664",
"세종","65세미만","계","여자","급여이용수급자[명]","명","26","23","20","35","44","44","39","34","37","37",
"세종","65세미만","계","여자","급여제공기관[개]","개","39","36","25","48","67","56","58","44","46","48",
"세종","65세미만","계","여자","급여제공일수[일]","일","6104","5305","4762","6970","8410","8457","7946","6357","6651","8221",
"세종","65세미만","계","여자","급여비용[천원]","천원","241593","212979","186044","277446","378645","421356","418487","379798","405366","522696",
"세종","65세미만","계","여자","공단부담금[천원]","천원","210513","186384","162380","244106","331421","383191","379725","341190","371853","484682",
"세종","65세미만","1등급","계","급여이용수급자[명]","명","15","12","10","14","15","12","7","5","11","12",
"세종","65세미만","1등급","계","급여제공기관[개]","개","25","21","18","25","24","23","11","14","14","17",
"세종","65세미만","1등급","계","급여제공일수[일]","일","2546","2240","1687","3029","3469","1871","809","651","921","2326",
"세종","65세미만","1등급","계","급여비용[천원]","천원","120161","108583","77662","137402","176759","102218","49710","44416","66407","181361",
"세종","65세미만","1등급","계","공단부담금[천원]","천원","104263","92446","64870","116625","153777","91793","44504","40225","58956","167628",
"세종","65세미만","1등급","남자","급여이용수급자[명]","명","4","5","4","8","7","7","6","5","10","8",
"세종","65세미만","1등급","남자","급여제공기관[개]","개","5","6","6","12","12","15","10","14","13","10",
"세종","65세미만","1등급","남자","급여제공일수[일]","일","332","486","424","1380","1518","1356","809","651","921","1694",
"세종","65세미만","1등급","남자","급여비용[천원]","천원","14841","21161","12163","63330","72820","67316","49617","44416","65966","135869",
"세종","65세미만","1등급","남자","공단부담금[천원]","천원","12653","17851","10185","53884","64428","61049","44419","40225","58581","126271",
"세종","65세미만","1등급","여자","급여이용수급자[명]","명","11","7","6","6","8","5","1","0","1","4",
"세종","65세미만","1등급","여자","급여제공기관[개]","개","21","18","13","15","13","8","1","0","1","7",
"세종","65세미만","1등급","여자","급여제공일수[일]","일","2214","1754","1263","1649","1951","515","-","0","0","632",
"세종","65세미만","1등급","여자","급여비용[천원]","천원","105320","87422","65499","74072","103939","34902","93","0","441","45492",
"세종","65세미만","1등급","여자","공단부담금[천원]","천원","91610","74594","54685","62742","89349","30744","85","0","375","41356",
"세종","65세미만","2등급","계","급여이용수급자[명]","명","11","9","8","11","11","18","12","9","8","9",
"세종","65세미만","2등급","계","급여제공기관[개]","개","13","8","9","13","17","31","19","15","15","18",
"세종","65세미만","2등급","계","급여제공일수[일]","일","1816","2076","2127","2905","2517","2711","3543","2769","2143","1831",
"세종","65세미만","2등급","계","급여비용[천원]","천원","86478","92208","92042","134209","106357.38","138459","195491","168179","134551","115450",
"세종","65세미만","2등급","계","공단부담금[천원]","천원","77660","87579","85688","121927","94867.13","124979","180197","153891","122361","105988",
"세종","65세미만","2등급","남자","급여이용수급자[명]","명","7","6","6","5","7","14","7","5","4","6",
"세종","65세미만","2등급","남자","급여제공기관[개]","개","7","5","7","5","9","25","13","10","10","13",
"세종","65세미만","2등급","남자","급여제공일수[일]","일","1280","1520","1612","1830","2076","2134","2139","1430","832","1138",
"세종","65세미만","2등급","남자","급여비용[천원]","천원","59779","65786","69160","75303","86645.87","110467","115566","89592","52355","65297",
"세종","65세미만","2등급","남자","공단부담금[천원]","천원","54570","64308","65475","70472","77961.76","99249","108399","85172","50780","60953",
"세종","65세미만","2등급","여자","급여이용수급자[명]","명","4","3","2","6","4","4","5","4","4","3",
"세종","65세미만","2등급","여자","급여제공기관[개]","개","7","3","2","8","8","6","6","5","5","5",
"세종","65세미만","2등급","여자","급여제공일수[일]","일","536","556","515","1075","441","577","1404","1339","1311","693",
"세종","65세미만","2등급","여자","급여비용[천원]","천원","26699","26421","22883","58906","19711.51","27993","79926","78588","82196","50153",
"세종","65세미만","2등급","여자","공단부담금[천원]","천원","23090","23271","20214","51454","16905.37","25730","71798","68719","71581","45036",
"세종","65세미만","3등급","계","급여이용수급자[명]","명","36","34","19","25","36","43","40","35","29","34",
"세종","65세미만","3등급","계","급여제공기관[개]","개","42","39","20","30","57","57","66","56","46","52",
"세종","65세미만","3등급","계","급여제공일수[일]","일","8339","5673","4347","4812","6571","6991","7010","6024","4851","5663",
"세종","65세미만","3등급","계","급여비용[천원]","천원","244227","189025","142659","161070","266762.78","320071","339435","313809","275982","335582",
"세종","65세미만","3등급","계","공단부담금[천원]","천원","218201","168651","126331","144282","232391.92","289196","304150","278706","254201","306109",
"세종","65세미만","3등급","남자","급여이용수급자[명]","명","22","20","9","10","16","20","24","24","19","21",
"세종","65세미만","3등급","남자","급여제공기관[개]","개","26","22","10","12","24","25","34","38","30","32",
"세종","65세미만","3등급","남자","급여제공일수[일]","일","4985","3040","2236","2492","2682","2109","3630","3987","3366","3473",
"세종","65세미만","3등급","남자","급여비용[천원]","천원","134653","102086","77797","87201","102945.47","83275","167393","188018","170871","198735",
"세종","65세미만","3등급","남자","공단부담금[천원]","천원","122388","91372","68964","78114","88531.64","72311","149080","167345","159481","186104",
"세종","65세미만","3등급","여자","급여이용수급자[명]","명","14","14","10","15","20","23","16","11","10","13",
"세종","65세미만","3등급","여자","급여제공기관[개]","개","22","23","13","19","35","37","39","22","19","24",
"세종","65세미만","3등급","여자","급여제공일수[일]","일","3354","2633","2111","2320","3889","4882","3380","2037","1485","2190",
"세종","65세미만","3등급","여자","급여비용[천원]","천원","109574","86939","64863","73869","163817.31","236796","172042","125790","105112","136847",
"세종","65세미만","3등급","여자","공단부담금[천원]","천원","95813","77279","57366","66168","143860.28","216885","155070","111361","94719","120005",
"세종","65세미만","4등급","계","급여이용수급자[명]","명","","13","15","23","31","32","38","44","42","51",
"세종","65세미만","4등급","계","급여제공기관[개]","개","","10","18","30","40","31","40","50","48","58",
"세종","65세미만","4등급","계","급여제공일수[일]","일","","1169","2771","4380","4908","5037","7209","9141","7072","10732",
"세종","65세미만","4등급","계","급여비용[천원]","천원","","36903","96178","145721","180312","214856","339171","476123","374789","602030",
"세종","65세미만","4등급","계","공단부담금[천원]","천원","","33967","85383","132929","163556","193645","314384","441806","352733","566608",
"세종","65세미만","4등급","남자","급여이용수급자[명]","명","","9","11","13","16","19","24","29","23","31",
"세종","65세미만","4등급","남자","급여제공기관[개]","개","","6","17","19","23","24","30","42","32","44",
"세종","65세미만","4등급","남자","급여제공일수[일]","일","","807","1956","2454","2834","3071","4516","6712","4113","6665",
"세종","65세미만","4등급","남자","급여비용[천원]","천원","","24707","65583","75122","91903","122196","199139","332972","216434","356353",
"세종","65세미만","4등급","남자","공단부담금[천원]","천원","","22727","57162","69187","84990","111723","185326","309605","204801","332028",
"세종","65세미만","4등급","여자","급여이용수급자[명]","명","","4","4","10","15","13","14","15","19","20",
"세종","65세미만","4등급","여자","급여제공기관[개]","개","","5","4","15","22","14","18","16","21","23",
"세종","65세미만","4등급","여자","급여제공일수[일]","일","","362","815","1926","2074","1966","2693","2429","2959","4067",
"세종","65세미만","4등급","여자","급여비용[천원]","천원","","12197","30595","70599","88409","92660","140032","143151","158355","245677",
"세종","65세미만","4등급","여자","공단부담금[천원]","천원","","11240","28221","63742","78566","81923","129058","132201","147932","234580",
"세종","65세미만","5등급","계","급여이용수급자[명]","명","","0","1","0","2","4","5","8","8","9",
"세종","65세미만","5등급","계","급여제공기관[개]","개","","0","2","0","2","5","8","8","16","14",
"세종","65세미만","5등급","계","급여제공일수[일]","일","","0","58","0","55","520","818","1013","1993","1775",
"세종","65세미만","5등급","계","급여비용[천원]","천원","","0","2204","0","2767","29012","44125","53577","118130","103374",
"세종","65세미만","5등급","계","공단부담금[천원]","천원","","0","1894","0","2740","27917","39730","48060","112993","100904",
"세종","65세미만","5등급","남자","급여이용수급자[명]","명","","0","0","0","0","1","2","2","5","6",
"세종","65세미만","5등급","남자","급여제공기관[개]","개","","0","0","0","0","1","4","3","12","10",
"세종","65세미만","5등급","남자","급여제공일수[일]","일","","0","0","0","0","3","349","461","1200","1160",
"세종","65세미만","5등급","남자","급여비용[천원]","천원","","0","0","0","0","119","17729","21307","66519","60956",
"세종","65세미만","5등급","남자","공단부담금[천원]","천원","","0","0","0","0","103","16016","19151","63397","59308",
"세종","65세미만","5등급","여자","급여이용수급자[명]","명","","0","1","0","2","3","3","6","3","3",
"세종","65세미만","5등급","여자","급여제공기관[개]","개","","0","2","0","2","4","4","7","5","4",
"세종","65세미만","5등급","여자","급여제공일수[일]","일","","0","58","0","55","517","469","552","793","615",
"세종","65세미만","5등급","여자","급여비용[천원]","천원","","0","2204","0","2767","28893","26395","32269","51611","42418",
"세종","65세미만","5등급","여자","공단부담금[천원]","천원","","0","1894","0","2740","27814","23714","28909","49596","41596",
"세종","65세미만","인지지원등급","계","급여이용수급자[명]","명","","","","","","1","-","1","2","1",
"세종","65세미만","인지지원등급","계","급여제공기관[개]","개","","","","","","1","-","1","2","2",
"세종","65세미만","인지지원등급","계","급여제공일수[일]","일","","","","","","-","-","11","127","24",
"세종","65세미만","인지지원등급","계","급여비용[천원]","천원","","","","","","112","-","505","9021","2109",
"세종","65세미만","인지지원등급","계","공단부담금[천원]","천원","","","","","","95","-","505","9021","2109",
"세종","65세미만","인지지원등급","남자","급여이용수급자[명]","명","","","","","","-","-","1","1","0",
"세종","65세미만","인지지원등급","남자","급여제공기관[개]","개","","","","","","-","-","1","1","0",
"세종","65세미만","인지지원등급","남자","급여제공일수[일]","일","","","","","","-","-","11","24","0",
"세종","65세미만","인지지원등급","남자","급여비용[천원]","천원","","","","","","-","-","505","1371","0",
"세종","65세미만","인지지원등급","남자","공단부담금[천원]","천원","","","","","","-","-","505","1371","0",
"세종","65세미만","인지지원등급","여자","급여이용수급자[명]","명","","","","","","1","-","0","1","1",
"세종","65세미만","인지지원등급","여자","급여제공기관[개]","개","","","","","","1","-","0","1","2",
"세종","65세미만","인지지원등급","여자","급여제공일수[일]","일","","","","","","-","-","0","103","24",
"세종","65세미만","인지지원등급","여자","급여비용[천원]","천원","","","","","","112","-","0","7650","2109",
"세종","65세미만","인지지원등급","여자","공단부담금[천원]","천원","","","","","","95","-","0","7650","2109",
"세종","65세이상","계","계","급여이용수급자[명]","명","1089","1229","1511","1756","2104","2494","2905","3320","3810","4360",
"세종","65세이상","계","계","급여제공기관[개]","개","550","615","779","893","1052","1153","1316","1467","1530","1705",
"세종","65세이상","계","계","급여제공일수[일]","일","220688","260695","320600","363923","439041","511432","624727","734706","835677","952231",
"세종","65세이상","계","계","급여비용[천원]","천원","9041624","11243112","14314444","16420145","20534087","26599648","34858708","42191859","49053311","56295951",
"세종","65세이상","계","계","공단부담금[천원]","천원","7938932","9844998","12444256","14246883","17833276","23237723","30812347","37338855","43696883","50219318",
"세종","65세이상","계","남자","급여이용수급자[명]","명","259","296","377","441","553","675","789","920","1035","1192",
"세종","65세이상","계","남자","급여제공기관[개]","개","195","212","270","292","359","439","497","546","554","643",
"세종","65세이상","계","남자","급여제공일수[일]","일","44666","51789","66924","78165","103582","127519","159845","191812","210626","238508",
"세종","65세이상","계","남자","급여비용[천원]","천원","1725563","2122304","2851738","3335214","4590708","6333064","8398767","10320090","11568357","13174988",
"세종","65세이상","계","남자","공단부담금[천원]","천원","1501792","1849036","2475977","2889149","3982929","5528621","7424506","9144467","10299332","11734931",
"세종","65세이상","계","여자","급여이용수급자[명]","명","830","933","1134","1315","1551","1819","2116","2400","2775","3168",
"세종","65세이상","계","여자","급여제공기관[개]","개","455","517","656","762","894","953","1096","1236","1310","1445",
"세종","65세이상","계","여자","급여제공일수[일]","일","176022","208906","253676","285758","335459","383913","464882","542894","625051","713723",
"세종","65세이상","계","여자","급여비용[천원]","천원","7316061","9120808","11462706","13084931","15943379","20266583","26459941","31871769","37484953","43120963",
"세종","65세이상","계","여자","공단부담금[천원]","천원","6437139","7995962","9968279","11357734","13850347","17709101","23387841","28194389","33397551","38484387",
"세종","65세이상","1등급","계","급여이용수급자[명]","명","147","153","154","167","182","181","169","147","195","263",
"세종","65세이상","1등급","계","급여제공기관[개]","개","109","112","115","128","137","150","151","161","193","245",
"세종","65세이상","1등급","계","급여제공일수[일]","일","30177","30966","30972","31310","35845","32798","30755","27393","35558","45872",
"세종","65세이상","1등급","계","급여비용[천원]","천원","1457922","1589035","1632510","1699956","2060310","2056062","2053462","1869624","2517714","3348676",
"세종","65세이상","1등급","계","공단부담금[천원]","천원","1278316","1405689","1432823","1483616","1783798","1775857","1802888","1632071","2215474","2970874",
"세종","65세이상","1등급","남자","급여이용수급자[명]","명","27","36","51","53","51","53","48","38","48","65",
"세종","65세이상","1등급","남자","급여제공기관[개]","개","36","40","51","55","54","58","56","50","67","82",
"세종","65세이상","1등급","남자","급여제공일수[일]","일","4084","4800","5913","5662","6982","7381","7657","5107","6741","9363",
"세종","65세이상","1등급","남자","급여비용[천원]","천원","183432","229177","278891","267827","362275","427281","436801","273828","389731","587184",
"세종","65세이상","1등급","남자","공단부담금[천원]","천원","153994","194592","241429","231924","311096","372525","388072","243842","340774","520191",
"세종","65세이상","1등급","여자","급여이용수급자[명]","명","120","117","103","114","131","128","121","109","147","198",
"세종","65세이상","1등급","여자","급여제공기관[개]","개","87","88","82","94","104","110","120","130","159","203",
"세종","65세이상","1등급","여자","급여제공일수[일]","일","26093","26166","25059","25648","28863","25417","23098","22286","28817","36509",
"세종","65세이상","1등급","여자","급여비용[천원]","천원","1274490","1359858","1353619","1432129","1698036","1628781","1616662","1595796","2127984","2761492",
"세종","65세이상","1등급","여자","공단부담금[천원]","천원","1124322","1211097","1191394","1251692","1472701","1403332","1414816","1388229","1874700","2450683",
"세종","65세이상","2등급","계","급여이용수급자[명]","명","281","257","297","334","354","400","460","419","475","546",
"세종","65세이상","2등급","계","급여제공기관[개]","개","179","193","230","249","294","303","359","357","366","440",
"세종","65세이상","2등급","계","급여제공일수[일]","일","50353","53196","61957","61425","67917","75193","91015","91466","91720","104846",
"세종","65세이상","2등급","계","급여비용[천원]","천원","2226206","2517305","3107420","3113428","3566037.08","4353428","5675524","6091762","6193412","7167733",
"세종","65세이상","2등급","계","공단부담금[천원]","천원","1939368","2168541","2656407","2667438","3066515.56","3757948","4965786","5291602","5418790","6309758",
"세종","65세이상","2등급","남자","급여이용수급자[명]","명","76","65","74","83","83","114","139","112","116","113",
"세종","65세이상","2등급","남자","급여제공기관[개]","개","77","68","78","82","97","110","135","130","128","147",
"세종","65세이상","2등급","남자","급여제공일수[일]","일","10690","10288","13473","12610","15074","15221","21405","20031","16942","17690",
"세종","65세이상","2등급","남자","급여비용[천원]","천원","444245","465742","635155","615639","756406.95","807227","1256278","1254787","1039612","1121776",
"세종","65세이상","2등급","남자","공단부담금[천원]","천원","379927","399156","541288","527090","643981.33","688542","1092830","1083057","900808","971165",
"세종","65세이상","2등급","여자","급여이용수급자[명]","명","205","192","223","251","271","286","321","307","359","433",
"세종","65세이상","2등급","여자","급여제공기관[개]","개","138","158","191","210","242","249","279","278","300","374",
"세종","65세이상","2등급","여자","급여제공일수[일]","일","39663","42908","48484","48815","52843","59972","69610","71435","74778","87156",
"세종","65세이상","2등급","여자","급여비용[천원]","천원","1781961","2051563","2472265","2497789","2809630.13","3546201","4419246","4836975","5153801","6045957",
"세종","65세이상","2등급","여자","공단부담금[천원]","천원","1559441","1769385","2115119","2140348","2422534.23","3069405","3872957","4208545","4517983","5338593",
"세종","65세이상","3등급","계","급여이용수급자[명]","명","752","826","655","762","840","924","980","1017","1180","1341",
"세종","65세이상","3등급","계","급여제공기관[개]","개","430","449","436","507","583","588","616","642","677","797",
"세종","65세이상","3등급","계","급여제공일수[일]","일","140158","144495","125813","140008","167164","180045","204803","225497","246942","281265",
"세종","65세이상","3등급","계","급여비용[천원]","천원","5357496","5811303","5345961","6102962","7563705.59","9193539","11302143","12855150","14445337","16563343",
"세종","65세이상","3등급","계","공단부담금[천원]","천원","4721248","5102395","4650335","5298399","6561491.43","8018987","9968647","11335667","12842646","14738165",
"세종","65세이상","3등급","남자","급여이용수급자[명]","명","177","196","140","170","202","241","256","289","309","352",
"세종","65세이상","3등급","남자","급여제공기관[개]","개","151","150","135","151","176","211","245","262","255","308",
"세종","65세이상","3등급","남자","급여제공일수[일]","일","29892","30271","23242","27208","37131","42490","50271","59063","60696","67371",
"세종","65세이상","3등급","남자","급여비용[천원]","천원","1097886","1154484","919010","1099666","1600346.15","2094685","2621054","3165540","3340293","3760335",
"세종","65세이상","3등급","남자","공단부담금[천원]","천원","967872","1014142","797449","950453","1389441.16","1824935","2303095","2785906","2968364","3355604",
"세종","65세이상","3등급","여자","급여이용수급자[명]","명","575","630","515","592","638","683","724","728","871","989",
"세종","65세이상","3등급","여자","급여제공기관[개]","개","358","375","378","445","505","490","502","518","574","664",
