"시도별","설립구분별","급여종류별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"경기도","지방자치단체","계","정원[명]","명","1775","1754","1666","1618","1610","1758","1687","1572","1498","1405",
"경기도","지방자치단체","재가","기관수[개]","개","42","39","34","33","30","31","27","20","16","12",
"경기도","지방자치단체","재가","정원[명]","명","697","681","602","557","519","587","511","396","307","235",
"경기도","지방자치단체","방문요양","기관수[개]","개","13","12","13","12","9","8","8","4","4","3",
"경기도","지방자치단체","방문목욕","기관수[개]","개","6","6","7","7","3","4","4","3","3","3",
"경기도","지방자치단체","방문간호","기관수[개]","개","1","1","1","0","0","1","1","1","1","1",
"경기도","지방자치단체","주야간보호","기관수[개]","개","36","35","28","27","26","27","23","18","15","11",
"경기도","지방자치단체","주야간보호","정원[명]","명","687","671","583","548","510","568","492","377","297","225",
"경기도","지방자치단체","단기보호","기관수[개]","개","1","1","2","1","1","2","2","2","1","1",
"경기도","지방자치단체","단기보호","정원[명]","명","10","10","19","9","9","19","19","19","10","10",
"경기도","지방자치단체","복지용구","기관수[개]","개","0","0","0","0","0","-","-","-","0","0",
"경기도","지방자치단체","통합재가서비스","기관수[개]","개","","","","","","","","","0","0",
"경기도","지방자치단체","시설","기관수[개]","개","11","11","11","10","10","10","10","10","10","10",
"경기도","지방자치단체","시설","정원[명]","명","1078","1073","1064","1061","1091","1171","1176","1176","1191","1170",
"경기도","지방자치단체","노인요양시설","기관수[개]","개","11","11","11","10","10","10","10","10","10","10",
"경기도","지방자치단체","노인요양시설","정원[명]","명","1078","1073","1064","1061","1091","1171","1176","1176","1191","1170",
"경기도","지방자치단체","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"경기도","지방자치단체","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"경기도","지방자치단체","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"경기도","지방자치단체","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"경기도","지방자치단체","노인요양공동생활가정","기관수[개]","개","0","0","0","0","0","-","-","-","0","0",
"경기도","지방자치단체","노인요양공동생활가정","정원[명]","명","0","0","0","0","0","-","-","-","0","0",
"경기도","지방자치단체","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"경기도","지방자치단체","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"경기도","법인","계","기관수[개]","개","618","627","643","648","661","661","695","702","724","718",
"경기도","법인","계","정원[명]","명","14570","15501","16276","17271","17653","17890","19463","20559","21562","21692",
"경기도","법인","재가","기관수[개]","개","378","383","394","409","423","433","466","467","493","492",
"경기도","법인","재가","정원[명]","명","2473","2776","3078","3464","3741","4090","5276","5894","6258","6552",
"경기도","법인","방문요양","기관수[개]","개","227","229","237","241","253","261","281","277","300","305",
"경기도","법인","방문목욕","기관수[개]","개","191","191","200","201","205","210","227","214","223","216",
"경기도","법인","방문간호","기관수[개]","개","26","22","17","15","17","18","26","26","28","32",
"경기도","법인","주야간보호","기관수[개]","개","121","134","143","150","153","153","173","182","184","182",
"경기도","법인","주야간보호","정원[명]","명","2349","2677","3007","3397","3720","4074","5246","5864","6228","6523",
"경기도","법인","단기보호","기관수[개]","개","10","10","7","8","4","3","6","6","6","5",
"경기도","법인","단기보호","정원[명]","명","124","99","71","67","21","16","30","30","30","29",
"경기도","법인","복지용구","기관수[개]","개","51","49","53","59","60","64","68","70","76","71",
"경기도","법인","통합재가서비스","기관수[개]","개","","","","","","","","","0","1",
"경기도","법인","시설","기관수[개]","개","240","244","249","239","238","228","229","235","231","226",
"경기도","법인","시설","정원[명]","명","12097","12725","13198","13807","13912","13800","14187","14665","15304","15140",
"경기도","법인","노인요양시설","기관수[개]","개","176","182","192","193","195","193","199","203","205","202",
"경기도","법인","노인요양시설","정원[명]","명","11528","12175","12698","13396","13527","13487","13919","14383","15073","14927",
"경기도","법인","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"경기도","법인","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"경기도","법인","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"경기도","법인","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"경기도","법인","노인요양공동생활가정","기관수[개]","개","64","62","57","46","43","35","30","32","26","24",
"경기도","법인","노인요양공동생활가정","정원[명]","명","569","550","500","411","385","313","268","282","231","213",
"경기도","법인","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"경기도","법인","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"경기도","개인","계","기관수[개]","개","2923","3145","3498","3857","4136","4398","5154","5322","5708","5990",
"경기도","개인","계","정원[명]","명","26340","31236","36436","42933","48781","55214","67397","76901","87021","97334",
"경기도","개인","재가","기관수[개]","개","1812","1945","2227","2512","2710","2937","3587","3648","3912","4096",
"경기도","개인","재가","정원[명]","명","2937","4023","6182","9242","11862","15053","22483","26338","29251","32227",
"경기도","개인","방문요양","기관수[개]","개","1429","1535","1751","1965","2112","2274","2802","2830","3057","3196",
"경기도","개인","방문목욕","기관수[개]","개","1263","1343","1510","1699","1813","1923","2285","2261","2418","2490",
"경기도","개인","방문간호","기관수[개]","개","112","109","111","119","128","132","147","141","155","171",
"경기도","개인","주야간보호","기관수[개]","개","110","170","250","352","428","522","704","793","848","895",
"경기도","개인","주야간보호","정원[명]","명","1820","3259","5410","8557","11284","14679","22193","26144","29070","32057",
"경기도","개인","단기보호","기관수[개]","개","94","77","74","66","60","39","31","22","21","21",
"경기도","개인","단기보호","정원[명]","명","1117","764","772","685","578","374","290","194","181","170",
"경기도","개인","복지용구","기관수[개]","개","276","273","298","317","325","338","360","353","352","355",
"경기도","개인","통합재가서비스","기관수[개]","개","","","","","","","","","1","5",
"경기도","개인","시설","기관수[개]","개","1111","1200","1271","1345","1426","1461","1567","1674","1796","1894",
"경기도","개인","시설","정원[명]","명","23403","27213","30254","33691","36919","40161","44914","50563","57770","65107",
"경기도","개인","노인요양시설","기관수[개]","개","506","597","669","756","832","894","978","1095","1229","1347",
"경기도","개인","노인요양시설","정원[명]","명","18132","22002","25074","28524","31727","35188","39724","45461","52770","60283",
"경기도","개인","노인전문요양시설","기관수[개]","개","1","","","","","","","","","",
"경기도","개인","노인전문요양시설","정원[명]","명","29","","","","","","","","","",
"경기도","개인","노인요양시설(구법)","기관수[개]","개","1","","","","","","","","","",
"경기도","개인","노인요양시설(구법)","정원[명]","명","25","","","","","","","","","",
"경기도","개인","노인요양공동생활가정","기관수[개]","개","603","603","602","589","594","567","589","579","567","547",
"경기도","개인","노인요양공동생활가정","정원[명]","명","5217","5211","5180","5167","5192","4973","5190","5102","5000","4824",
"경기도","개인","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"경기도","개인","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"경기도","기타","계","기관수[개]","개","17","18","15","14","16","15","14","14","13","13",
"경기도","기타","계","정원[명]","명","287","302","276","249","278","207","131","140","140","186",
"경기도","기타","재가","기관수[개]","개","13","14","11","9","10","9","8","9","8","7",
"경기도","기타","재가","정원[명]","명","134","146","102","66","66","38","-","35","35","35",
"경기도","기타","방문요양","기관수[개]","개","9","8","5","5","5","5","5","5","4","3",
"경기도","기타","방문목욕","기관수[개]","개","6","4","2","3","3","2","2","3","3","2",
"경기도","기타","방문간호","기관수[개]","개","1","1","1","1","1","-","1","1","1","1",
"경기도","기타","주야간보호","기관수[개]","개","6","7","5","3","3","1","-","1","1","1",
"경기도","기타","주야간보호","정원[명]","명","134","139","95","66","66","38","-","35","35","35",
"경기도","기타","단기보호","기관수[개]","개","0","1","1","0","0","-","-","-","0","0",
"경기도","기타","단기보호","정원[명]","명","0","7","7","0","0","-","-","-","0","0",
"경기도","기타","복지용구","기관수[개]","개","1","1","2","2","3","3","2","2","2","2",
"경기도","기타","통합재가서비스","기관수[개]","개","","","","","","","","","0","0",
"경기도","기타","시설","기관수[개]","개","4","4","4","5","6","6","6","5","5","6",
"경기도","기타","시설","정원[명]","명","153","156","174","183","212","169","131","105","105","151",
"경기도","기타","노인요양시설","기관수[개]","개","3","3","3","3","4","4","3","3","3","4",
"경기도","기타","노인요양시설","정원[명]","명","144","147","165","165","194","151","104","87","87","133",
"경기도","기타","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"경기도","기타","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"경기도","기타","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"경기도","기타","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"경기도","기타","노인요양공동생활가정","기관수[개]","개","1","1","1","2","2","2","3","2","2","2",
"경기도","기타","노인요양공동생활가정","정원[명]","명","9","9","9","18","18","18","27","18","18","18",
"경기도","기타","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"경기도","기타","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"강원특별자치도","계","계","기관수[개]","개","602","655","717","748","770","786","865","874","915","933",
"강원특별자치도","계","계","정원[명]","명","8491","9616","10310","11485","12184","12824","14157","15634","16172","16955",
"강원특별자치도","계","재가","기관수[개]","개","364","393","431","448","465","480","545","544","584","606",
"강원특별자치도","계","재가","정원[명]","명","1203","1565","1842","2154","2534","3056","3951","4545","4898","5268",
"강원특별자치도","계","방문요양","기관수[개]","개","286","298","329","341","352","357","407","413","444","461",
"강원특별자치도","계","방문목욕","기관수[개]","개","230","234","259","267","271","264","266","257","269","282",
"강원특별자치도","계","방문간호","기관수[개]","개","40","37","37","39","40","38","40","34","33","34",
"강원특별자치도","계","주야간보호","기관수[개]","개","58","74","82","93","106","118","139","148","157","160",
"강원특별자치도","계","주야간보호","정원[명]","명","1110","1486","1743","2106","2476","3004","3904","4496","4857","5240",
"강원특별자치도","계","단기보호","기관수[개]","개","7","7","8","9","8","9","7","7","6","4",
"강원특별자치도","계","단기보호","정원[명]","명","93","79","99","48","58","52","47","49","41","28",
"강원특별자치도","계","복지용구","기관수[개]","개","50","55","55","55","56","57","57","51","53","56",
"강원특별자치도","계","통합재가서비스","기관수[개]","개","","","","","","","","","1","2",
"강원특별자치도","계","시설","기관수[개]","개","238","262","286","300","305","306","320","330","331","327",
"강원특별자치도","계","시설","정원[명]","명","7288","8051","8468","9331","9650","9768","10206","11089","11274","11687",
"강원특별자치도","계","노인요양시설","기관수[개]","개","131","138","159","177","182","189","202","216","224","228",
"강원특별자치도","계","노인요양시설","정원[명]","명","6362","6970","7367","8252","8569","8735","9164","10073","10321","10806",
"강원특별자치도","계","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"강원특별자치도","계","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"강원특별자치도","계","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"강원특별자치도","계","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"강원특별자치도","계","노인요양공동생활가정","기관수[개]","개","107","124","127","123","123","117","118","114","107","99",
"강원특별자치도","계","노인요양공동생활가정","정원[명]","명","926","1081","1101","1079","1081","1033","1042","1016","953","881",
"강원특별자치도","계","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"강원특별자치도","계","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"강원특별자치도","지방자치단체","계","기관수[개]","개","10","10","9","10","10","10","10","10","11","10",
"강원특별자치도","지방자치단체","계","정원[명]","명","558","550","536","532","640","656","610","652","695","689",
"강원특별자치도","지방자치단체","재가","기관수[개]","개","2","2","1","2","1","1","1","1","1","0",
"강원특별자치도","지방자치단체","재가","정원[명]","명","23","23","9","9","9","9","9","9","9","0",
"강원특별자치도","지방자치단체","방문요양","기관수[개]","개","1","1","1","1","1","1","-","-","0","0",
"강원특별자치도","지방자치단체","방문목욕","기관수[개]","개","0","0","0","0","0","-","-","-","0","0",
"강원특별자치도","지방자치단체","방문간호","기관수[개]","개","0","0","0","0","0","-","-","-","0","0",
"강원특별자치도","지방자치단체","주야간보호","기관수[개]","개","2","2","1","1","1","1","1","1","1","0",
"강원특별자치도","지방자치단체","주야간보호","정원[명]","명","23","23","9","9","9","9","9","9","9","0",
"강원특별자치도","지방자치단체","단기보호","기관수[개]","개","0","0","0","0","0","-","-","-","0","0",
"강원특별자치도","지방자치단체","단기보호","정원[명]","명","0","0","0","0","0","-","-","-","0","0",
"강원특별자치도","지방자치단체","복지용구","기관수[개]","개","0","0","0","1","0","-","-","-","0","0",
"강원특별자치도","지방자치단체","통합재가서비스","기관수[개]","개","","","","","","","","","0","0",
"강원특별자치도","지방자치단체","시설","기관수[개]","개","8","8","8","8","9","9","9","9","10","10",
"강원특별자치도","지방자치단체","시설","정원[명]","명","535","527","527","523","631","647","601","643","686","689",
"강원특별자치도","지방자치단체","노인요양시설","기관수[개]","개","8","8","8","8","9","9","9","9","10","10",
"강원특별자치도","지방자치단체","노인요양시설","정원[명]","명","535","527","527","523","631","647","601","643","686","689",
"강원특별자치도","지방자치단체","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"강원특별자치도","지방자치단체","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"강원특별자치도","지방자치단체","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"강원특별자치도","지방자치단체","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"강원특별자치도","지방자치단체","노인요양공동생활가정","기관수[개]","개","0","0","0","0","0","-","-","-","0","0",
"강원특별자치도","지방자치단체","노인요양공동생활가정","정원[명]","명","0","0","0","0","0","-","-","-","0","0",
"강원특별자치도","지방자치단체","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"강원특별자치도","지방자치단체","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"강원특별자치도","법인","계","기관수[개]","개","164","174","178","180","177","181","180","181","179","176",
"강원특별자치도","법인","계","정원[명]","명","4920","5465","5458","5811","5973","6147","6260","6686","6518","6342",
"강원특별자치도","법인","재가","기관수[개]","개","86","90","96","97","97","98","95","94","94","92",
"강원특별자치도","법인","재가","정원[명]","명","768","874","936","995","1067","1204","1313","1309","1368","1350",
"강원특별자치도","법인","방문요양","기관수[개]","개","67","69","72","72","70","67","64","67","66","65",
"강원특별자치도","법인","방문목욕","기관수[개]","개","50","51","55","57","55","57","53","54","53","48",
"강원특별자치도","법인","방문간호","기관수[개]","개","7","7","7","7","7","8","8","6","5","5",
"강원특별자치도","법인","주야간보호","기관수[개]","개","36","38","42","45","48","51","51","49","49","48",
"강원특별자치도","법인","주야간보호","정원[명]","명","690","824","886","980","1052","1199","1298","1294","1353","1345",
"강원특별자치도","법인","단기보호","기관수[개]","개","4","2","2","3","3","2","2","2","2","1",
"강원특별자치도","법인","단기보호","정원[명]","명","78","50","50","15","15","5","15","15","15","5",
"강원특별자치도","법인","복지용구","기관수[개]","개","2","3","3","4","4","5","4","3","2","2",
"강원특별자치도","법인","통합재가서비스","기관수[개]","개","","","","","","","","","0","0",
"강원특별자치도","법인","시설","기관수[개]","개","78","84","82","83","80","83","85","87","85","84",
"강원특별자치도","법인","시설","정원[명]","명","4152","4591","4522","4816","4906","4943","4947","5377","5150","4992",
"강원특별자치도","법인","노인요양시설","기관수[개]","개","66","69","68","70","71","72","74","76","76","75",
"강원특별자치도","법인","노인요양시설","정원[명]","명","4052","4470","4409","4706","4829","4848","4849","5279","5070","4912",
"강원특별자치도","법인","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"강원특별자치도","법인","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"강원특별자치도","법인","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"강원특별자치도","법인","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"강원특별자치도","법인","노인요양공동생활가정","기관수[개]","개","12","15","14","13","9","11","11","11","9","9",
"강원특별자치도","법인","노인요양공동생활가정","정원[명]","명","100","121","113","110","77","95","98","98","80","80",
"강원특별자치도","법인","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"강원특별자치도","법인","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"강원특별자치도","개인","계","기관수[개]","개","422","466","524","552","578","591","671","680","722","745",
"강원특별자치도","개인","계","정원[명]","명","2960","3569","4252","5078","5546","5996","7278","8287","8950","9915",
"강원특별자치도","개인","재가","기관수[개]","개","270","296","329","344","362","377","445","446","486","512",
"강원특별자치도","개인","재가","정원[명]","명","359","636","872","1125","1433","1818","2620","3218","3512","3909",
"강원특별자치도","개인","방문요양","기관수[개]","개","213","224","253","265","278","286","340","344","376","395",
"강원특별자치도","개인","방문목욕","기관수[개]","개","174","179","201","207","213","205","212","203","216","234",
"강원특별자치도","개인","방문간호","기관수[개]","개","31","29","30","32","33","30","32","28","28","29",
"강원특별자치도","개인","주야간보호","기관수[개]","개","18","32","37","45","55","64","86","97","106","111",
"강원특별자치도","개인","주야간보호","정원[명]","명","344","607","823","1092","1390","1771","2588","3184","3486","3886",
"강원특별자치도","개인","단기보호","기관수[개]","개","3","5","6","6","5","7","5","5","4","3",
"강원특별자치도","개인","단기보호","정원[명]","명","15","29","49","33","43","47","32","34","26","23",
"강원특별자치도","개인","복지용구","기관수[개]","개","48","52","52","50","52","52","53","48","51","54",
"강원특별자치도","개인","통합재가서비스","기관수[개]","개","","","","","","","","","1","2",
"강원특별자치도","개인","시설","기관수[개]","개","152","170","195","208","216","214","226","234","236","233",
"강원특별자치도","개인","시설","정원[명]","명","2601","2933","3380","3953","4113","4178","4658","5069","5438","6006",
"강원특별자치도","개인","노인요양시설","기관수[개]","개","57","61","82","98","102","108","119","131","138","143",
"강원특별자치도","개인","노인요양시설","정원[명]","명","1775","1973","2392","2984","3109","3240","3714","4151","4565","5205",
"강원특별자치도","개인","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"강원특별자치도","개인","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"강원특별자치도","개인","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"강원특별자치도","개인","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"강원특별자치도","개인","노인요양공동생활가정","기관수[개]","개","95","109","113","110","114","106","107","103","98","90",
"강원특별자치도","개인","노인요양공동생활가정","정원[명]","명","826","960","988","969","1004","938","944","918","873","801",
"강원특별자치도","개인","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"강원특별자치도","개인","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"강원특별자치도","기타","계","기관수[개]","개","6","5","6","6","5","4","4","3","3","2",
"강원특별자치도","기타","계","정원[명]","명","53","32","64","64","25","25","9","9","9","9",
"강원특별자치도","기타","재가","기관수[개]","개","6","5","5","5","5","4","4","3","3","2",
"강원특별자치도","기타","재가","정원[명]","명","53","32","25","25","25","25","9","9","9","9",
"강원특별자치도","기타","방문요양","기관수[개]","개","5","4","3","3","3","3","3","2","2","1",
"강원특별자치도","기타","방문목욕","기관수[개]","개","6","4","3","3","3","2","1","-","0","0",
"강원특별자치도","기타","방문간호","기관수[개]","개","2","1","0","0","0","-","-","-","0","0",
"강원특별자치도","기타","주야간보호","기관수[개]","개","2","2","2","2","2","2","1","1","1","1",
"강원특별자치도","기타","주야간보호","정원[명]","명","53","32","25","25","25","25","9","9","9","9",
"강원특별자치도","기타","단기보호","기관수[개]","개","0","0","0","0","0","-","-","-","0","0",
"강원특별자치도","기타","단기보호","정원[명]","명","0","0","0","0","0","-","-","-","0","0",
"강원특별자치도","기타","복지용구","기관수[개]","개","0","0","0","0","0","-","-","-","0","0",
"강원특별자치도","기타","통합재가서비스","기관수[개]","개","","","","","","","","","0","0",
"강원특별자치도","기타","시설","기관수[개]","개","0","0","1","1","0","-","-","-","0","0",
"강원특별자치도","기타","시설","정원[명]","명","0","0","39","39","0","-","-","-","0","0",
"강원특별자치도","기타","노인요양시설","기관수[개]","개","0","0","1","1","0","-","-","-","0","0",
"강원특별자치도","기타","노인요양시설","정원[명]","명","0","0","39","39","0","-","-","-","0","0",
"강원특별자치도","기타","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"강원특별자치도","기타","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"강원특별자치도","기타","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"강원특별자치도","기타","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"강원특별자치도","기타","노인요양공동생활가정","기관수[개]","개","0","0","0","0","0","-","-","-","0","0",
"강원특별자치도","기타","노인요양공동생활가정","정원[명]","명","0","0","0","0","0","-","-","-","0","0",
"강원특별자치도","기타","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"강원특별자치도","기타","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"충청북도","계","계","기관수[개]","개","541","562","620","681","738","782","912","947","996","1051",
"충청북도","계","계","정원[명]","명","7319","7830","8760","9868","11613","12569","15055","16823","18117","19594",
"충청북도","계","재가","기관수[개]","개","298","313","361","409","456","499","617","643","681","726",
"충청북도","계","재가","정원[명]","명","819","953","1414","1945","3094","3663","5807","6804","7514","8378",
"충청북도","계","방문요양","기관수[개]","개","235","246","273","306","321","353","445","450","479","510",
"충청북도","계","방문목욕","기관수[개]","개","165","177","187","214","216","229","239","240","248","260",
"충청북도","계","방문간호","기관수[개]","개","13","16","16","16","17","18","21","17","17","17",
"충청북도","계","주야간보호","기관수[개]","개","48","58","79","98","132","146","201","223","233","244",
"충청북도","계","주야간보호","정원[명]","명","725","862","1336","1897","3075","3648","5800","6789","7499","8369",
"충청북도","계","단기보호","기관수[개]","개","9","8","8","5","3","3","2","4","4","2",
"충청북도","계","단기보호","정원[명]","명","94","91","78","48","19","15","7","15","15","9",
"충청북도","계","복지용구","기관수[개]","개","48","47","50","51","58","62","65","68","71","71",
"충청북도","계","통합재가서비스","기관수[개]","개","","","","","","","","","0","1",
"충청북도","계","시설","기관수[개]","개","243","249","259","272","282","283","295","304","315","325",
"충청북도","계","시설","정원[명]","명","6500","6877","7346","7923","8519","8906","9248","10019","10603","11216",
"충청북도","계","노인요양시설","기관수[개]","개","116","135","151","165","176","175","187","204","214","227",
"충청북도","계","노인요양시설","정원[명]","명","5387","5885","6400","6975","7578","7945","8285","9126","9704","10350",
"충청북도","계","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"충청북도","계","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"충청북도","계","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"충청북도","계","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"충청북도","계","노인요양공동생활가정","기관수[개]","개","127","114","108","107","106","108","108","100","101","98",
"충청북도","계","노인요양공동생활가정","정원[명]","명","1113","992","946","948","941","961","963","893","899","866",
"충청북도","계","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"충청북도","계","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"충청북도","지방자치단체","계","기관수[개]","개","9","8","8","8","8","8","10","9","9","10",
"충청북도","지방자치단체","계","정원[명]","명","383","383","383","383","400","403","530","528","528","574",
"충청북도","지방자치단체","재가","기관수[개]","개","3","3","3","3","3","3","4","4","4","4",
"충청북도","지방자치단체","재가","정원[명]","명","34","34","34","34","51","54","89","96","96","96",
"충청북도","지방자치단체","방문요양","기관수[개]","개","2","2","2","2","2","2","2","2","2","2",
"충청북도","지방자치단체","방문목욕","기관수[개]","개","1","1","1","1","1","1","1","1","1","1",
"충청북도","지방자치단체","방문간호","기관수[개]","개","1","1","1","1","0","-","-","-","0","0",
"충청북도","지방자치단체","주야간보호","기관수[개]","개","1","1","1","1","2","2","3","3","3","3",
"충청북도","지방자치단체","주야간보호","정원[명]","명","30","30","30","30","51","54","89","96","96","96",
"충청북도","지방자치단체","단기보호","기관수[개]","개","1","1","1","1","0","-","-","-","0","0",
"충청북도","지방자치단체","단기보호","정원[명]","명","4","4","4","4","0","-","-","-","0","0",
"충청북도","지방자치단체","복지용구","기관수[개]","개","0","0","0","0","0","-","-","-","0","0",
"충청북도","지방자치단체","통합재가서비스","기관수[개]","개","","","","","","","","","0","0",
"충청북도","지방자치단체","시설","기관수[개]","개","6","5","5","5","5","5","6","5","5","6",
"충청북도","지방자치단체","시설","정원[명]","명","349","349","349","349","349","349","441","432","432","478",
"충청북도","지방자치단체","노인요양시설","기관수[개]","개","5","4","4","4","4","4","5","5","5","6",
"충청북도","지방자치단체","노인요양시설","정원[명]","명","340","340","340","340","340","340","432","432","432","478",
"충청북도","지방자치단체","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"충청북도","지방자치단체","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"충청북도","지방자치단체","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"충청북도","지방자치단체","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"충청북도","지방자치단체","노인요양공동생활가정","기관수[개]","개","1","1","1","1","1","1","1","-","0","0",
"충청북도","지방자치단체","노인요양공동생활가정","정원[명]","명","9","9","9","9","9","9","9","-","0","0",
"충청북도","지방자치단체","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"충청북도","지방자치단체","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"충청북도","법인","계","기관수[개]","개","114","114","114","116","115","122","123","126","124","120",
"충청북도","법인","계","정원[명]","명","3872","3943","4081","4152","4332","4552","4515","4892","4979","5071",
"충청북도","법인","재가","기관수[개]","개","57","54","53","55","55","61","64","64","62","58",
"충청북도","법인","재가","정원[명]","명","481","478","520","505","597","655","710","743","745","770",
"충청북도","법인","방문요양","기관수[개]","개","45","43","38","36","33","37","40","39","37","37",
"충청북도","법인","방문목욕","기관수[개]","개","25","24","22","23","21","21","20","18","19","18",
"충청북도","법인","방문간호","기관수[개]","개","2","3","4","4","5","6","5","5","5","4",
"충청북도","법인","주야간보호","기관수[개]","개","24","25","26","24","26","29","30","28","27","24",
"충청북도","법인","주야간보호","정원[명]","명","453","455","485","490","582","652","707","732","737","765",
"충청북도","법인","단기보호","기관수[개]","개","4","3","4","2","2","1","1","3","2","1",
"충청북도","법인","단기보호","정원[명]","명","28","23","35","15","15","3","3","11","8","5",
"충청북도","법인","복지용구","기관수[개]","개","3","3","4","5","5","6","7","8","8","8",
"충청북도","법인","통합재가서비스","기관수[개]","개","","","","","","","","","0","0",
"충청북도","법인","시설","기관수[개]","개","57","60","61","61","60","61","59","62","62","62",
"충청북도","법인","시설","정원[명]","명","3391","3465","3561","3647","3735","3897","3805","4149","4234","4301",
"충청북도","법인","노인요양시설","기관수[개]","개","53","56","56","57","55","57","56","61","61","61",
"충청북도","법인","노인요양시설","정원[명]","명","3355","3429","3527","3611","3690","3861","3778","4140","4225","4292",
"충청북도","법인","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"충청북도","법인","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"충청북도","법인","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"충청북도","법인","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"충청북도","법인","노인요양공동생활가정","기관수[개]","개","4","4","5","4","5","4","3","1","1","1",
"충청북도","법인","노인요양공동생활가정","정원[명]","명","36","36","34","36","45","36","27","9","9","9",
"충청북도","법인","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"충청북도","법인","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"충청북도","개인","계","기관수[개]","개","416","437","495","552","610","648","778","811","860","918",
"충청북도","개인","계","정원[명]","명","3064","3504","4296","5309","6824","7581","10010","11403","12610","13949",
