"시·군·구별","급여종류별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"포천시","주야간보호","정원[명]","명","197","349","497","559","636","607","829","912","937","957",
"포천시","단기보호","기관수[개]","개","0","1","0","0","2","-","-","-","-","0",
"포천시","단기보호","정원[명]","명","0","4","0","0","4","-","-","-","-","0",
"포천시","복지용구","기관수[개]","개","6","5","5","6","6","6","5","5","5","4",
"포천시","통합재가서비스","기관수[개]","개","","","","","","","","","-","0",
"포천시","시설","기관수[개]","개","46","54","55","58","61","58","60","63","73","76",
"포천시","시설","정원[명]","명","1124","1451","1462","1528","1576","1562","1666","1795","2369","2681",
"포천시","노인요양시설","기관수[개]","개","22","28","27","30","34","36","39","40","48","55",
"포천시","노인요양시설","정원[명]","명","925","1232","1225","1290","1346","1370","1483","1594","2150","2495",
"포천시","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"포천시","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"포천시","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"포천시","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"포천시","노인요양공동생활가정","기관수[개]","개","24","26","28","28","27","22","21","23","25","21",
"포천시","노인요양공동생활가정","정원[명]","명","199","219","237","238","230","192","183","201","219","186",
"포천시","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"포천시","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"여주시","계","기관수[개]","개","61","61","66","64","64","67","75","79","83","85",
"여주시","계","정원[명]","명","1011","992","1006","1031","1056","1048","1172","1261","1539","1375",
"여주시","재가","기관수[개]","개","35","34","37","38","38","44","50","52","54","57",
"여주시","재가","정원[명]","명","230","195","170","197","216","254","334","352","445","445",
"여주시","방문요양","기관수[개]","개","25","24","27","28","29","34","41","43","43","46",
"여주시","방문목욕","기관수[개]","개","21","18","19","20","18","18","21","22","22","24",
"여주시","방문간호","기관수[개]","개","4","2","2","3","3","2","4","4","4","4",
"여주시","주야간보호","기관수[개]","개","8","8","8","8","8","9","11","12","15","15",
"여주시","주야간보호","정원[명]","명","181","158","165","197","216","254","334","352","445","445",
"여주시","단기보호","기관수[개]","개","3","3","1","0","0","-","-","-","-","0",
"여주시","단기보호","정원[명]","명","49","37","5","0","0","-","-","-","-","0",
"여주시","복지용구","기관수[개]","개","2","2","2","2","2","3","4","4","4","4",
"여주시","통합재가서비스","기관수[개]","개","","","","","","","","","-","0",
"여주시","시설","기관수[개]","개","26","27","29","26","26","23","25","27","29","28",
"여주시","시설","정원[명]","명","781","797","836","834","840","794","838","909","1094","930",
"여주시","노인요양시설","기관수[개]","개","17","16","18","18","19","19","19","21","22","21",
"여주시","노인요양시설","정원[명]","명","702","698","738","762","777","758","784","855","1031","867",
"여주시","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"여주시","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"여주시","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"여주시","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"여주시","노인요양공동생활가정","기관수[개]","개","9","11","11","8","7","4","6","6","7","7",
"여주시","노인요양공동생활가정","정원[명]","명","79","99","98","72","63","36","54","54","63","63",
"여주시","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"여주시","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"연천군","계","기관수[개]","개","25","25","27","31","34","32","38","38","44","40",
"연천군","계","정원[명]","명","353","355","407","439","502","448","561","478","469","485",
"연천군","재가","기관수[개]","개","10","12","14","19","22","22","27","27","34","30",
"연천군","재가","정원[명]","명","32","51","69","94","154","122","222","139","139","155",
"연천군","방문요양","기관수[개]","개","8","10","12","15","17","17","22","22","30","26",
"연천군","방문목욕","기관수[개]","개","8","8","10","12","14","17","18","19","24","22",
"연천군","방문간호","기관수[개]","개","0","0","0","0","0","-","-","-","1","1",
"연천군","주야간보호","기관수[개]","개","3","4","4","5","7","6","7","7","7","7",
"연천군","주야간보호","정원[명]","명","32","51","69","94","154","122","222","139","139","155",
"연천군","단기보호","기관수[개]","개","0","0","0","0","0","-","-","-","-","0",
"연천군","단기보호","정원[명]","명","0","0","0","0","0","-","-","-","-","0",
"연천군","복지용구","기관수[개]","개","1","1","1","1","1","1","1","1","1","1",
"연천군","통합재가서비스","기관수[개]","개","","","","","","","","","-","0",
"연천군","시설","기관수[개]","개","15","13","13","12","12","10","11","11","10","10",
"연천군","시설","정원[명]","명","321","304","338","345","348","326","339","339","330","330",
"연천군","노인요양시설","기관수[개]","개","7","7","9","8","8","8","8","8","8","8",
"연천군","노인요양시설","정원[명]","명","252","253","303","309","312","308","312","312","312","312",
"연천군","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"연천군","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"연천군","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"연천군","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"연천군","노인요양공동생활가정","기관수[개]","개","8","6","4","4","4","2","3","3","2","2",
"연천군","노인요양공동생활가정","정원[명]","명","69","51","35","36","36","18","27","27","18","18",
"연천군","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"연천군","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"가평군","계","기관수[개]","개","30","34","35","39","41","43","49","49","47","45",
"가평군","계","정원[명]","명","621","658","675","624","638","516","595","787","861","851",
"가평군","재가","기관수[개]","개","19","22","23","27","29","29","34","35","33","32",
"가평군","재가","정원[명]","명","44","59","76","149","186","190","243","272","346","398",
"가평군","방문요양","기관수[개]","개","14","14","17","19","20","22","27","26","25","24",
"가평군","방문목욕","기관수[개]","개","9","7","10","10","9","9","11","12","13","12",
"가평군","방문간호","기관수[개]","개","5","6","4","4","3","3","3","3","1","1",
"가평군","주야간보호","기관수[개]","개","3","4","6","9","11","12","13","15","16","15",
"가평군","주야간보호","정원[명]","명","44","59","76","149","186","190","243","272","346","398",
"가평군","단기보호","기관수[개]","개","0","0","1","0","0","-","-","-","-","0",
"가평군","단기보호","정원[명]","명","0","0","0","0","0","-","-","-","-","0",
"가평군","복지용구","기관수[개]","개","3","4","2","2","2","2","2","2","2","2",
"가평군","통합재가서비스","기관수[개]","개","","","","","","","","","-","0",
"가평군","시설","기관수[개]","개","11","12","12","12","12","14","15","14","14","13",
"가평군","시설","정원[명]","명","577","599","599","475","452","326","352","515","515","453",
"가평군","노인요양시설","기관수[개]","개","8","9","9","9","9","10","10","10","10","10",
"가평군","노인요양시설","정원[명]","명","550","581","581","448","425","290","308","480","480","427",
"가평군","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"가평군","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"가평군","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"가평군","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"가평군","노인요양공동생활가정","기관수[개]","개","3","3","3","3","3","4","5","4","4","3",
"가평군","노인요양공동생활가정","정원[명]","명","27","18","18","27","27","36","44","35","35","26",
"가평군","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"가평군","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"양평군","계","기관수[개]","개","60","61","62","63","67","73","85","91","98","95",
"양평군","계","정원[명]","명","961","1004","1101","1101","1171","1233","1256","1344","1524","1530",
"양평군","재가","기관수[개]","개","30","33","34","33","37","41","52","55","63","62",
"양평군","재가","정원[명]","명","62","71","99","90","104","128","188","221","267","263",
"양평군","방문요양","기관수[개]","개","24","25","25","26","31","35","43","45","52","53",
"양평군","방문목욕","기관수[개]","개","17","17","16","19","22","24","28","30","29","27",
"양평군","방문간호","기관수[개]","개","1","1","2","2","2","2","2","2","1","0",
"양평군","주야간보호","기관수[개]","개","4","5","6","5","6","7","10","11","13","12",
"양평군","주야간보호","정원[명]","명","62","71","99","90","104","128","188","221","267","263",
"양평군","단기보호","기관수[개]","개","0","0","0","0","0","-","-","-","-","0",
"양평군","단기보호","정원[명]","명","0","0","0","0","0","-","-","-","-","0",
"양평군","복지용구","기관수[개]","개","2","3","3","3","2","2","3","3","3","3",
"양평군","통합재가서비스","기관수[개]","개","","","","","","","","","-","0",
"양평군","시설","기관수[개]","개","30","28","28","30","30","32","33","36","35","33",
"양평군","시설","정원[명]","명","899","933","1002","1011","1067","1105","1068","1123","1257","1267",
"양평군","노인요양시설","기관수[개]","개","22","22","22","22","24","25","25","27","27","27",
"양평군","노인요양시설","정원[명]","명","827","879","948","939","1013","1042","996","1042","1185","1213",
"양평군","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"양평군","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"양평군","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"양평군","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"양평군","노인요양공동생활가정","기관수[개]","개","8","6","6","8","6","7","8","9","8","6",
"양평군","노인요양공동생활가정","정원[명]","명","72","54","54","72","54","63","72","81","72","54",
"양평군","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"양평군","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"강원","계","기관수[개]","개","602","655","717","748","770","786","865","874","915","933",
"강원","계","정원[명]","명","8491","9616","10310","11485","12184","12824","14157","15634","16172","16955",
"강원","재가","기관수[개]","개","364","393","431","448","465","480","545","544","584","606",
"강원","재가","정원[명]","명","1203","1565","1842","2154","2534","3056","3951","4545","4898","5268",
"강원","방문요양","기관수[개]","개","286","298","329","341","352","357","407","413","444","461",
"강원","방문목욕","기관수[개]","개","230","234","259","267","271","264","266","257","269","282",
"강원","방문간호","기관수[개]","개","40","37","37","39","40","38","40","34","33","34",
"강원","주야간보호","기관수[개]","개","58","74","82","93","106","118","139","148","157","160",
"강원","주야간보호","정원[명]","명","1110","1486","1743","2106","2476","3004","3904","4496","4857","5240",
"강원","단기보호","기관수[개]","개","7","7","8","9","8","9","7","7","6","4",
"강원","단기보호","정원[명]","명","93","79","99","48","58","52","47","49","41","28",
"강원","복지용구","기관수[개]","개","50","55","55","55","56","57","57","51","53","56",
"강원","통합재가서비스","기관수[개]","개","","","","","","","","","1","2",
"강원","시설","기관수[개]","개","238","262","286","300","305","306","320","330","331","327",
"강원","시설","정원[명]","명","7288","8051","8468","9331","9650","9768","10206","11089","11274","11687",
"강원","노인요양시설","기관수[개]","개","131","138","159","177","182","189","202","216","224","228",
"강원","노인요양시설","정원[명]","명","6362","6970","7367","8252","8569","8735","9164","10073","10321","10806",
"강원","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"강원","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"강원","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"강원","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"강원","노인요양공동생활가정","기관수[개]","개","107","124","127","123","123","117","118","114","107","99",
"강원","노인요양공동생활가정","정원[명]","명","926","1081","1101","1079","1081","1033","1042","1016","953","881",
"강원","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"강원","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"춘천시","계","기관수[개]","개","114","129","149","161","167","166","181","177","180","194",
"춘천시","계","정원[명]","명","1306","1558","1763","2071","2194","2387","2793","2919","2940","3225",
"춘천시","재가","기관수[개]","개","67","75","88","95","100","98","109","106","111","127",
"춘천시","재가","정원[명]","명","135","178","288","372","471","609","826","944","946","1204",
"춘천시","방문요양","기관수[개]","개","50","56","70","75","77","74","83","83","87","102",
"춘천시","방문목욕","기관수[개]","개","45","50","60","63","68","64","71","67","68","77",
"춘천시","방문간호","기관수[개]","개","9","10","11","14","14","12","11","8","8","8",
"춘천시","주야간보호","기관수[개]","개","6","8","11","14","17","20","26","27","29","33",
"춘천시","주야간보호","정원[명]","명","135","175","272","367","471","605","826","944","946","1204",
"춘천시","단기보호","기관수[개]","개","0","1","1","1","0","1","-","-","-","0",
"춘천시","단기보호","정원[명]","명","0","3","16","5","0","4","-","-","-","0",
"춘천시","복지용구","기관수[개]","개","15","15","13","11","12","11","10","9","9","9",
"춘천시","통합재가서비스","기관수[개]","개","","","","","","","","","-","0",
"춘천시","시설","기관수[개]","개","47","54","61","66","67","68","72","71","69","67",
"춘천시","시설","정원[명]","명","1171","1380","1475","1699","1723","1778","1967","1975","1994","2021",
"춘천시","노인요양시설","기관수[개]","개","17","21","26","31","31","34","39","39","41","43",
"춘천시","노인요양시설","정원[명]","명","920","1102","1192","1402","1410","1477","1679","1695","1750","1813",
"춘천시","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"춘천시","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"춘천시","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"춘천시","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"춘천시","노인요양공동생활가정","기관수[개]","개","30","33","35","35","36","34","33","32","28","24",
"춘천시","노인요양공동생활가정","정원[명]","명","251","278","283","297","313","301","288","280","244","208",
"춘천시","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"춘천시","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"원주시","계","기관수[개]","개","108","119","126","134","138","133","138","155","175","174",
"원주시","계","정원[명]","명","1301","1680","1895","2136","2441","2496","2717","3663","3816","3909",
"원주시","재가","기관수[개]","개","72","79","83","88","90","86","88","97","113","112",
"원주시","재가","정원[명]","명","229","322","385","366","440","546","818","1086","1196","1156",
"원주시","방문요양","기관수[개]","개","56","62","64","68","67","63","63","69","81","79",
"원주시","방문목욕","기관수[개]","개","40","46","49","52","49","46","29","32","36","36",
"원주시","방문간호","기관수[개]","개","6","5","5","5","5","4","4","4","4","5",
"원주시","주야간보호","기관수[개]","개","7","10","11","12","15","17","22","28","31","30",
"원주시","주야간보호","정원[명]","명","179","272","335","361","435","541","813","1081","1191","1151",
"원주시","단기보호","기관수[개]","개","2","2","2","1","1","1","1","1","1","1",
"원주시","단기보호","정원[명]","명","50","50","50","5","5","5","5","5","5","5",
"원주시","복지용구","기관수[개]","개","13","12","13","14","14","13","10","9","10","11",
"원주시","통합재가서비스","기관수[개]","개","","","","","","","","","-","0",
"원주시","시설","기관수[개]","개","36","40","43","46","48","47","50","58","62","62",
"원주시","시설","정원[명]","명","1072","1358","1510","1770","2001","1950","1899","2577","2620","2753",
"원주시","노인요양시설","기관수[개]","개","21","23","26","31","34","33","36","44","48","49",
"원주시","노인요양시설","정원[명]","명","938","1206","1358","1636","1885","1834","1782","2451","2494","2636",
"원주시","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"원주시","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"원주시","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"원주시","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"원주시","노인요양공동생활가정","기관수[개]","개","15","17","17","15","14","14","14","14","14","13",
"원주시","노인요양공동생활가정","정원[명]","명","134","152","152","134","116","116","117","126","126","117",
"원주시","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"원주시","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"강릉시","계","기관수[개]","개","100","118","139","143","156","165","188","187","182","187",
"강릉시","계","정원[명]","명","1261","1473","1735","2017","2278","2399","2724","2846","2976","3056",
"강릉시","재가","기관수[개]","개","62","71","77","74","82","87","107","103","102","110",
"강릉시","재가","정원[명]","명","291","403","451","481","605","631","747","768","824","893",
"강릉시","방문요양","기관수[개]","개","49","52","55","51","58","63","81","78","75","79",
"강릉시","방문목욕","기관수[개]","개","42","41","42","37","40","37","43","40","42","45",
"강릉시","방문간호","기관수[개]","개","7","7","5","5","6","6","7","7","6","5",
"강릉시","주야간보호","기관수[개]","개","13","17","20","20","24","25","30","30","30","31",
"강릉시","주야간보호","정원[명]","명","276","377","423","453","562","588","710","729","793","875",
"강릉시","단기보호","기관수[개]","개","3","4","4","6","6","6","5","5","4","2",
"강릉시","단기보호","정원[명]","명","15","26","28","28","43","43","37","39","31","18",
"강릉시","복지용구","기관수[개]","개","7","9","11","11","11","10","10","10","11","13",
"강릉시","통합재가서비스","기관수[개]","개","","","","","","","","","-","1",
"강릉시","시설","기관수[개]","개","38","47","62","69","74","78","81","84","80","77",
"강릉시","시설","정원[명]","명","970","1070","1284","1536","1673","1768","1977","2078","2152","2163",
"강릉시","노인요양시설","기관수[개]","개","17","17","29","35","38","42","45","50","52","52",
"강릉시","노인요양시설","정원[명]","명","784","803","990","1233","1352","1447","1653","1772","1900","1938",
"강릉시","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"강릉시","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"강릉시","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"강릉시","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"강릉시","노인요양공동생활가정","기관수[개]","개","21","30","33","34","36","36","36","34","28","25",
"강릉시","노인요양공동생활가정","정원[명]","명","186","267","294","303","321","321","324","306","252","225",
"강릉시","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"강릉시","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"동해시","계","기관수[개]","개","30","29","29","28","30","31","42","36","44","46",
"동해시","계","정원[명]","명","395","434","434","426","435","449","534","558","652","738",
"동해시","재가","기관수[개]","개","22","20","21","20","22","23","34","28","36","37",
"동해시","재가","정원[명]","명","50","69","69","69","78","93","167","167","245","303",
"동해시","방문요양","기관수[개]","개","17","15","16","16","18","19","30","24","30","31",
"동해시","방문목욕","기관수[개]","개","15","13","15","15","14","14","18","14","15","16",
"동해시","방문간호","기관수[개]","개","6","6","6","4","4","4","6","5","6","6",
"동해시","주야간보호","기관수[개]","개","1","2","2","2","3","3","5","5","7","8",
"동해시","주야간보호","정원[명]","명","50","69","69","69","78","93","167","167","245","303",
"동해시","단기보호","기관수[개]","개","0","0","0","0","0","-","-","-","-","0",
"동해시","단기보호","정원[명]","명","0","0","0","0","0","-","-","-","-","0",
"동해시","복지용구","기관수[개]","개","2","2","2","2","2","2","2","2","2","2",
"동해시","통합재가서비스","기관수[개]","개","","","","","","","","","-","0",
"동해시","시설","기관수[개]","개","8","9","8","8","8","8","8","8","8","9",
"동해시","시설","정원[명]","명","345","365","365","357","357","356","367","391","407","435",
"동해시","노인요양시설","기관수[개]","개","6","6","6","6","6","6","7","7","7","8",
"동해시","노인요양시설","정원[명]","명","331","342","347","339","339","338","358","382","398","426",
"동해시","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"동해시","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"동해시","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"동해시","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"동해시","노인요양공동생활가정","기관수[개]","개","2","3","2","2","2","2","1","1","1","1",
"동해시","노인요양공동생활가정","정원[명]","명","14","23","18","18","18","18","9","9","9","9",
"동해시","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"동해시","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"태백시","계","기관수[개]","개","7","10","12","11","12","14","15","14","13","15",
"태백시","계","정원[명]","명","244","256","266","306","306","296","296","326","326","366",
"태백시","재가","기관수[개]","개","4","7","9","8","9","11","12","11","10","12",
"태백시","재가","정원[명]","명","0","14","24","64","64","54","54","72","72","112",
"태백시","방문요양","기관수[개]","개","4","5","7","6","7","8","9","8","8","9",
"태백시","방문목욕","기관수[개]","개","4","5","6","5","5","6","8","7","8","8",
"태백시","방문간호","기관수[개]","개","1","1","2","2","2","2","2","2","1","1",
"태백시","주야간보호","기관수[개]","개","0","1","1","2","2","2","2","2","2","3",
"태백시","주야간보호","정원[명]","명","0","14","24","54","54","54","54","72","72","112",
"태백시","단기보호","기관수[개]","개","0","0","0","1","1","-","-","-","-","0",
"태백시","단기보호","정원[명]","명","0","0","0","10","10","-","-","-","-","0",
"태백시","복지용구","기관수[개]","개","0","1","1","1","1","2","2","2","1","1",
"태백시","통합재가서비스","기관수[개]","개","","","","","","","","","1","1",
"태백시","시설","기관수[개]","개","3","3","3","3","3","3","3","3","3","3",
"태백시","시설","정원[명]","명","244","242","242","242","242","242","242","254","254","254",
"태백시","노인요양시설","기관수[개]","개","3","3","3","3","3","3","3","3","3","3",
"태백시","노인요양시설","정원[명]","명","244","242","242","242","242","242","242","254","254","254",
"태백시","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"태백시","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"태백시","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"태백시","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"태백시","노인요양공동생활가정","기관수[개]","개","0","0","0","0","0","-","-","-","-","0",
"태백시","노인요양공동생활가정","정원[명]","명","0","0","0","0","0","-","-","-","-","0",
"태백시","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"태백시","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"속초시","계","기관수[개]","개","40","39","41","42","41","45","47","47","48","46",
"속초시","계","정원[명]","명","560","595","610","692","674","731","866","886","860","814",
"속초시","재가","기관수[개]","개","28","26","28","28","29","33","34","34","34","34",
"속초시","재가","정원[명]","명","151","167","176","196","196","272","398","418","402","383",
"속초시","방문요양","기관수[개]","개","21","20","21","20","21","22","20","22","22","23",
"속초시","방문목욕","기관수[개]","개","18","15","15","15","16","17","14","14","13","13",
"속초시","방문간호","기관수[개]","개","2","2","1","1","1","1","-","-","-","0",
"속초시","주야간보호","기관수[개]","개","8","8","9","9","9","12","13","13","12","11",
"속초시","주야간보호","정원[명]","명","133","167","176","196","196","272","398","418","402","383",
"속초시","단기보호","기관수[개]","개","1","0","0","0","0","-","-","-","-","0",
"속초시","단기보호","정원[명]","명","18","0","0","0","0","-","-","-","-","0",
"속초시","복지용구","기관수[개]","개","4","4","4","5","5","6","5","5","5","5",
"속초시","통합재가서비스","기관수[개]","개","","","","","","","","","-","0",
"속초시","시설","기관수[개]","개","12","13","13","14","12","12","13","13","14","12",
"속초시","시설","정원[명]","명","409","428","434","496","478","459","468","468","458","431",
"속초시","노인요양시설","기관수[개]","개","5","5","5","6","6","6","6","6","6","5",
"속초시","노인요양시설","정원[명]","명","350","358","363","425","424","405","405","405","386","368",
"속초시","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"속초시","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"속초시","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"속초시","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"속초시","노인요양공동생활가정","기관수[개]","개","7","8","8","8","6","6","7","7","8","7",
"속초시","노인요양공동생활가정","정원[명]","명","59","70","71","71","54","54","63","63","72","63",
"속초시","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"속초시","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"삼척시","계","기관수[개]","개","26","26","29","31","32","37","44","48","53","48",
"삼척시","계","정원[명]","명","311","356","386","416","463","455","469","524","567","608",
"삼척시","재가","기관수[개]","개","20","20","23","25","26","31","37","41","45","40",
"삼척시","재가","정원[명]","명","44","52","74","104","118","105","106","160","160","201",
"삼척시","방문요양","기관수[개]","개","15","14","16","18","19","24","27","30","34","30",
"삼척시","방문목욕","기관수[개]","개","9","8","9","10","11","13","16","16","16","14",
"삼척시","방문간호","기관수[개]","개","0","1","1","1","1","1","1","2","2","2",
"삼척시","주야간보호","기관수[개]","개","2","3","4","5","5","5","4","5","5","4",
"삼척시","주야간보호","정원[명]","명","44","52","74","104","118","105","106","160","160","201",
"삼척시","단기보호","기관수[개]","개","0","0","0","0","0","-","-","-","-","0",
"삼척시","단기보호","정원[명]","명","0","0","0","0","0","-","-","-","-","0",
"삼척시","복지용구","기관수[개]","개","4","4","4","4","4","4","7","7","7","7",
"삼척시","통합재가서비스","기관수[개]","개","","","","","","","","","-","0",
"삼척시","시설","기관수[개]","개","6","6","6","6","6","6","7","7","8","8",
"삼척시","시설","정원[명]","명","267","304","312","312","345","350","363","364","407","407",
"삼척시","노인요양시설","기관수[개]","개","6","6","6","6","6","6","7","7","8","8",
"삼척시","노인요양시설","정원[명]","명","267","304","312","312","345","350","363","364","407","407",
"삼척시","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"삼척시","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"삼척시","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"삼척시","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"삼척시","노인요양공동생활가정","기관수[개]","개","0","0","0","0","0","-","-","-","-","0",
"삼척시","노인요양공동생활가정","정원[명]","명","0","0","0","0","0","-","-","-","-","0",
"삼척시","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"삼척시","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"홍천군","계","기관수[개]","개","35","35","37","38","38","39","39","41","45","44",
"홍천군","계","정원[명]","명","463","506","506","578","569","676","655","704","718","752",
"홍천군","재가","기관수[개]","개","17","16","17","19","19","19","19","22","26","25",
"홍천군","재가","정원[명]","명","9","9","9","62","95","104","117","157","157","157",
"홍천군","방문요양","기관수[개]","개","15","13","15","17","17","17","17","20","24","23",
"홍천군","방문목욕","기관수[개]","개","13","11","13","14","14","15","14","14","15","17",
"홍천군","방문간호","기관수[개]","개","4","1","1","1","1","1","1","1","1","1",
"홍천군","주야간보호","기관수[개]","개","1","1","1","3","3","3","3","3","3","3",
"홍천군","주야간보호","정원[명]","명","9","9","9","62","95","104","117","157","157","157",
"홍천군","단기보호","기관수[개]","개","0","0","0","0","0","-","-","-","-","0",
"홍천군","단기보호","정원[명]","명","0","0","0","0","0","-","-","-","-","0",
"홍천군","복지용구","기관수[개]","개","1","2","1","1","1","1","1","1","1","1",
"홍천군","통합재가서비스","기관수[개]","개","","","","","","","","","-","0",
"홍천군","시설","기관수[개]","개","18","19","20","19","19","20","20","19","19","19",
"홍천군","시설","정원[명]","명","454","497","497","516","474","572","538","547","561","595",
"홍천군","노인요양시설","기관수[개]","개","10","11","12","11","11","12","12","12","11","11",
"홍천군","노인요양시설","정원[명]","명","383","426","425","444","402","500","466","484","489","523",
"홍천군","노인전문요양시설","기관수[개]","개","0","","","","","","","","","",
"홍천군","노인전문요양시설","정원[명]","명","0","","","","","","","","","",
"홍천군","노인요양시설(구법)","기관수[개]","개","0","","","","","","","","","",
"홍천군","노인요양시설(구법)","정원[명]","명","0","","","","","","","","","",
"홍천군","노인요양공동생활가정","기관수[개]","개","8","8","8","8","8","8","8","7","8","8",
"홍천군","노인요양공동생활가정","정원[명]","명","71","71","72","72","72","72","72","63","72","72",
"홍천군","노인요양시설(단기보호전환)","기관수[개]","개","0","","","","","","","","","",
"홍천군","노인요양시설(단기보호전환)","정원[명]","명","0","","","","","","","","","",
"횡성군","계","기관수[개]","개","26","28","31","35","34","35","37","34","35","35",
"횡성군","계","정원[명]","명","449","456","491","574","557","687","742","730","776","900",
"횡성군","재가","기관수[개]","개","10","12","16","19","18","19","20","16","17","17",
"횡성군","재가","정원[명]","명","53","59","107","159","159","305","322","286","324","300",
"횡성군","방문요양","기관수[개]","개","7","8","12","16","15","14","14","12","13","12",
"횡성군","방문목욕","기관수[개]","개","5","6","9","14","13","12","11","11","13","12",
"횡성군","방문간호","기관수[개]","개","3","3","3","3","2","3","4","3","3","3",
