시군구,이용급여 유형,연령,1등급,2등급,3등급,4등급,5등급,인지지원등급
충청남도 천안시 서북구,방문요양,70-74세,4,13,44,80,17,0
충청남도 천안시 서북구,방문요양,75-79세,10,17,91,130,42,0
충청남도 천안시 서북구,방문요양,80-84세,16,42,151,252,59,0
충청남도 천안시 서북구,방문요양,85-89세,15,35,108,247,43,0
충청남도 천안시 서북구,방문요양,90-94세,4,26,66,115,9,0
충청남도 천안시 서북구,방문요양,95세이상,3,4,11,14,1,0
충청남도 천안시 서북구,방문목욕,65-69세,4,3,2,6,0,0
충청남도 천안시 서북구,방문목욕,70-74세,2,5,12,9,2,0
충청남도 천안시 서북구,방문목욕,75-79세,2,5,24,19,6,0
충청남도 천안시 서북구,방문목욕,80-84세,4,10,32,40,10,0
충청남도 천안시 서북구,방문목욕,85-89세,4,11,24,23,12,0
충청남도 천안시 서북구,방문목욕,90-94세,0,9,14,18,2,0
충청남도 천안시 서북구,방문목욕,95세이상,1,0,0,3,1,0
충청남도 천안시 서북구,방문간호,65-69세,1,0,1,0,0,0
충청남도 천안시 서북구,방문간호,70-74세,1,1,0,0,1,0
충청남도 천안시 서북구,방문간호,75-79세,1,3,1,0,0,0
충청남도 천안시 서북구,방문간호,80-84세,3,3,2,1,1,0
충청남도 천안시 서북구,방문간호,85-89세,7,2,3,3,0,0
충청남도 천안시 서북구,방문간호,90-94세,0,2,2,1,0,0
충청남도 천안시 서북구,방문간호,95세이상,1,1,0,1,0,0
충청남도 천안시 서북구,주야간보호,65-69세,1,2,5,12,9,3
충청남도 천안시 서북구,주야간보호,70-74세,0,0,22,29,25,11
충청남도 천안시 서북구,주야간보호,75-79세,2,1,38,60,51,11
충청남도 천안시 서북구,주야간보호,80-84세,1,11,60,146,91,12
충청남도 천안시 서북구,주야간보호,85-89세,2,11,76,127,63,4
충청남도 천안시 서북구,주야간보호,90-94세,1,6,24,57,21,2
충청남도 천안시 서북구,주야간보호,95세이상,0,1,7,5,2,0
충청남도 천안시 서북구,단기보호,65-69세,0,0,0,0,0,0
충청남도 천안시 서북구,단기보호,70-74세,0,1,0,0,1,0
충청남도 천안시 서북구,단기보호,75-79세,0,0,0,0,0,0
충청남도 천안시 서북구,단기보호,80-84세,0,0,1,0,0,0
충청남도 천안시 서북구,단기보호,85-89세,0,0,1,0,0,0
충청남도 천안시 서북구,단기보호,90-94세,0,0,0,0,0,0
충청남도 천안시 서북구,단기보호,95세이상,0,0,0,0,0,0
충청남도 공주시,방문요양,65-69세,5,4,31,51,13,0
충청남도 공주시,방문요양,70-74세,5,8,49,102,27,0
충청남도 공주시,방문요양,75-79세,3,14,61,169,49,0
충청남도 공주시,방문요양,80-84세,8,42,163,389,97,0
충청남도 공주시,방문요양,85-89세,9,34,172,372,83,0
충청남도 공주시,방문요양,90-94세,2,20,85,141,22,0
충청남도 공주시,방문요양,95세이상,3,6,17,30,4,0
충청남도 공주시,방문목욕,65-69세,0,0,4,5,1,0
충청남도 공주시,방문목욕,70-74세,2,1,8,7,0,0
충청남도 공주시,방문목욕,75-79세,1,2,14,13,2,0
충청남도 공주시,방문목욕,80-84세,2,10,21,28,8,0
충청남도 공주시,방문목욕,85-89세,0,5,20,31,9,0
충청남도 공주시,방문목욕,90-94세,2,4,14,20,2,0
충청남도 공주시,방문목욕,95세이상,0,0,4,6,0,0
충청남도 공주시,방문간호,65-69세,0,0,0,0,0,0
충청남도 공주시,방문간호,70-74세,2,0,0,1,0,0
충청남도 공주시,방문간호,75-79세,0,0,0,1,0,0
충청남도 공주시,방문간호,80-84세,1,4,4,0,1,0
충청남도 공주시,방문간호,85-89세,0,1,2,2,1,0
충청남도 공주시,방문간호,90-94세,0,2,1,0,0,0
충청남도 공주시,방문간호,95세이상,1,0,0,0,0,0
충청남도 공주시,주야간보호,65-69세,1,0,4,6,6,1
충청남도 공주시,주야간보호,70-74세,0,1,9,7,13,3
충청남도 공주시,주야간보호,75-79세,1,1,18,46,20,4
충청남도 공주시,주야간보호,80-84세,1,4,52,92,54,8
충청남도 공주시,주야간보호,85-89세,0,2,43,109,39,2
충청남도 공주시,주야간보호,90-94세,0,2,17,45,5,2
충청남도 공주시,주야간보호,95세이상,0,1,4,7,0,0
충청남도 공주시,단기보호,65-69세,0,0,1,0,0,0
충청남도 공주시,단기보호,70-74세,0,0,0,0,0,0
충청남도 공주시,단기보호,75-79세,0,0,0,0,0,0
충청남도 공주시,단기보호,80-84세,0,0,0,0,0,0
충청남도 공주시,단기보호,85-89세,0,0,0,1,0,0
충청남도 공주시,단기보호,90-94세,0,0,3,0,0,0
충청남도 공주시,단기보호,95세이상,0,0,0,0,0,0
충청남도 보령시,방문요양,65-69세,4,7,21,54,10,0
충청남도 보령시,방문요양,70-74세,5,8,51,101,20,1
충청남도 보령시,방문요양,75-79세,6,13,62,176,45,0
충청남도 보령시,방문요양,80-84세,10,26,149,348,97,0
충청남도 보령시,방문요양,85-89세,4,29,144,373,80,0
충청남도 보령시,방문요양,90-94세,7,11,76,162,22,0
충청남도 보령시,방문요양,95세이상,1,2,23,36,1,0
충청남도 보령시,방문목욕,65-69세,1,4,2,7,0,0
충청남도 보령시,방문목욕,70-74세,1,2,8,21,4,0
충청남도 보령시,방문목욕,75-79세,1,3,16,32,2,0
충청남도 보령시,방문목욕,80-84세,3,5,43,76,15,0
충청남도 보령시,방문목욕,85-89세,1,8,36,104,21,0
충청남도 보령시,방문목욕,90-94세,4,5,18,45,5,0
충청남도 보령시,방문목욕,95세이상,0,0,6,9,0,0
충청남도 보령시,방문간호,65-69세,1,2,1,2,0,0
충청남도 보령시,방문간호,70-74세,2,1,2,3,0,0
충청남도 보령시,방문간호,75-79세,2,2,4,9,2,0
충청남도 보령시,방문간호,80-84세,1,4,13,15,3,0
충청남도 보령시,방문간호,85-89세,2,7,15,17,4,0
충청남도 보령시,방문간호,90-94세,3,4,3,10,0,0
충청남도 보령시,방문간호,95세이상,0,0,5,0,0,0
충청남도 보령시,주야간보호,65-69세,0,0,2,3,3,1
충청남도 보령시,주야간보호,70-74세,1,0,5,15,8,0
충청남도 보령시,주야간보호,75-79세,0,5,11,30,20,2
충청남도 보령시,주야간보호,80-84세,1,3,30,68,45,6
충청남도 보령시,주야간보호,85-89세,0,3,21,67,28,2
충청남도 보령시,주야간보호,90-94세,1,1,12,25,13,2
충청남도 보령시,주야간보호,95세이상,0,0,3,6,4,0
충청남도 보령시,단기보호,65-69세,0,0,0,0,0,0
충청남도 보령시,단기보호,70-74세,0,0,0,0,0,0
충청남도 보령시,단기보호,75-79세,0,0,0,0,0,0
충청남도 보령시,단기보호,80-84세,0,0,0,0,0,0
충청남도 보령시,단기보호,85-89세,0,1,0,0,0,0
충청남도 보령시,단기보호,90-94세,0,0,0,1,0,0
충청남도 보령시,단기보호,95세이상,0,0,0,0,0,0
충청남도 아산시,방문요양,65-69세,9,13,45,68,17,0
충청남도 아산시,방문요양,70-74세,7,16,73,107,41,1
충청남도 아산시,방문요양,75-79세,12,28,119,188,49,0
충청남도 아산시,방문요양,80-84세,19,44,173,342,109,0
충청남도 아산시,방문요양,85-89세,22,48,178,349,92,0
충청남도 아산시,방문요양,90-94세,7,27,96,133,28,0
충청남도 아산시,방문요양,95세이상,5,9,21,10,3,0
충청남도 아산시,방문목욕,65-69세,3,4,8,16,2,0
충청남도 아산시,방문목욕,70-74세,3,5,16,18,1,0
충청남도 아산시,방문목욕,75-79세,5,9,42,30,5,0
충청남도 아산시,방문목욕,80-84세,5,14,49,61,17,0
충청남도 아산시,방문목욕,85-89세,7,17,43,74,15,0
충청남도 아산시,방문목욕,90-94세,6,11,22,42,3,0
충청남도 아산시,방문목욕,95세이상,0,2,11,5,1,0
충청남도 아산시,방문간호,65-69세,2,0,3,1,0,0
충청남도 아산시,방문간호,70-74세,3,0,3,1,1,0
충청남도 아산시,방문간호,75-79세,1,2,3,4,0,0
충청남도 아산시,방문간호,80-84세,3,4,6,3,2,0
충청남도 아산시,방문간호,85-89세,5,2,8,7,2,0
충청남도 아산시,방문간호,90-94세,1,3,3,3,0,0
충청남도 아산시,방문간호,95세이상,0,1,1,0,0,0
충청남도 아산시,주야간보호,65-69세,0,3,7,12,5,2
충청남도 아산시,주야간보호,70-74세,0,3,13,19,12,8
충청남도 아산시,주야간보호,75-79세,2,2,31,52,34,9
충청남도 아산시,주야간보호,80-84세,1,13,53,101,74,19
충청남도 아산시,주야간보호,85-89세,0,5,59,107,56,14
충청남도 아산시,주야간보호,90-94세,4,6,22,60,23,3
충청남도 아산시,주야간보호,95세이상,0,1,8,7,0,0
충청남도 아산시,단기보호,65-69세,0,0,0,0,0,0
충청남도 아산시,단기보호,70-74세,0,0,0,0,0,0
충청남도 아산시,단기보호,75-79세,0,0,0,0,0,0
충청남도 아산시,단기보호,80-84세,0,0,0,1,0,0
충청남도 아산시,단기보호,85-89세,0,0,2,0,0,0
충청남도 아산시,단기보호,90-94세,0,0,0,1,0,0
충청남도 아산시,단기보호,95세이상,0,0,0,0,0,0
충청남도 서산시,방문요양,65-69세,5,8,43,85,13,0
충청남도 서산시,방문요양,70-74세,8,9,84,186,7,0
충청남도 서산시,방문요양,75-79세,8,34,102,275,23,0
충청남도 서산시,방문요양,80-84세,17,39,190,553,45,0
충청남도 서산시,방문요양,85-89세,17,68,296,585,30,0
충청남도 서산시,방문요양,90-94세,3,33,141,204,6,0
충청남도 서산시,방문요양,95세이상,3,11,37,27,1,0
충청남도 서산시,방문목욕,65-69세,1,4,15,16,1,0
충청남도 서산시,방문목욕,70-74세,2,3,27,48,2,0
충청남도 서산시,방문목욕,75-79세,5,19,44,89,12,0
충청남도 서산시,방문목욕,80-84세,5,19,71,207,19,0
충청남도 서산시,방문목욕,85-89세,12,33,139,237,6,0
충청남도 서산시,방문목욕,90-94세,0,11,65,86,0,0
충청남도 서산시,방문목욕,95세이상,1,8,18,12,0,0
충청남도 서산시,방문간호,65-69세,1,0,0,1,0,0
충청남도 서산시,방문간호,70-74세,2,0,2,0,0,0
충청남도 서산시,방문간호,75-79세,1,0,1,2,0,0
충청남도 서산시,방문간호,80-84세,1,1,1,5,1,0
충청남도 서산시,방문간호,85-89세,2,5,1,2,0,0
충청남도 서산시,방문간호,90-94세,0,1,1,1,0,0
충청남도 서산시,방문간호,95세이상,0,2,0,2,0,0
충청남도 서산시,주야간보호,65-69세,1,1,5,1,2,0
충청남도 서산시,주야간보호,70-74세,0,3,13,21,7,1
충청남도 서산시,주야간보호,75-79세,0,2,20,60,16,0
충청남도 서산시,주야간보호,80-84세,3,0,43,124,23,6
충청남도 서산시,주야간보호,85-89세,0,6,52,120,26,1
충청남도 서산시,주야간보호,90-94세,1,4,24,39,2,0
충청남도 서산시,주야간보호,95세이상,0,0,5,5,1,0
충청남도 서산시,단기보호,65-69세,0,0,0,0,0,0
충청남도 서산시,단기보호,70-74세,0,0,0,0,0,0
충청남도 서산시,단기보호,75-79세,0,0,0,0,0,0
충청남도 서산시,단기보호,80-84세,0,0,0,0,0,0
충청남도 서산시,단기보호,85-89세,0,0,0,0,0,0
충청남도 서산시,단기보호,90-94세,0,0,0,0,0,0
충청남도 서산시,단기보호,95세이상,0,0,0,0,0,0
충청남도 논산시,방문요양,65-69세,1,6,35,46,11,0
충청남도 논산시,방문요양,70-74세,3,8,39,88,29,0
충청남도 논산시,방문요양,75-79세,2,15,73,202,36,0
충청남도 논산시,방문요양,80-84세,8,22,125,420,88,0
충청남도 논산시,방문요양,85-89세,8,31,151,465,77,0
충청남도 논산시,방문요양,90-94세,7,32,70,157,19,0
충청남도 논산시,방문요양,95세이상,0,10,16,28,1,0
충청남도 논산시,방문목욕,65-69세,0,0,9,15,4,0
충청남도 논산시,방문목욕,70-74세,2,3,23,35,7,0
충청남도 논산시,방문목욕,75-79세,1,7,33,74,23,0
충청남도 논산시,방문목욕,80-84세,5,15,65,198,38,0
충청남도 논산시,방문목욕,85-89세,4,18,73,226,35,0
충청남도 논산시,방문목욕,90-94세,5,13,41,93,7,0
충청남도 논산시,방문목욕,95세이상,1,5,4,14,0,0
충청남도 논산시,방문간호,65-69세,0,0,0,1,0,0
충청남도 논산시,방문간호,70-74세,1,0,0,0,0,0
충청남도 논산시,방문간호,75-79세,0,0,1,1,0,0
충청남도 논산시,방문간호,80-84세,0,1,0,0,0,0
충청남도 논산시,방문간호,85-89세,3,1,1,2,0,0
충청남도 논산시,방문간호,90-94세,2,0,2,0,0,0
충청남도 논산시,방문간호,95세이상,0,0,0,0,0,0
충청남도 논산시,주야간보호,65-69세,0,1,9,12,5,1
충청남도 논산시,주야간보호,70-74세,0,2,13,24,27,4
충청남도 논산시,주야간보호,75-79세,1,3,27,76,54,11
충청남도 논산시,주야간보호,80-84세,1,7,57,171,104,8
충청남도 논산시,주야간보호,85-89세,0,8,62,239,100,5
충청남도 논산시,주야간보호,90-94세,1,3,34,72,32,2
충청남도 논산시,주야간보호,95세이상,0,0,9,17,3,0
충청남도 논산시,단기보호,65-69세,0,0,0,0,0,0
충청남도 논산시,단기보호,70-74세,0,0,0,0,0,0
충청남도 논산시,단기보호,75-79세,0,0,0,0,0,0
충청남도 논산시,단기보호,80-84세,0,0,0,0,0,0
충청남도 논산시,단기보호,85-89세,0,0,0,0,0,0
충청남도 논산시,단기보호,90-94세,0,0,0,0,0,0
충청남도 논산시,단기보호,95세이상,0,0,0,0,0,0
충청남도 계룡시,방문요양,65-69세,0,3,3,4,1,0
충청남도 계룡시,방문요양,70-74세,1,2,3,9,2,0
충청남도 계룡시,방문요양,75-79세,1,2,15,28,3,0
충청남도 계룡시,방문요양,80-84세,1,7,16,43,7,0
충청남도 계룡시,방문요양,85-89세,1,12,15,34,4,0
충청남도 계룡시,방문요양,90-94세,0,2,14,17,2,0
충청남도 계룡시,방문요양,95세이상,0,0,5,1,0,0
충청남도 계룡시,방문목욕,65-69세,0,0,1,0,0,0
충청남도 계룡시,방문목욕,70-74세,0,1,0,0,0,0
충청남도 계룡시,방문목욕,75-79세,1,0,0,2,0,0
충청남도 계룡시,방문목욕,80-84세,1,2,1,6,0,0
충청남도 계룡시,방문목욕,85-89세,0,5,3,5,0,0
충청남도 계룡시,방문목욕,90-94세,0,0,4,0,1,0
충청남도 계룡시,방문목욕,95세이상,0,0,0,1,0,0
충청남도 계룡시,방문간호,65-69세,0,0,0,0,0,0
충청남도 계룡시,방문간호,70-74세,0,0,0,1,0,0
충청남도 계룡시,방문간호,75-79세,0,0,0,1,0,0
충청남도 계룡시,방문간호,80-84세,0,1,1,1,0,0
충청남도 계룡시,방문간호,85-89세,1,0,0,0,0,0
충청남도 계룡시,방문간호,90-94세,0,0,0,0,0,0
충청남도 계룡시,방문간호,95세이상,0,0,0,0,0,0
충청남도 계룡시,주야간보호,65-69세,0,0,1,2,1,0
충청남도 계룡시,주야간보호,70-74세,1,1,2,4,1,0
충청남도 계룡시,주야간보호,75-79세,0,0,11,10,4,0
충청남도 계룡시,주야간보호,80-84세,0,2,8,15,17,1
충청남도 계룡시,주야간보호,85-89세,0,2,15,32,9,0
충청남도 계룡시,주야간보호,90-94세,0,0,3,14,0,0
충청남도 계룡시,주야간보호,95세이상,0,0,2,2,0,0
충청남도 계룡시,단기보호,65-69세,0,0,0,0,0,0
충청남도 계룡시,단기보호,70-74세,0,0,0,0,0,0
충청남도 계룡시,단기보호,75-79세,0,0,0,0,0,0
충청남도 계룡시,단기보호,80-84세,0,0,0,0,0,0
충청남도 계룡시,단기보호,85-89세,0,0,0,0,0,0
충청남도 계룡시,단기보호,90-94세,0,0,0,0,0,0
충청남도 계룡시,단기보호,95세이상,0,0,0,0,0,0
충청남도 당진시,방문요양,65-69세,8,11,33,58,2,0
충청남도 당진시,방문요양,70-74세,12,13,67,116,10,0
충청남도 당진시,방문요양,75-79세,6,23,117,230,20,0
충청남도 당진시,방문요양,80-84세,10,46,227,418,35,0
충청남도 당진시,방문요양,85-89세,16,54,257,437,22,0
충청남도 당진시,방문요양,90-94세,6,34,103,131,3,0
충청남도 당진시,방문요양,95세이상,2,9,23,19,1,0
충청남도 당진시,방문목욕,65-69세,2,3,5,4,0,0
충청남도 당진시,방문목욕,70-74세,5,2,10,10,0,0
충청남도 당진시,방문목욕,75-79세,3,8,17,22,1,0
충청남도 당진시,방문목욕,80-84세,5,15,40,64,6,0
충청남도 당진시,방문목욕,85-89세,8,14,47,77,2,0
충청남도 당진시,방문목욕,90-94세,1,6,24,24,0,0
충청남도 당진시,방문목욕,95세이상,2,1,4,2,0,0
충청남도 당진시,방문간호,65-69세,2,0,1,0,0,0
충청남도 당진시,방문간호,70-74세,0,0,2,2,0,0
충청남도 당진시,방문간호,75-79세,1,0,0,0,0,0
충청남도 당진시,방문간호,80-84세,1,4,1,3,0,0
충청남도 당진시,방문간호,85-89세,1,0,3,1,0,0
충청남도 당진시,방문간호,90-94세,0,0,2,0,0,0
충청남도 당진시,방문간호,95세이상,0,0,0,0,0,0
충청남도 당진시,주야간보호,65-69세,0,1,8,12,1,1
충청남도 당진시,주야간보호,70-74세,1,2,11,22,11,1
충청남도 당진시,주야간보호,75-79세,0,5,37,89,23,1
충청남도 당진시,주야간보호,80-84세,2,12,111,181,47,5
충청남도 당진시,주야간보호,85-89세,4,13,102,208,22,4
충청남도 당진시,주야간보호,90-94세,1,10,56,74,6,1
충청남도 당진시,주야간보호,95세이상,3,1,15,6,0,0
충청남도 당진시,단기보호,65-69세,0,0,0,0,0,0
충청남도 당진시,단기보호,70-74세,0,0,0,0,0,0
충청남도 당진시,단기보호,75-79세,0,0,0,0,0,0
충청남도 당진시,단기보호,80-84세,0,0,0,0,0,0
충청남도 당진시,단기보호,85-89세,0,0,0,0,1,0
충청남도 당진시,단기보호,90-94세,0,0,1,0,0,0
충청남도 당진시,단기보호,95세이상,0,0,0,0,0,0
충청남도 금산군,방문요양,65-69세,4,2,13,34,10,0
충청남도 금산군,방문요양,70-74세,0,5,20,59,15,0
충청남도 금산군,방문요양,75-79세,5,8,30,105,54,0
충청남도 금산군,방문요양,80-84세,4,25,55,201,129,0
충청남도 금산군,방문요양,85-89세,3,12,71,168,95,0
충청남도 금산군,방문요양,90-94세,5,9,33,69,19,0
충청남도 금산군,방문요양,95세이상,1,5,7,13,4,0
충청남도 금산군,방문목욕,65-69세,1,0,6,12,6,0
충청남도 금산군,방문목욕,70-74세,0,1,12,23,6,0
충청남도 금산군,방문목욕,75-79세,3,4,18,40,25,0
충청남도 금산군,방문목욕,80-84세,1,11,30,105,84,0
충청남도 금산군,방문목욕,85-89세,2,6,32,97,61,0
충청남도 금산군,방문목욕,90-94세,2,4,16,40,10,0
충청남도 금산군,방문목욕,95세이상,0,1,3,8,5,0
충청남도 금산군,방문간호,65-69세,0,0,0,3,0,0
충청남도 금산군,방문간호,70-74세,0,2,0,0,0,0
충청남도 금산군,방문간호,75-79세,0,2,0,3,1,0
충청남도 금산군,방문간호,80-84세,1,0,1,1,1,0
충청남도 금산군,방문간호,85-89세,0,0,2,2,1,0
충청남도 금산군,방문간호,90-94세,0,0,1,1,0,0
충청남도 금산군,방문간호,95세이상,0,1,0,1,0,0
충청남도 금산군,주야간보호,65-69세,1,0,1,9,7,1
충청남도 금산군,주야간보호,70-74세,0,1,6,11,14,4
충청남도 금산군,주야간보호,75-79세,0,3,6,45,38,3
충청남도 금산군,주야간보호,80-84세,0,3,20,85,89,19
충청남도 금산군,주야간보호,85-89세,1,1,32,91,80,9
충청남도 금산군,주야간보호,90-94세,3,3,17,27,25,0
충청남도 금산군,주야간보호,95세이상,0,0,3,7,3,0
충청남도 금산군,단기보호,65-69세,0,0,0,0,0,0
충청남도 금산군,단기보호,70-74세,0,0,0,0,0,0
충청남도 금산군,단기보호,75-79세,0,0,0,0,0,0
충청남도 금산군,단기보호,80-84세,0,0,0,0,0,0
충청남도 금산군,단기보호,85-89세,0,0,0,0,0,0
충청남도 금산군,단기보호,90-94세,0,0,0,0,0,0
충청남도 금산군,단기보호,95세이상,0,0,0,0,0,0
충청남도 부여군,방문요양,65-69세,5,2,6,24,7,0
충청남도 부여군,방문요양,70-74세,0,5,19,57,21,0
충청남도 부여군,방문요양,75-79세,2,6,38,90,55,1
충청남도 부여군,방문요양,80-84세,8,10,65,208,116,0
충청남도 부여군,방문요양,85-89세,11,14,76,249,128,0
충청남도 부여군,방문요양,90-94세,6,15,47,113,43,0
충청남도 부여군,방문요양,95세이상,1,3,17,20,4,0
충청남도 부여군,방문목욕,65-69세,2,1,5,17,6,0
충청남도 부여군,방문목욕,70-74세,0,3,9,34,9,0
충청남도 부여군,방문목욕,75-79세,1,5,23,66,36,0
충청남도 부여군,방문목욕,80-84세,3,8,40,144,84,0
충청남도 부여군,방문목욕,85-89세,7,9,46,198,106,0
충청남도 부여군,방문목욕,90-94세,3,8,30,80,37,0
충청남도 부여군,방문목욕,95세이상,1,2,12,17,3,0
충청남도 부여군,방문간호,65-69세,2,0,0,0,0,0
충청남도 부여군,방문간호,70-74세,0,1,1,0,0,0
충청남도 부여군,방문간호,75-79세,2,0,2,1,0,0
충청남도 부여군,방문간호,80-84세,1,2,1,4,0,0
충청남도 부여군,방문간호,85-89세,1,1,1,0,0,0
충청남도 부여군,방문간호,90-94세,0,0,0,0,0,0
충청남도 부여군,방문간호,95세이상,0,0,0,0,0,0
충청남도 부여군,주야간보호,65-69세,0,0,1,5,3,1
충청남도 부여군,주야간보호,70-74세,0,1,6,8,14,4
충청남도 부여군,주야간보호,75-79세,0,1,13,42,38,11
충청남도 부여군,주야간보호,80-84세,0,4,30,98,85,21
충청남도 부여군,주야간보호,85-89세,2,7,39,110,92,11
충청남도 부여군,주야간보호,90-94세,0,4,20,52,35,4
충청남도 부여군,주야간보호,95세이상,0,1,4,12,3,0
충청남도 부여군,단기보호,65-69세,0,0,0,0,0,0
충청남도 부여군,단기보호,70-74세,0,0,0,0,0,0
충청남도 부여군,단기보호,75-79세,0,0,0,0,0,0
충청남도 부여군,단기보호,80-84세,0,0,0,0,0,0
충청남도 부여군,단기보호,85-89세,0,0,0,0,0,0
충청남도 부여군,단기보호,90-94세,0,0,1,1,0,0
충청남도 부여군,단기보호,95세이상,0,0,0,0,0,0
충청남도 서천군,방문요양,65-69세,4,3,9,40,11,0
충청남도 서천군,방문요양,70-74세,2,10,46,81,18,0
충청남도 서천군,방문요양,75-79세,2,12,55,147,46,0
충청남도 서천군,방문요양,80-84세,5,21,103,284,84,0
충청남도 서천군,방문요양,85-89세,6,33,142,335,67,0
충청남도 서천군,방문요양,90-94세,5,15,81,148,26,0
충청남도 서천군,방문요양,95세이상,2,3,16,26,3,0
충청남도 서천군,방문목욕,65-69세,0,0,1,3,1,0
충청남도 서천군,방문목욕,70-74세,1,1,6,12,2,0
충청남도 서천군,방문목욕,75-79세,0,4,11,21,6,0
충청남도 서천군,방문목욕,80-84세,4,5,22,57,8,0
충청남도 서천군,방문목욕,85-89세,1,13,33,63,9,0
충청남도 서천군,방문목욕,90-94세,1,5,29,34,2,0
충청남도 서천군,방문목욕,95세이상,0,0,1,5,0,0
충청남도 서천군,방문간호,65-69세,0,0,0,1,0,0
충청남도 서천군,방문간호,70-74세,0,0,1,0,1,0
충청남도 서천군,방문간호,75-79세,0,0,0,0,0,0
충청남도 서천군,방문간호,80-84세,0,0,1,1,1,0
충청남도 서천군,방문간호,85-89세,0,1,2,3,0,0
충청남도 서천군,방문간호,90-94세,0,0,0,1,1,0
충청남도 서천군,방문간호,95세이상,0,1,0,0,0,0
충청남도 서천군,주야간보호,65-69세,1,0,2,7,2,0
충청남도 서천군,주야간보호,70-74세,1,3,7,7,8,0
충청남도 서천군,주야간보호,75-79세,0,1,16,30,23,2
충청남도 서천군,주야간보호,80-84세,0,3,26,48,28,8
충청남도 서천군,주야간보호,85-89세,0,3,24,77,24,4
충청남도 서천군,주야간보호,90-94세,1,3,14,39,17,1
충청남도 서천군,주야간보호,95세이상,1,0,4,6,1,0
충청남도 서천군,단기보호,65-69세,0,0,0,0,0,0
충청남도 서천군,단기보호,70-74세,0,0,0,0,0,0
충청남도 서천군,단기보호,75-79세,0,0,0,0,0,0
충청남도 서천군,단기보호,80-84세,0,0,0,0,0,0
충청남도 서천군,단기보호,85-89세,0,0,0,0,0,0
충청남도 서천군,단기보호,90-94세,0,0,0,0,0,0
충청남도 서천군,단기보호,95세이상,0,0,0,0,0,0
충청남도 청양군,방문요양,65-69세,2,2,10,8,1,0
충청남도 청양군,방문요양,70-74세,1,6,16,25,4,0
충청남도 청양군,방문요양,75-79세,1,6,23,57,16,0
충청남도 청양군,방문요양,80-84세,4,18,50,111,38,0
충청남도 청양군,방문요양,85-89세,2,21,77,168,39,0
충청남도 청양군,방문요양,90-94세,5,4,32,56,11,0
충청남도 청양군,방문요양,95세이상,0,1,6,8,0,0
충청남도 청양군,방문목욕,65-69세,1,1,2,3,0,0
충청남도 청양군,방문목욕,70-74세,0,1,2,3,0,0
충청남도 청양군,방문목욕,75-79세,0,4,5,21,3,0
충청남도 청양군,방문목욕,80-84세,3,6,19,37,11,0
충청남도 청양군,방문목욕,85-89세,0,6,33,57,13,0
충청남도 청양군,방문목욕,90-94세,1,2,11,21,3,0
충청남도 청양군,방문목욕,95세이상,0,2,2,5,0,0
충청남도 청양군,방문간호,65-69세,0,0,0,0,0,0
충청남도 청양군,방문간호,70-74세,1,0,0,3,0,0
충청남도 청양군,방문간호,75-79세,0,1,1,0,0,0
충청남도 청양군,방문간호,80-84세,3,1,2,3,1,0
충청남도 청양군,방문간호,85-89세,0,3,2,3,0,0
충청남도 청양군,방문간호,90-94세,0,0,0,0,0,0
충청남도 청양군,방문간호,95세이상,0,0,0,0,0,0
충청남도 청양군,주야간보호,65-69세,0,0,0,1,1,0
충청남도 청양군,주야간보호,70-74세,0,1,4,5,6,0
충청남도 청양군,주야간보호,75-79세,0,2,4,19,8,2
충청남도 청양군,주야간보호,80-84세,1,1,19,32,25,3
충청남도 청양군,주야간보호,85-89세,0,1,20,55,22,2
충청남도 청양군,주야간보호,90-94세,0,1,10,22,6,0
충청남도 청양군,주야간보호,95세이상,0,1,0,7,2,0
충청남도 청양군,단기보호,65-69세,0,0,0,0,0,0
충청남도 청양군,단기보호,70-74세,0,0,0,0,0,0
충청남도 청양군,단기보호,75-79세,0,0,0,0,0,0
충청남도 청양군,단기보호,80-84세,0,0,1,0,0,0
충청남도 청양군,단기보호,85-89세,0,0,0,0,0,0
충청남도 청양군,단기보호,90-94세,0,0,0,0,0,0
충청남도 청양군,단기보호,95세이상,0,0,0,0,0,0
충청남도 홍성군,방문요양,65-69세,6,8,24,33,5,0
충청남도 홍성군,방문요양,70-74세,10,13,56,73,15,0
충청남도 홍성군,방문요양,75-79세,16,25,91,152,32,0
충청남도 홍성군,방문요양,80-84세,15,36,177,360,54,0
충청남도 홍성군,방문요양,85-89세,29,41,235,368,52,1
충청남도 홍성군,방문요양,90-94세,9,21,104,130,9,0
충청남도 홍성군,방문요양,95세이상,3,7,20,20,3,0
충청남도 홍성군,방문목욕,65-69세,1,4,8,8,1,0
충청남도 홍성군,방문목욕,70-74세,4,3,25,24,2,0
충청남도 홍성군,방문목욕,75-79세,6,8,42,37,10,0
충청남도 홍성군,방문목욕,80-84세,8,23,82,151,20,0
충청남도 홍성군,방문목욕,85-89세,12,19,110,163,25,0
충청남도 홍성군,방문목욕,90-94세,3,12,54,55,3,0
충청남도 홍성군,방문목욕,95세이상,2,4,8,10,1,0
충청남도 홍성군,방문간호,65-69세,1,2,4,2,0,0
충청남도 홍성군,방문간호,70-74세,2,3,4,5,0,0
충청남도 홍성군,방문간호,75-79세,4,3,6,5,0,0
충청남도 홍성군,방문간호,80-84세,0,6,13,12,4,0
충청남도 홍성군,방문간호,85-89세,3,4,8,13,0,0
