"시·군·구별","등급별","급여종류별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"세종","2등급","복지용구","급여제공기관[개]","개","39","40","52","60","76","82","95","75","85","104",
"세종","2등급","복지용구","급여제공일수[일]","일","0","0","0","0","","","-","0","0","-",
"세종","2등급","복지용구","급여비용[천원]","천원","36601","35826","46581","54702","67228","83767","105402","87419","111737","145168",
"세종","2등급","복지용구","공단부담금[천원]","천원","32308","31330","40405","47651","58794","73079","93164","77184","98519","127349",
"세종","2등급","노인요양시설","급여이용수급자[명]","명","156","157","175","201","193","227","261","254","265","265",
"세종","2등급","노인요양시설","급여제공기관[개]","개","63","80","89","106","107","122","124","138","137","152",
"세종","2등급","노인요양시설","급여제공일수[일]","일","30523","35018","44488","44695","46834","52080","62902","66756","62543","63183",
"세종","2등급","노인요양시설","급여비용[천원]","천원","1470430","1761181","2366150","2419407","2648671","3255910","4272487","4726727","4555959","4713626",
"세종","2등급","노인요양시설","공단부담금[천원]","천원","1275606","1516812","2019763","2067567","2261813","2794689","3728725","4084514","3968418","4136920",
"세종","2등급","노인요양시설(구법)","급여이용수급자[명]","명","8","","","","","","","","","",
"세종","2등급","노인요양시설(구법)","급여제공기관[개]","개","1","","","","","","","","","",
"세종","2등급","노인요양시설(구법)","급여제공일수[일]","일","668","","","","","","","","","",
"세종","2등급","노인요양시설(구법)","급여비용[천원]","천원","24193","","","","","","","","","",
"세종","2등급","노인요양시설(구법)","공단부담금[천원]","천원","21211","","","","","","","","","",
"세종","2등급","노인전문요양시설(구법)","급여이용수급자[명]","명","18","","","","","","","","","",
"세종","2등급","노인전문요양시설(구법)","급여제공기관[개]","개","8","","","","","","","","","",
"세종","2등급","노인전문요양시설(구법)","급여제공일수[일]","일","1680","","","","","","","","","",
"세종","2등급","노인전문요양시설(구법)","급여비용[천원]","천원","77831","","","","","","","","","",
"세종","2등급","노인전문요양시설(구법)","공단부담금[천원]","천원","70666","","","","","","","","","",
"세종","2등급","노인요양공동생활가정","급여이용수급자[명]","명","17","20","22","14","12","5","13","11","10","11",
"세종","2등급","노인요양공동생활가정","급여제공기관[개]","개","11","15","14","8","11","4","10","11","10","10",
"세종","2등급","노인요양공동생활가정","급여제공일수[일]","일","3946","4945","5161","3424","2196","1355","2438","2005","1905","2049",
"세종","2등급","노인요양공동생활가정","급여비용[천원]","천원","183041","254741","284826","181349","115062","81911","158927","142858","142887","156428",
"세종","2등급","노인요양공동생활가정","공단부담금[천원]","천원","158699","219936","244381","155522","98478","68637","138508","120377","123470","134714",
"세종","2등급","노인요양시설(단기보호전환)","급여이용수급자[명]","명","5","","","","","","","","","",
"세종","2등급","노인요양시설(단기보호전환)","급여제공기관[개]","개","4","","","","","","","","","",
"세종","2등급","노인요양시설(단기보호전환)","급여제공일수[일]","일","302","","","","","","","","","",
"세종","2등급","노인요양시설(단기보호전환)","급여비용[천원]","천원","12269","","","","","","","","","",
"세종","2등급","노인요양시설(단기보호전환)","공단부담금[천원]","천원","10644","","","","","","","","","",
"세종","2등급","통합재가서비스","급여이용수급자[명]","명","","","","","","","","","0","-",
"세종","2등급","통합재가서비스","급여제공기관[개]","개","","","","","","","","","0","-",
"세종","2등급","통합재가서비스","급여제공일수[일]","일","","","","","","","","","0","-",
"세종","2등급","통합재가서비스","급여비용[천원]","천원","","","","","","","","","0","-",
"세종","2등급","통합재가서비스","공단부담금[천원]","천원","","","","","","","","","0","-",
"세종","3등급","계","급여이용수급자[명]","명","788","867","674","787","876","967","1020","1052","1209","1375",
"세종","3등급","계","급여제공기관[개]","개","446","456","444","515","600","604","634","656","686","808",
"세종","3등급","계","급여제공일수[일]","일","148497","141569","130160","144820","173735","187036","211813","231521","251793","402294",
"세종","3등급","계","급여비용[천원]","천원","5601723","5643319","5488620","6264032","7830468","9513610","11641577","13168959","14721319","16898924",
"세종","3등급","계","공단부담금[천원]","천원","4939449","4974670","4776665","5442681","6793883","8308183","10272797","11614373","13096847","15044274",
"세종","3등급","방문요양","급여이용수급자[명]","명","521","541","374","426","465","480","478","502","593","708",
"세종","3등급","방문요양","급여제공기관[개]","개","192","194","174","201","230","216","236","240","260","312",
"세종","3등급","방문요양","급여제공일수[일]","일","82356","74518","64303","64188","78979","77943","82479","88315","101793","115964",
"세종","3등급","방문요양","급여비용[천원]","천원","2647221","2492204","2139285","2129186","2750830","3126879","3455124","3779019","4496794","5037270",
"세종","3등급","방문요양","공단부담금[천원]","천원","2333129","2195581","1873222","1864628","2418827","2776177","3087615","3383034","4052774","4526815",
"세종","3등급","방문목욕","급여이용수급자[명]","명","131","96","77","78","77","69","70","65","66","94",
"세종","3등급","방문목욕","급여제공기관[개]","개","56","48","45","44","47","39","38","33","30","38",
"세종","3등급","방문목욕","급여제공일수[일]","일","2786","1785","1804","1671","1856","1878","1617","1427","1358","1660",
"세종","3등급","방문목욕","급여비용[천원]","천원","124041","80002","82707","73534","85913","88263","82448","85368","79299","106891",
"세종","3등급","방문목욕","공단부담금[천원]","천원","109951","70925","72868","64415","75401","78078","73409","75177","70651","95351",
"세종","3등급","방문간호","급여이용수급자[명]","명","9","6","7","13","14","39","39","32","39","42",
"세종","3등급","방문간호","급여제공기관[개]","개","2","3","5","6","5","10","18","10","14","14",
"세종","3등급","방문간호","급여제공일수[일]","일","138","152","217","237","336","1276","1536","1124","1164","1503",
"세종","3등급","방문간호","급여비용[천원]","천원","4927","5496","9057","8898","15008","60010","75640","54335","58339","77779",
"세종","3등급","방문간호","공단부담금[천원]","천원","4462","4903","7814","7963","12802","52745","66959","48952","52217","69420",
"세종","3등급","주야간보호","급여이용수급자[명]","명","72","71","50","92","126","130","144","163","211","260",
"세종","3등급","주야간보호","급여제공기관[개]","개","39","34","35","42","57","64","85","85","78","106",
"세종","3등급","주야간보호","급여제공일수[일]","일","9557","9241","7511","11317","16017","17544","21038","26024","35724","40702",
"세종","3등급","주야간보호","급여비용[천원]","천원","339237","401969","371675","547685","819344","988829","1274731","1569578","2218413","2581807",
"세종","3등급","주야간보호","공단부담금[천원]","천원","297427","359043","331702","486536","726464","882274","1145968","1404993","1997402","2332897",
"세종","3등급","단기보호","급여이용수급자[명]","명","4","7","3","5","5","2","2","4","2","1",
"세종","3등급","단기보호","급여제공기관[개]","개","3","5","3","5","6","2","2","1","1","1",
"세종","3등급","단기보호","급여제공일수[일]","일","253","154","158","155","239","34","40","209","65","24",
"세종","3등급","단기보호","급여비용[천원]","천원","9345","5469","6069","5877","9396","1514","1835","10176","3235","1216",
"세종","3등급","단기보호","공단부담금[천원]","천원","7955","4690","5159","5044","8149","1287","1678","9070","2930","1034",
"세종","3등급","복지용구","급여이용수급자[명]","명","278","296","243","307","353","399","427","447","563","634",
"세종","3등급","복지용구","급여제공기관[개]","개","101","96","98","122","150","146","143","141","152","176",
"세종","3등급","복지용구","급여제공일수[일]","일","0","0","0","0","","","-","0","0","-",
"세종","3등급","복지용구","급여비용[천원]","천원","163695","154200","136156","162641","188750","206357","237449","266648","352814","392734",
"세종","3등급","복지용구","공단부담금[천원]","천원","144280","137412","119149","142356","164960","181736","210976","238146","316231","351876",
"세종","3등급","노인요양시설","급여이용수급자[명]","명","197","231","224","262","322","364","395","418","440","465",
"세종","3등급","노인요양시설","급여제공기관[개]","개","93","109","115","137","146","164","154","176","186","209",
"세종","3등급","노인요양시설","급여제공일수[일]","일","43785","49296","52475","63402","73228","84882","100853","109423","104704","120029",
"세종","3등급","노인요양시설","급여비용[천원]","천원","1922678","2199237","2555867","3150161","3810783","4854256","6259597","7084395","7047576","8196633",
"세종","3등급","노인요양시설","공단부담금[천원]","천원","1706220","1945966","2207957","2710908","3262888","4175611","5467985","6187311","6201407","7224321",
"세종","3등급","노인요양시설(구법)","급여이용수급자[명]","명","14","","","","","","","","","",
"세종","3등급","노인요양시설(구법)","급여제공기관[개]","개","2","","","","","","","","","",
"세종","3등급","노인요양시설(구법)","급여제공일수[일]","일","1456","","","","","","","","","",
"세종","3등급","노인요양시설(구법)","급여비용[천원]","천원","47221","","","","","","","","","",
"세종","3등급","노인요양시설(구법)","공단부담금[천원]","천원","44832","","","","","","","","","",
"세종","3등급","노인전문요양시설(구법)","급여이용수급자[명]","명","14","","","","","","","","","",
"세종","3등급","노인전문요양시설(구법)","급여제공기관[개]","개","5","","","","","","","","","",
"세종","3등급","노인전문요양시설(구법)","급여제공일수[일]","일","1240","","","","","","","","","",
"세종","3등급","노인전문요양시설(구법)","급여비용[천원]","천원","54490","","","","","","","","","",
"세종","3등급","노인전문요양시설(구법)","공단부담금[천원]","천원","51916","","","","","","","","","",
"세종","3등급","노인요양공동생활가정","급여이용수급자[명]","명","31","27","28","21","20","20","20","23","26","32",
"세종","3등급","노인요양공동생활가정","급여제공기관[개]","개","23","22","23","18","16","18","16","20","21","19",
"세종","3등급","노인요양공동생활가정","급여제공일수[일]","일","6117","6423","3692","3850","3080","3479","4250","4999","6985","7046",
"세종","3등급","노인요양공동생활가정","급여비용[천원]","천원","259442","304742","187805","186050","150445","187502","254753","319440","464851","504594",
"세종","3등급","노인요양공동생활가정","공단부담금[천원]","천원","215986","256149","158794","160831","124392","160275","218208","267690","403235","442561",
"세종","3등급","노인요양시설(단기보호전환)","급여이용수급자[명]","명","8","","","","","","","","","",
"세종","3등급","노인요양시설(단기보호전환)","급여제공기관[개]","개","7","","","","","","","","","",
"세종","3등급","노인요양시설(단기보호전환)","급여제공일수[일]","일","809","","","","","","","","","",
"세종","3등급","노인요양시설(단기보호전환)","급여비용[천원]","천원","29425","","","","","","","","","",
"세종","3등급","노인요양시설(단기보호전환)","공단부담금[천원]","천원","23291","","","","","","","","","",
"세종","3등급","통합재가서비스","급여이용수급자[명]","명","","","","","","","","","0","-",
"세종","3등급","통합재가서비스","급여제공기관[개]","개","","","","","","","","","0","-",
"세종","3등급","통합재가서비스","급여제공일수[일]","일","","","","","","","","","0","-",
"세종","3등급","통합재가서비스","급여비용[천원]","천원","","","","","","","","","0","-",
"세종","3등급","통합재가서비스","공단부담금[천원]","천원","","","","","","","","","0","-",
"세종","4등급","계","급여이용수급자[명]","명","","374","584","744","927","1130","1302","1555","1904","2162",
"세종","4등급","계","급여제공기관[개]","개","","208","354","437","539","628","734","834","940","994",
"세종","4등급","계","급여제공일수[일]","일","","31600","101622","129938","160215","200197","258944","324753","378002","555679",
"세종","4등급","계","급여비용[천원]","천원","","1286218","4185146","5405568","6929250","9708911","13625077","17751634","21146110","24373717",
"세종","4등급","계","공단부담금[천원]","천원","","1138347","3668635","4715448","6060953","8544715","12106111","15829008","18934733","21875609",
"세종","4등급","방문요양","급여이용수급자[명]","명","","259","397","488","599","711","782","912","1136","1293",
"세종","4등급","방문요양","급여제공기관[개]","개","","108","177","195","233","269","278","320","388","399",
"세종","4등급","방문요양","급여제공일수[일]","일","","20316","61984","78614","92313","113075","130925","157300","186326","215042",
"세종","4등급","방문요양","급여비용[천원]","천원","","706645","2170763","2751286","3333091","4644963","5624908","6916355","8367010","9487076",
"세종","4등급","방문요양","공단부담금[천원]","천원","","625754","1918393","2428240","2962820","4147971","5050154","6236790","7564304","8561183",
"세종","4등급","방문목욕","급여이용수급자[명]","명","","31","57","65","71","78","71","101","120","141",
"세종","4등급","방문목욕","급여제공기관[개]","개","","15","30","37","29","32","28","38","44","35",
"세종","4등급","방문목욕","급여제공일수[일]","일","","370","989","1291","1496","1566","1481","1814","2251","2739",
"세종","4등급","방문목욕","급여비용[천원]","천원","","17331","48661","62034","71548","79877","80759","113272","145765","178689",
"세종","4등급","방문목욕","공단부담금[천원]","천원","","15631","43452","54066","62409","70381","71938","100804","130257","160344",
"세종","4등급","방문간호","급여이용수급자[명]","명","","4","6","11","17","33","41","30","34","43",
"세종","4등급","방문간호","급여제공기관[개]","개","","3","6","5","8","13","13","15","14","16",
"세종","4등급","방문간호","급여제공일수[일]","일","","71","251","130","379","753","1120","865","1018","1210",
"세종","4등급","방문간호","급여비용[천원]","천원","","2812","11172","5290","18936","35086","53275","42778","49096","61303",
"세종","4등급","방문간호","공단부담금[천원]","천원","","2546","9820","4743","16471","30715","47463","37816","44363","55084",
"세종","4등급","주야간보호","급여이용수급자[명]","명","","37","93","113","166","217","280","384","524","569",
"세종","4등급","주야간보호","급여제공기관[개]","개","","17","36","47","66","84","125","151","171","177",
"세종","4등급","주야간보호","급여제공일수[일]","일","","3160","11737","15040","23973","30322","44294","65917","87889","98973",
"세종","4등급","주야간보호","급여비용[천원]","천원","","147051","552835","714688","1181771","1645677","2629558","3897719","5347544","6128647",
"세종","4등급","주야간보호","공단부담금[천원]","천원","","130060","489115","636430","1052411","1465473","2359472","3518737","4830501","5559395",
"세종","4등급","단기보호","급여이용수급자[명]","명","","2","4","3","6","3","4","8","4","3",
"세종","4등급","단기보호","급여제공기관[개]","개","","2","4","3","7","3","5","7","5","2",
"세종","4등급","단기보호","급여제공일수[일]","일","","83","303","318","334","290","517","866","270","139",
"세종","4등급","단기보호","급여비용[천원]","천원","","3103","11267","11890","13054","14670","26041","46548","13749","6981",
"세종","4등급","단기보호","공단부담금[천원]","천원","","2638","9579","10202","11131","12775","22580","41766","12312","6291",
"세종","4등급","복지용구","급여이용수급자[명]","명","","106","207","291","348","416","509","677","878","988",
"세종","4등급","복지용구","급여제공기관[개]","개","","41","73","95","125","128","152","171","191","207",
"세종","4등급","복지용구","급여제공일수[일]","일","","0","0","0","","","-","0","0","-",
"세종","4등급","복지용구","급여비용[천원]","천원","","43168","118176","155694","154516","186763","251057","370095","446608","518617",
"세종","4등급","복지용구","공단부담금[천원]","천원","","38131","103914","137594","137058","165780","224960","333852","403981","468027",
"세종","4등급","노인요양시설","급여이용수급자[명]","명","","63","111","140","183","242","316","349","405","474",
"세종","4등급","노인요양시설","급여제공기관[개]","개","","37","57","80","100","135","159","170","181","207",
"세종","4등급","노인요양시설","급여제공일수[일]","일","","7292","25031","31260","38455","51070","75301","90548","92780","109615",
"세종","4등급","노인요양시설","급여비용[천원]","천원","","353184","1209311","1546550","1999827","2940845","4654668","5893721","6269765","7545935",
"세종","4등급","노인요양시설","공단부담금[천원]","천원","","313183","1038849","1311407","1689747","2516955","4064802","5145112","5512441","6680666",
"세종","4등급","노인요양공동생활가정","급여이용수급자[명]","명","","4","9","17","13","16","24","36","33","27",
"세종","4등급","노인요양공동생활가정","급여제공기관[개]","개","","4","10","15","13","17","20","23","21","18",
"세종","4등급","노인요양공동생활가정","급여제공일수[일]","일","","308","1327","3285","3265","3121","5306","7443","7468","6144",
"세종","4등급","노인요양공동생활가정","급여비용[천원]","천원","","12923","62961","158136","156507","161030","304810","471145","506574","446467",
"세종","4등급","노인요양공동생활가정","공단부담금[천원]","천원","","10404","55514","132767","128907","134664","264741","414130","436574","384619",
"세종","4등급","통합재가서비스","급여이용수급자[명]","명","","","","","","","","","0","-",
"세종","4등급","통합재가서비스","급여제공기관[개]","개","","","","","","","","","0","-",
"세종","4등급","통합재가서비스","급여제공일수[일]","일","","","","","","","","","0","-",
"세종","4등급","통합재가서비스","급여비용[천원]","천원","","","","","","","","","0","-",
"세종","4등급","통합재가서비스","공단부담금[천원]","천원","","","","","","","","","0","-",
"세종","5등급","계","급여이용수급자[명]","명","","12","28","48","117","205","323","449","535","625",
"세종","5등급","계","급여제공기관[개]","개","","8","24","48","89","136","219","260","271","302",
"세종","5등급","계","급여제공일수[일]","일","","450","3065","5622","12863","27781","45261","72704","89412","108733",
"세종","5등급","계","급여비용[천원]","천원","","21704","141789","243951","597863","1479964","2478222","3995816","5065386","5397569",
"세종","5등급","계","공단부담금[천원]","천원","","19132","123334","214912","526815","1315878","2227622","3600203","4591785","4858794",
"세종","5등급","방문요양","급여이용수급자[명]","명","","4","3","5","26","63","150","207","234","284",
"세종","5등급","방문요양","급여제공기관[개]","개","","3","3","5","22","38","78","83","92","108",
"세종","5등급","방문요양","급여제공일수[일]","일","","65","203","395","1639","6735","14368","24699","31213","36275",
"세종","5등급","방문요양","급여비용[천원]","천원","","2373","7241","10688","63028","304871","661112","1198719","1596983","1727504",
"세종","5등급","방문요양","공단부담금[천원]","천원","","2084","6339","9306","56286","273408","595940","1093554","1458114","1555213",
"세종","5등급","방문목욕","급여이용수급자[명]","명","","0","0","0","3","3","4","6","14","21",
"세종","5등급","방문목욕","급여제공기관[개]","개","","0","0","0","3","3","3","5","9","12",
"세종","5등급","방문목욕","급여제공일수[일]","일","","0","0","0","13","76","41","76","116","326",
"세종","5등급","방문목욕","급여비용[천원]","천원","","0","0","0","687","3044","2394","5587","8858","25134",
"세종","5등급","방문목욕","공단부담금[천원]","천원","","0","0","0","644","2627","2159","4798","7699","22194",
"세종","5등급","방문간호","급여이용수급자[명]","명","","0","0","0","","4","15","10","10","10",
"세종","5등급","방문간호","급여제공기관[개]","개","","0","0","0","","3","5","6","4","6",
"세종","5등급","방문간호","급여제공일수[일]","일","","0","0","0","","67","131","267","295","249",
"세종","5등급","방문간호","급여비용[천원]","천원","","0","0","0","","2969","6058","12555","14182","12294",
"세종","5등급","방문간호","공단부담금[천원]","천원","","0","0","0","","2706","5293","10980","12341","10634",
"세종","5등급","주야간보호","급여이용수급자[명]","명","","6","23","36","83","128","187","278","320","331",
"세종","5등급","주야간보호","급여제공기관[개]","개","","3","11","22","34","59","84","102","106","98",
"세종","5등급","주야간보호","급여제공일수[일]","일","","332","2128","4954","10192","19267","29005","45441","54905","55998",
"세종","5등급","주야간보호","급여비용[천원]","천원","","15368","96277","216466","471159","1052986","1662202","2550263","3160182","3285343",
"세종","5등급","주야간보호","공단부담금[천원]","천원","","13788","85480","191229","414335","937372","1491602","2292573","2866668","2967641",
"세종","5등급","단기보호","급여이용수급자[명]","명","","0","0","1","2","","-","0","0","-",
"세종","5등급","단기보호","급여제공기관[개]","개","","0","0","1","3","","-","0","0","-",
"세종","5등급","단기보호","급여제공일수[일]","일","","0","0","81","191","","-","0","0","-",
"세종","5등급","단기보호","급여비용[천원]","천원","","0","0","2929","7161","","-","0","0","-",
"세종","5등급","단기보호","공단부담금[천원]","천원","","0","0","2489","6106","","-","0","0","-",
"세종","5등급","복지용구","급여이용수급자[명]","명","","1","8","17","34","56","104","168","198","236",
"세종","5등급","복지용구","급여제공기관[개]","개","","1","6","19","23","36","55","70","67","76",
"세종","5등급","복지용구","급여제공일수[일]","일","","0","0","0","","","-","0","0","-",
"세종","5등급","복지용구","급여비용[천원]","천원","","1295","3309","4568","12457","22470","40770","81058","86375","107167",
"세종","5등급","복지용구","공단부담금[천원]","천원","","1100","2843","3908","10687","19961","36911","72578","78416","95648",
"세종","5등급","노인요양시설","급여이용수급자[명]","명","","1","2","1","6","7","8","8","12","20",
"세종","5등급","노인요양시설","급여제공기관[개]","개","","1","3","1","6","6","6","10","11","19",
"세종","5등급","노인요양시설","급여제공일수[일]","일","","53","553","91","828","1271","1638","2221","2883","3338",
"세종","5등급","노인요양시설","급여비용[천원]","천원","","2669","27020","4869","43370","74450","101999","147635","198806","235097",
"세종","5등급","노인요양시설","공단부담금[천원]","천원","","2160","22319","4434","38756","64166","92593","125721","168547","202960",
"세종","5등급","노인요양공동생활가정","급여이용수급자[명]","명","","0","1","1","","1","1","0","0","1",
"세종","5등급","노인요양공동생활가정","급여제공기관[개]","개","","0","1","1","","1","1","0","0","1",
"세종","5등급","노인요양공동생활가정","급여제공일수[일]","일","","0","181","101","","365","78","0","0","83",
"세종","5등급","노인요양공동생활가정","급여비용[천원]","천원","","0","7940","4431","","19173","3687","0","0","5030",
"세종","5등급","노인요양공동생활가정","공단부담금[천원]","천원","","0","6352","3545","","15638","3124","0","0","4504",
"세종","5등급","통합재가서비스","급여이용수급자[명]","명","","","","","","","","","0","-",
"세종","5등급","통합재가서비스","급여제공기관[개]","개","","","","","","","","","0","-",
"세종","5등급","통합재가서비스","급여제공일수[일]","일","","","","","","","","","0","-",
"세종","5등급","통합재가서비스","급여비용[천원]","천원","","","","","","","","","0","-",
"세종","5등급","통합재가서비스","공단부담금[천원]","천원","","","","","","","","","0","-",
"세종","인지지원등급","계","급여이용수급자[명]","명","","","","","","28","40","68","64","48",
"세종","인지지원등급","계","급여제공기관[개]","개","","","","","","15","31","35","36","35",
"세종","인지지원등급","계","급여제공일수[일]","일","","","","","","975","1976","3058","3235","2994",
"세종","인지지원등급","계","급여비용[천원]","천원","","","","","","51723","107576","158077","187291","152428",
"세종","인지지원등급","계","공단부담금[천원]","천원","","","","","","45996","95409","140675","168201","135740",
"세종","인지지원등급","방문요양","급여이용수급자[명]","명","","","","","","","-","0","0","-",
"세종","인지지원등급","방문요양","급여제공기관[개]","개","","","","","","","-","0","0","-",
"세종","인지지원등급","방문요양","급여제공일수[일]","일","","","","","","","-","0","0","-",
"세종","인지지원등급","방문요양","급여비용[천원]","천원","","","","","","","-","0","0","-",
"세종","인지지원등급","방문요양","공단부담금[천원]","천원","","","","","","","-","0","0","-",
"세종","인지지원등급","방문목욕","급여이용수급자[명]","명","","","","","","","-","0","0","-",
"세종","인지지원등급","방문목욕","급여제공기관[개]","개","","","","","","","-","0","0","-",
"세종","인지지원등급","방문목욕","급여제공일수[일]","일","","","","","","","-","0","0","-",
"세종","인지지원등급","방문목욕","급여비용[천원]","천원","","","","","","","-","0","0","-",
"세종","인지지원등급","방문목욕","공단부담금[천원]","천원","","","","","","","-","0","0","-",
"세종","인지지원등급","방문간호","급여이용수급자[명]","명","","","","","","","-","0","0","-",
"세종","인지지원등급","방문간호","급여제공기관[개]","개","","","","","","","-","0","0","-",
"세종","인지지원등급","방문간호","급여제공일수[일]","일","","","","","","","-","0","0","-",
"세종","인지지원등급","방문간호","급여비용[천원]","천원","","","","","","","-","0","0","-",
"세종","인지지원등급","방문간호","공단부담금[천원]","천원","","","","","","","-","0","0","-",
"세종","인지지원등급","주야간보호","급여이용수급자[명]","명","","","","","","27","34","60","59","41",
"세종","인지지원등급","주야간보호","급여제공기관[개]","개","","","","","","13","20","26","25","24",
"세종","인지지원등급","주야간보호","급여제공일수[일]","일","","","","","","975","1976","3058","3235","2648",
"세종","인지지원등급","주야간보호","급여비용[천원]","천원","","","","","","51448","103203","153557","184190","147926",
"세종","인지지원등급","주야간보호","공단부담금[천원]","천원","","","","","","45761","91538","136545","165470","131807",
"세종","인지지원등급","단기보호","급여이용수급자[명]","명","","","","","","","-","0","0","-",
"세종","인지지원등급","단기보호","급여제공기관[개]","개","","","","","","","-","0","0","-",
"세종","인지지원등급","단기보호","급여제공일수[일]","일","","","","","","","-","0","0","-",
"세종","인지지원등급","단기보호","급여비용[천원]","천원","","","","","","","-","0","0","-",
"세종","인지지원등급","단기보호","공단부담금[천원]","천원","","","","","","","-","0","0","-",
"세종","인지지원등급","복지용구","급여이용수급자[명]","명","","","","","","2","10","16","12","14",
"세종","인지지원등급","복지용구","급여제공기관[개]","개","","","","","","2","11","9","11","11",
"세종","인지지원등급","복지용구","급여제공일수[일]","일","","","","","","","-","0","0","-",
"세종","인지지원등급","복지용구","급여비용[천원]","천원","","","","","","276","4373","4520","3101","4501",
"세종","인지지원등급","복지용구","공단부담금[천원]","천원","","","","","","234","3871","4131","2732","3934",
"세종","인지지원등급","노인요양시설","급여이용수급자[명]","명","","","","","","","-","0","0","-",
"세종","인지지원등급","노인요양시설","급여제공기관[개]","개","","","","","","","-","0","0","-",
"세종","인지지원등급","노인요양시설","급여제공일수[일]","일","","","","","","","-","0","0","-",
"세종","인지지원등급","노인요양시설","급여비용[천원]","천원","","","","","","","-","0","0","-",
"세종","인지지원등급","노인요양시설","공단부담금[천원]","천원","","","","","","","-","0","0","-",
"세종","인지지원등급","노인요양공동생활가정","급여이용수급자[명]","명","","","","","","","-","0","0","-",
"세종","인지지원등급","노인요양공동생활가정","급여제공기관[개]","개","","","","","","","-","0","0","-",
"세종","인지지원등급","노인요양공동생활가정","급여제공일수[일]","일","","","","","","","-","0","0","-",
"세종","인지지원등급","노인요양공동생활가정","급여비용[천원]","천원","","","","","","","-","0","0","-",
"세종","인지지원등급","노인요양공동생활가정","공단부담금[천원]","천원","","","","","","","-","0","0","-",
"세종","인지지원등급","통합재가서비스","급여이용수급자[명]","명","","","","","","","","","0","-",
"세종","인지지원등급","통합재가서비스","급여제공기관[개]","개","","","","","","","","","0","-",
"세종","인지지원등급","통합재가서비스","급여제공일수[일]","일","","","","","","","","","0","-",
"세종","인지지원등급","통합재가서비스","급여비용[천원]","천원","","","","","","","","","0","-",
"세종","인지지원등급","통합재가서비스","공단부담금[천원]","천원","","","","","","","","","0","-",
"경기","계","계","급여이용수급자[명]","명","83662","93445","101320","112109","125817","141263","158222","172024","191315","213744",
"경기","계","계","급여제공기관[개]","개","9154","9571","10020","10869","11449","12084","12911","13684","14783","15500",
"경기","계","계","급여제공일수[일]","일","18455971","19931230","22219936","24660889","27949287","31155137","35085115","38911442","42698377","48413597",
"경기","계","계","급여비용[천원]","천원","763766603","873013042","1015695240","1147699976","1337117420","1648142938","1987730140","2255821713","2532898612","2883142450",
"경기","계","계","공단부담금[천원]","천원","664560713","762824966","890674427","1009389130","1178604745","1464398689","1791258897","2033245468","2293430323","2616622647",
"경기","계","방문요양","급여이용수급자[명]","명","43314","47295","50778","55731","62960","71042","80821","90149","103797","117521",
"경기","계","방문요양","급여제공기관[개]","개","4063","4304","4544","5014","5292","5549","6112","6559","7285","7722",
"경기","계","방문요양","급여제공일수[일]","일","7767967","8200716","9054402","9881716","11419378","12842566","14777457","16946079","19342031","22087576",
"경기","계","방문요양","급여비용[천원]","천원","263158690","291782596","335670462","368336205","435209881","556630206","674449883","793698595","923435841","1056541767",
"경기","계","방문요양","공단부담금[천원]","천원","232501649","258468453","298255079","328010869","389570815","501723369","613684872","722974189","843023526","964165421",
"경기","계","방문목욕","급여이용수급자[명]","명","10625","9569","8166","7640","8089","7971","7509","7296","7694","8244",
"경기","계","방문목욕","급여제공기관[개]","개","1995","1923","1860","1935","1976","2009","1979","1844","1798","1800",
"경기","계","방문목욕","급여제공일수[일]","일","301925","249466","222397","208702","217058","214867","205122","192515","206389","222091",
"경기","계","방문목욕","급여비용[천원]","천원","12782193","10785359","9759906","9225282","10017667","10196516","9975314","9922582","11249921","12779761",
"경기","계","방문목욕","공단부담금[천원]","천원","11225242","9487379","8595682","8144928","8898408","9118031","9009056","8954512","10203507","11587802",
"경기","계","방문간호","급여이용수급자[명]","명","1682","1763","1997","2153","2667","3247","3233","3393","3702","3859",
"경기","계","방문간호","급여제공기관[개]","개","155","173","178","188","217","228","256","258","276","284",
"경기","계","방문간호","급여제공일수[일]","일","44862","45523","57387","64722","76572","93342","104503","118547","137685","143637",
"경기","계","방문간호","급여비용[천원]","천원","1924758","2007052","2582173","2793935","3708581","4746120","5481638","6186473","7493215","7914387",
"경기","계","방문간호","공단부담금[천원]","천원","1697049","1781118","2290516","2486794","3316597","4265370","4970763","5595221","6777177","7157559",
"경기","계","주야간보호","급여이용수급자[명]","명","5951","7769","10094","12821","16662","20891","25338","29016","32862","37256",
"경기","계","주야간보호","급여제공기관[개]","개","678","828","1039","1240","1528","1754","2077","2330","2546","2688",
"경기","계","주야간보호","급여제공일수[일]","일","916603","1046958","1451410","1966272","2678486","3358823","4220220","5036893","5723939","6468313",
"경기","계","주야간보호","급여비용[천원]","천원","31489673","43253372","64414373","91351419","131656172","183658167","249922584","292617076","336889368","386532315",
"경기","계","주야간보호","공단부담금[천원]","천원","27706100","38331066","57512168","81924600","117731389","165112079","226954551","265708294","306958960","352314318",
"경기","계","단기보호","급여이용수급자[명]","명","2044","1924","1754","1638","1569","1461","1227","672","512","659",
"경기","계","단기보호","급여제공기관[개]","개","271","236","242","202","165","134","95","80","66","60",
