"시·군·구별","성별","등급별","자격별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년","2021 년","2022 년",
"강원","남자","2등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","17","22","16","19","19","24","24","16","9","11",
"강원","남자","2등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","150","149","137","144","129","135","142","160","170","173",
"강원","남자","3등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","2736","1952","2067","2239","2313","2508","2658","2878","3211","3354",
"강원","남자","3등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1780","1244","1323","1437","1476","1189","1268","1388","1428","1461",
"강원","남자","3등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","436","356","379","430","462","917","954","1007","1239","1324",
"강원","남자","3등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","68","37","47","48","44","37","55","44","47","37",
"강원","남자","3등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","452","315","318","324","331","365","381","439","497","532",
"강원","남자","4등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","1156","1430","1646","1948","2268","2754","3258","3587","3968",
"강원","남자","4등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","742","897","1047","1217","1082","1310","1518","1579","1751",
"강원","남자","4등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","185","245","266","336","711","920","1102","1326","1485",
"강원","남자","4등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","34","38","32","39","44","39","44","44","37",
"강원","남자","4등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","195","250","301","356","431","485","594","638","695",
"강원","남자","5등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","60","121","223","320","388","533","607","695","727",
"강원","남자","5등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","44","85","161","220","204","276","320","347","349",
"강원","남자","5등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","8","19","31","50","125","179","192","218","244",
"강원","남자","5등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","0","1","3","4","3","7","8","12","15",
"강원","남자","5등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","8","16","28","46","56","71","87","118","119",
"강원","남자","인지지원등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","114","158","205","220","202",
"강원","남자","인지지원등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","56","77","112","110","84",
"강원","남자","인지지원등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","37","62","57","69","83",
"강원","남자","인지지원등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","2","1","0","2","1",
"강원","남자","인지지원등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","19","18","36","39","34",
"강원","남자","등급외","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","1437","1554","1654","1706","1709","1788","1678","1561","1492",
"강원","남자","등급외","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","873","945","1043","1101","1120","1186","1136","1045","992",
"강원","남자","등급외","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","63","68","58","60","61","65","61","46","41",
"강원","남자","등급외","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","33","33","34","33","26","24","17","19","18",
"강원","남자","등급외","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","468","508","519","512","502","513","464","451","441",
"강원","남자","등급외A","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","668","","","","","","","","","",
"강원","남자","등급외A","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","440","","","","","","","","","",
"강원","남자","등급외A","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","27","","","","","","","","","",
"강원","남자","등급외A","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","15","","","","","","","","","",
"강원","남자","등급외A","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","186","","","","","","","","","",
"강원","남자","등급외B","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","446","","","","","","","","","",
"강원","남자","등급외B","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","285","","","","","","","","","",
"강원","남자","등급외B","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","10","","","","","","","","","",
"강원","남자","등급외B","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","14","","","","","","","","","",
"강원","남자","등급외B","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","137","","","","","","","","","",
"강원","남자","등급외C","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","222","","","","","","","","","",
"강원","남자","등급외C","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","127","","","","","","","","","",
"강원","남자","등급외C","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1","","","","","","","","","",
"강원","남자","등급외C","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","8","","","","","","","","","",
"강원","남자","등급외C","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","86","","","","","","","","","",
"강원","여자","계","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","15577","17189","18741","20417","22096","23817","26022","27608","29643","30668",
"강원","여자","계","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","9012","9888","10846","11954","13018","11216","11999","12753","12787","12852",
"강원","여자","계","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","2393","2861","3241","3693","4166","7498","8621","9235","11004","12015",
"강원","여자","계","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","273","287","309","328","367","417","503","488","529","517",
"강원","여자","계","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","3899","4153","4345","4442","4545","4686","4899","5132","5323","5284",
"강원","여자","1등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1400","1426","1545","1583","1646","1609","1579","1579","1809","1859",
"강원","여자","1등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","803","802","905","917","930","675","626","623","661","675",
"강원","여자","1등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","264","273","301","331","371","610","635","634","781","785",
"강원","여자","1등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","33","34","28","29","28","19","25","20","25","29",
"강원","여자","1등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","300","317","311","306","317","305","293","302","342","370",
"강원","여자","2등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","2578","2567","2580","2765","2945","3073","3246","3283","3555","3552",
"강원","여자","2등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1476","1469","1468","1636","1651","1300","1298","1361","1356","1314",
"강원","여자","2등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","548","577","602","615","735","1174","1340","1306","1520","1577",
"강원","여자","2등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","36","32","32","34","49","53","53","60","65","67",
"강원","여자","2등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","518","489","478","480","510","546","555","556","614","594",
"강원","여자","3등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","7414","5106","5610","5921","6171","6730","7130","7653","8464","9011",
"강원","여자","3등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","4206","2912","3196","3357","3524","2851","2969","3202","3282","3409",
"강원","여자","3등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1470","1102","1238","1371","1424","2574","2808","3033","3622","4004",
"강원","여자","3등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","118","76","93","97","105","116","139","140","157","160",
"강원","여자","3등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1620","1016","1083","1096","1118","1189","1214","1278","1403","1438",
"강원","여자","4등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","3485","4185","4920","5743","6600","7964","9079","10020","10613",
"강원","여자","4등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","1985","2339","2718","3262","2835","3393","3927","4108","4181",
"강원","여자","4등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","703","872","1087","1266","2448","2950","3310","4004","4496",
"강원","여자","4등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","57","65","96","101","119","163","157","185","169",
"강원","여자","4등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","740","909","1019","1114","1198","1458","1685","1723","1767",
"강원","여자","5등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","210","372","605","888","1128","1455","1771","1940","1988",
"강원","여자","5등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","134","254","400","544","524","645","838","863","878",
"강원","여자","5등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","36","58","117","194","429","588","637","737","802",
"강원","여자","5등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","3","6","5","11","19","25","34","39","35",
"강원","여자","5등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","37","54","83","139","156","197","262","301","273",
"강원","여자","인지지원등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","292","428","484","527","539",
"강원","여자","인지지원등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","157","228","242","257","242",
"강원","여자","인지지원등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","89","129","152","184","211",
"강원","여자","인지지원등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","7","14","11","7","5",
"강원","여자","인지지원등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","39","57","79","79","81",
"강원","여자","등급외","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","4395","4449","4623","4703","4385","4220","3759","3328","3106",
"강원","여자","등급외","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","2586","2684","2926","3107","2874","2840","2560","2260","2153",
"강원","여자","등급외","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","170","170","172","176","174","171","163","156","140",
"강원","여자","등급외","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","85","85","67","73","84","84","66","51","52",
"강원","여자","등급외","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","1554","1510","1458","1347","1253","1125","970","861","761",
"강원","여자","등급외A","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","2346","","","","","","","","","",
"강원","여자","등급외A","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1500","","","","","","","","","",
"강원","여자","등급외A","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","86","","","","","","","","","",
"강원","여자","등급외A","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","53","","","","","","","","","",
"강원","여자","등급외A","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","707","","","","","","","","","",
"강원","여자","등급외B","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1376","","","","","","","","","",
"강원","여자","등급외B","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","777","","","","","","","","","",
"강원","여자","등급외B","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","20","","","","","","","","","",
"강원","여자","등급외B","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","25","","","","","","","","","",
"강원","여자","등급외B","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","554","","","","","","","","","",
"강원","여자","등급외C","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","463","","","","","","","","","",
"강원","여자","등급외C","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","250","","","","","","","","","",
"강원","여자","등급외C","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","5","","","","","","","","","",
"강원","여자","등급외C","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","8","","","","","","","","","",
"강원","여자","등급외C","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","200","","","","","","","","","",
"충북","합계","계","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","17318","19159","20883","22792","25350","28565","32648","36090","39580","41793",
"충북","합계","계","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","11223","12485","13523","14870","16598","14778","16647","18527","19095","19398",
"충북","합계","계","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","2414","2812","3254","3619","4241","8910","10599","11757","14310","15986",
"충북","합계","계","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","273","307","343","355","414","418","449","526","532","511",
"충북","합계","계","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","3408","3555","3763","3948","4097","4459","4953","5280","5643","5898",
"충북","합계","1등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1475","1400","1363","1432","1505","1595","1481","1370","1579","1657",
"충북","합계","1등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","941","900","839","924","950","783","688","597","631","659",
"충북","합계","1등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","258","231","265","250","304","553","536","521","650","687",
"충북","합계","1등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","18","17","19","20","21","27","18","17","19","19",
"충북","합계","1등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","258","252","240","238","230","232","239","235","279","292",
"충북","합계","2등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","2963","2997","2999","3095","3353","3619","3653","3691","3890","3757",
"충북","합계","2등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1913","1904","1898","1975","2093","1636","1637","1693","1624","1517",
"충북","합계","2등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","553","607","638","663","782","1440","1477","1444","1672","1685",
"충북","합계","2등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","47","47","44","43","43","52","47","59","54","51",
"충북","합계","2등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","450","439","419","414","435","491","492","495","540","504",
"충북","합계","3등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","8310","5757","6108","6491","6908","7706","8504","8929","9591","10203",
"충북","합계","3등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","5348","3747","3896","4176","4472","3666","4029","4249","4271","4382",
"충북","합계","3등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1498","1070","1201","1286","1428","2923","3284","3458","3986","4411",
"충북","합계","3등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","134","85","95","106","125","118","110","120","127","128",
"충북","합계","3등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1330","855","916","923","883","999","1081","1102","1207","1282",
"충북","합계","4등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","3858","4833","5679","6978","8498","11002","13184","14924","16311",
"충북","합계","4등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","2472","3074","3643","4499","4091","5250","6405","6855","7079",
"충북","합계","4등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","697","908","1103","1329","3038","4021","4751","5904","6854",
"충북","합계","4등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","71","90","88","124","125","155","201","203","206",
"충북","합계","4등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","618","761","845","1026","1244","1576","1827","1962","2172",
"충북","합계","5등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","340","605","1020","1560","1914","2699","3654","4313","4567",
"충북","합계","5등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","240","442","721","1106","980","1386","1905","2065","2124",
"충북","합계","5등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","61","98","181","266","679","922","1210","1654","1814",
"충북","합계","5등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","5","8","12","23","31","49","52","56","46",
"충북","합계","5등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","34","57","106","165","224","342","487","538","583",
"충북","합계","인지지원등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","395","655","804","945","1043",
"충북","합계","인지지원등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","210","331","425","480","486",
"충북","합계","인지지원등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","134","224","251","316","406",
"충북","합계","인지지원등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","3","9","15","9","7",
"충북","합계","인지지원등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","48","91","113","140","144",
"충북","합계","등급외","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","4807","4975","5075","5046","4838","4654","4458","4338","4255",
"충북","합계","등급외","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","3222","3374","3431","3478","3412","3326","3253","3169","3151",
"충북","합계","등급외","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","146","144","136","132","143","135","122","128","129",
"충북","합계","등급외","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","82","87","86","78","62","61","62","64","54",
"충북","합계","등급외","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","1357","1370","1422","1358","1221","1132","1021","977","921",
"충북","합계","등급외A","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","2486","","","","","","","","","",
"충북","합계","등급외A","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1727","","","","","","","","","",
"충북","합계","등급외A","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","78","","","","","","","","","",
"충북","합계","등급외A","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","30","","","","","","","","","",
"충북","합계","등급외A","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","651","","","","","","","","","",
"충북","합계","등급외B","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1561","","","","","","","","","",
"충북","합계","등급외B","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1015","","","","","","","","","",
"충북","합계","등급외B","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","23","","","","","","","","","",
"충북","합계","등급외B","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","37","","","","","","","","","",
"충북","합계","등급외B","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","486","","","","","","","","","",
"충북","합계","등급외C","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","523","","","","","","","","","",
"충북","합계","등급외C","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","279","","","","","","","","","",
"충북","합계","등급외C","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","4","","","","","","","","","",
"충북","합계","등급외C","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","7","","","","","","","","","",
"충북","합계","등급외C","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","233","","","","","","","","","",
"충북","남자","계","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","4326","4788","5206","5672","6400","7302","8572","9542","10582","11250",
"충북","남자","계","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","2885","3234","3550","3876","4357","4004","4653","5179","5458","5600",
"충북","남자","계","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","535","590","660","733","887","2038","2451","2761","3390","3789",
"충북","남자","계","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","84","90","91","102","117","113","119","144","133","118",
"충북","남자","계","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","822","874","905","961","1039","1147","1349","1458","1601","1743",
"충북","남자","1등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","366","329","326","346","359","385","350","335","367","381",
"충북","남자","1등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","258","234","218","245","243","209","174","151","159","159",
"충북","남자","1등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","54","45","49","48","63","118","113","115","130","133",
"충북","남자","1등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","3","4","5","4","1","3","4","6","4","6",
"충북","남자","1등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","51","46","54","49","52","55","59","63","74","83",
"충북","남자","2등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","689","700","677","678","770","831","820","862","895","840",
"충북","남자","2등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","480","480","488","466","519","416","414","436","415","382",
"충북","남자","2등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","105","117","108","116","146","313","290","300","348","323",
"충북","남자","2등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","17","14","9","11","15","11","10","20","12","11",
"충북","남자","2등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","87","89","72","85","90","91","106","106","120","124",
"충북","남자","3등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","2116","1476","1592","1668","1721","1906","2172","2295","2495","2652",
"충북","남자","3등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","1421","1032","1083","1156","1185","973","1093","1203","1209","1255",
"충북","남자","3등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","351","227","267","274","300","673","788","805","945","1044",
"충북","남자","3등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","39","22","22","29","32","35","31","28","28","21",
"충북","남자","3등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","305","195","220","209","204","225","260","259","313","332",
"충북","남자","4등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","946","1188","1403","1760","2155","2867","3413","3946","4343",
"충북","남자","4등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","609","783","928","1170","1085","1479","1718","1939","2019",
"충북","남자","4등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","156","187","230","298","717","925","1135","1404","1657",
"충북","남자","4등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","18","29","27","41","34","41","56","57","53",
"충북","남자","4등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","163","189","218","251","319","422","504","546","614",
"충북","남자","5등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","79","135","224","359","501","729","983","1183","1323",
"충북","남자","5등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","55","110","167","273","287","390","541","585","627",
"충북","남자","5등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","13","16","33","54","154","244","303","436","489",
"충북","남자","5등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","3","2","4","4","8","10","11","12","7",
"충북","남자","5등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","8","7","20","28","52","85","128","150","200",
"충북","남자","인지지원등급","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","114","185","233","298","304",
"충북","남자","인지지원등급","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","59","98","122","159","141",
"충북","남자","인지지원등급","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","35","59","69","92","108",
"충북","남자","인지지원등급","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","1","4","5","1","2",
"충북","남자","인지지원등급","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","","","","","19","24","37","46","53",
"충북","남자","등급외","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","1258","1288","1353","1431","1410","1449","1421","1398","1407",
"충북","남자","등급외","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","824","868","914","967","975","1005","1008","992","1017",
"충북","남자","등급외","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","32","33","32","26","28","32","34","35","35",
"충북","남자","등급외","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","29","24","27","24","21","19","18","19","18",
"충북","남자","등급외","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","","373","363","380","414","386","393","361","352","337",
"충북","남자","등급외A","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","542","","","","","","","","","",
"충북","남자","등급외A","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","369","","","","","","","","","",
"충북","남자","등급외A","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","15","","","","","","","","","",
"충북","남자","등급외A","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","8","","","","","","","","","",
"충북","남자","등급외A","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","150","","","","","","","","","",
"충북","남자","등급외B","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","420","","","","","","","","","",
"충북","남자","등급외B","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","276","","","","","","","","","",
"충북","남자","등급외B","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","8","","","","","","","","","",
"충북","남자","등급외B","의료급여","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","11","","","","","","","","","",
"충북","남자","등급외B","기초","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","125","","","","","","","","","",
"충북","남자","등급외C","계","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","193","","","","","","","","","",
"충북","남자","등급외C","일반","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","81","","","","","","","","","",
"충북","남자","등급외C","감경","시·군·구별 등급별 자격별 판정 현황(65세 이상)[명]","명","2","","","","","","","","","",
